"Country","CSCC_mean","CSCC_std","CSCC_skew","CSCC_median","CSCC_min","CSCC_q17","CSCC_q83","CSCC_max","F_mean","F_std","F_skew","F_median","F_min","F_q17","F_q83","F_max","FWglob_mean","FWglob_std","FWglob_skew","FWglob_median","FWglob_min","FWglob_q17","FWglob_q83","FWglob_max","FWdom_mean","FWdom_std","FWdom_skew","FWdom_median","FWdom_min","FWdom_q17","FWdom_q83","FWdom_max","FWout_mean","FWout_std","FWout_skew","FWout_median","FWout_min","FWout_q17","FWout_q83","FWout_max","FWin_mean","FWin_std","FWin_skew","FWin_median","FWin_min","FWin_q17","FWin_q83","FWin_max","FWnet_mean","FWnet_std","FWnet_skew","FWnet_median","FWnet_min","FWnet_q17","FWnet_q83","FWnet_max","Fabmean"
"Total",172.55877497744066,140.10191431656486,0.39013867999497864,166.268109868995,-309.157663486625,39.53217073669721,300.4943756352405,1028.0981319122768,-7.2371092984752,0.9398419965548253,-0.180688885328943,-7.128858476,-10.132039658,-8.107975694,-6.437340115,-4.3945667020000005,-4539.397923771722,3820.6894584148563,-0.5276016047351343,-4311.143990749235,-24857.364785480306,-7900.9366969301145,-1004.9837482190823,7985.721507952411,-4539.397923771722,3820.6894584148563,-0.5276016047351343,-4311.143990749235,-24857.364785480306,-7900.9366969301145,-1004.9837482190823,7985.721507952411,-4539.397923771722,3820.6894584148563,-0.5276016047351343,-4311.143990749235,-24857.364785480306,-7900.9366969301145,-1004.9837482190823,7985.721507952411,733.0419166559841,654.5569090295928,0.7893205542579151,657.5508496293364,-1291.8756540327142,151.23811919719566,1301.590626807007,4058.8065456651825,-5272.439840427706,4423.39186490893,-0.5143914674546198,-5022.205815152769,-28604.018725619102,-9175.595346766022,-1177.0539212247513,9277.597161985126,-7.2371092984752
"ROW",0,0,0,0,0,0,0,0,-0.11562398098331,0.011750449374897552,0.09927837074770944,-0.11646152440000002,-0.1723274628,-0.12423237079999999,-0.10598542849999998,-0.05917956440000001,-72.52646671834428,60.50052047284139,-0.47572009823539724,-69.80293374597574,-399.16901075429723,-125.51544889063442,-16.317816691010744,132.68658252190903,0.,0.,"Indeterminate",0.,0.,0.,0.,0.,0.,0.,"Indeterminate",0.,0.,0.,0.,0.,0.,0.,"Indeterminate",0.,0.,0.,0.,0.,0.,0.,"Indeterminate",0.,0.,0.,0.,0.,-0.11562398098331
"COD",2.1494249603509137,1.2480512850070924,0.3637100511377047,2.072006966952582,-2.1743297730037314,1.0043568859727088,3.292782541175367,9.055029379761983,0.18554754173152022,0.07729820382401278,-0.18328829118791518,0.181908541133,-0.067945763748,0.119171711133,0.256268263991,0.38388760836999997,116.22968662787363,114.61293372486243,1.003598929446722,100.28702835589498,-271.50489173267744,16.15028049787492,213.18178534503338,790.0964160614571,1.4724302584109519,1.103320630583261,1.028935807082039,1.2980139265643813,-1.2530829366740255,0.5184475001293021,2.4225632224063607,8.593846330037108,114.77657216490263,113.5533477818651,1.0035073002905426,99.02946588381457,-270.4823222757867,15.685596515463875,210.79643626850375,782.8874472942293,-57.682693756910055,34.2643671751473,-0.5154837599177969,-54.671364651280925,-240.80956921632492,-88.6963795934502,-26.70145734017132,43.477299829215816,172.4592659218127,116.86652916597924,0.8780047639301155,158.01137020681955,-191.59366521226727,69.69002565979497,272.76981866126164,805.9580399359677,0.18554754173152022
"BRA",6.049116425099255,3.894289635155263,0.5337725015150221,5.74786193027103,-6.831485276039861,2.4732473013023872,9.566940579425578,31.136990084260184,0.10781813085794001,0.2998186005371626,-0.38323405205118033,0.12994010550000004,-0.7920893568,-0.17981148540000003,0.4194603733,0.7568876416,67.77551501847708,252.40979021572255,0.19625843280288044,32.5716057229092,-1929.7060914983351,-96.09726861804907,260.1622199314692,1790.810623131033,2.4474428455255257,8.125723205879211,0.10217307619830072,1.530646392572932,-53.59060255538303,-3.3065231157415815,8.8979122212741,45.15560626814597,65.39454056364431,244.44114916568688,0.19964835351242782,31.21341183049091,-1869.5876514221306,-92.89478121938404,251.58788424429866,1740.5919180968185,-157.40889566022275,102.47068991249287,-0.6297597288085564,-146.942381235104,-730.5211011250007,-249.16966993003805,-64.51199185159635,121.13572816924102,222.80343622386707,258.314658518976,0.14770249245124967,203.99224958418418,-1699.3389013338233,26.5986331010108,426.90320666964595,1909.0742113034164,0.10781813085794001
"PER",0.5788410285998842,0.6162334183017656,0.47994111387355565,0.5394560903969892,-1.6849740298734195,-0.011032967361157347,1.1386622980375847,4.497220943952103,0.040459737012377,0.044668495508037226,-0.2632110266574574,0.037746839229999996,-0.16095551377,0.0074576452000000015,0.07709266341,0.17083783111999998,25.36627863009659,42.29080812077432,1.0252125760715707,16.00668950993085,-386.0348349169306,-0.865308251201105,55.44357937068994,397.01423630285416,0.0882748368916933,0.16849394808362295,1.2266336608188586,0.04850835189521431,-1.1574394734973947,-0.014088603354195183,0.20536000120233727,1.6939578524327668,25.2809463126234,42.12475905720295,1.0242509808778937,15.957174683619744,-384.3529204171914,-0.8568142523395047,55.24118465088818,395.3220194677828,-15.69080745163706,16.768886008301884,-0.618431071640266,-14.250273644145068,-121.75487750877745,-30.660888334553682,0.02558377694915798,35.596262938879356,40.971753764260455,44.61578677685762,0.7673993245827475,34.94319421203658,-358.80298404969324,7.401326860709522,74.88930018883194,401.3290968466021,0.040459737012377
"AGO",0.7848106207478398,0.486603590854189,0.4297812368249996,0.7509654084970313,-0.8692932064472947,0.33589482547326516,1.2287227387782678,3.5576070172627516,0.0377443162458314,0.026598293810444394,-0.24201310328546966,0.037351733740999996,-0.076996123259,0.016753526666999998,0.06006396616600001,0.122850066166,23.761293410920874,29.38986620115063,1.2704150999996167,18.228740532540122,-162.28859231365294,0.817083603893886,47.22005098693102,279.22156991267605,0.10952882070155143,0.11283260622421523,1.0788953669655823,0.08894588513515875,-0.585985721286637,0.018485875249772826,0.19949661895858756,0.97886051444941,23.65318139764347,29.279432295544037,1.2709143883207161,18.12103504201131,-161.72200829397755,0.8079766875258556,47.03708810627122,278.2349967596539,-21.010626589282275,13.329045121600464,-0.5874349068842637,-19.72364843142156,-97.42808362097965,-32.94011673977492,-8.838814455226993,18.154923987121283,44.66380798692574,31.883212830416255,0.9799041475924793,40.437913203520324,-145.90826039023182,17.96110594666915,71.1540023096532,300.33162582246626,0.0377443162458314
"PNG",0.19772200963321235,0.12975979524625336,0.5960228952517783,0.18576652293099516,-0.2351732596546136,0.07937108867206188,0.3143499913630928,1.0279087197403083,0.0322547219834722,0.018761726089900666,0.27043375618553805,0.030332691271999997,-0.035375913676,0.014894765111999999,0.054720735324,0.080695183112,20.10065918744124,22.44100861803013,1.3946393789669778,14.966980192872187,-70.65912027760724,2.6744014890336847,38.25139041253854,192.13992648064686,0.023543159075022687,0.022425202273862032,1.5107148162060158,0.01798838446623388,-0.09819705763258348,0.005570509071060974,0.0413531045316824,0.19776601903135602,20.07758852636661,22.419267577423277,1.3944655100438959,14.948022676635027,-70.58863536697568,2.668963624870937,38.21021902917772,191.93147856742806,-5.3066515531202985,3.5565421468612506,-0.7447168808117419,-4.882609288772293,-27.777598353790875,-8.466986918501096,-2.121288027346449,4.110923010024244,25.38424007948691,22.490354726402067,1.3547457748795653,20.638330888823422,-62.09594155738713,7.597352300037312,43.68468829287601,201.61274166453128,0.0322547219834722
"CAF",0.09561346986444395,0.05299112357083909,0.3364687263223041,0.09259857762934971,-0.09213462081004188,0.04707414278479151,0.14422876011426206,0.3911010662597401,0.028652837330159997,0.025309652057381938,-0.910752479900233,0.030189237,-0.130057361825,0.008830729175,0.047787793,0.09967912,17.869994449395865,25.345297458827357,0.6670461200508898,13.200864471184385,-313.422275719977,-0.12772337819897345,36.927077292080824,220.01836526856172,0.010061306214050122,0.011756379013701662,-0.12901796737364674,0.008497394681344961,-0.11027827731278611,0.0009837855495125976,0.018971200972987316,0.08310182188917563,17.86003339910086,25.334312454562276,0.6672180847713042,13.193676050968017,-313.2970712793896,-0.13190999368770573,36.90862027183041,219.93720024550805,-2.5617041895303196,1.458668104802153,-0.5015529703542202,-2.436040523067623,-10.391131000006618,-3.8911600430113085,-1.244391049689185,1.7960208242082443,20.421737588631178,25.32296969091371,0.6702429751073835,15.805942344299897,-309.7337545442797,2.30644323003189,39.48372975938883,225.8699129071809,0.028652837330159997
"COL",1.625723850594474,1.0916092216776963,0.4685023359332455,1.5563422253952581,-2.0248519198439903,0.6114312215552574,2.617071369715785,8.558620999410852,0.025538992958803998,0.053301345190637874,-0.05524377900881023,0.02423200798,-0.12857513527,-0.020296388489999997,0.07457529187,0.19747413798,15.977201812105225,45.72347826189711,0.829345069336725,7.9453550056158795,-314.1036121301672,-11.28386210506363,48.36497099628194,464.4753012375506,0.15503515808823154,0.40226461389385615,0.7206909981222299,0.08938163836294878,-2.815855907952142,-0.10430761086731823,0.4552067411343651,4.133610985597333,15.826871614506194,45.32963528454234,0.8305617111048125,7.842495182193841,-311.33185090615905,-11.137089418608362,47.92458213792982,460.4534008623312,-43.52073741585159,29.72951114463964,-0.6132602313731387,-40.65450610172708,-225.15982860463234,-70.24208826529387,-16.383367674488866,39.24278153741287,59.347609030357795,51.98282793398873,0.5256998643245924,55.14550298624188,-257.4694685808551,16.931323203947272,102.18818375320697,488.0654408289457,0.025538992958803998
"MMR",0.4371527011180685,0.2549118181831454,0.5313483576591187,0.4152770905347738,-0.3963137206494351,0.20590760274947753,0.667472124351609,2.004394916447953,0.023772228585163105,0.028818221544067494,0.08499621186048781,0.024896961328999996,-0.055821752611999995,-0.002567004730000001,0.049854489609,0.119442779609,14.866722564984393,26.263818824678616,1.3971999237525077,9.502683370089837,-119.0725512222178,-3.4541271230799913,34.9624501951234,243.58550397063735,0.03857438654633628,0.05833285314056993,1.0642996259676376,0.029957579571052103,-0.24690991433983162,-0.005129575278291243,0.08411334149590505,0.4477803195282021,14.828959347460897,26.208252105174143,1.397726573640918,9.475071359967695,-118.7794108313487,-3.447012880949014,34.901889070426826,243.13192897947627,-11.662333995873789,6.978469080363964,-0.6881282383093155,-10.859005471724224,-52.213565466363356,-17.84253767950015,-5.439226354141373,7.681806460341354,26.491293343334693,26.86410226455193,1.2905754079917318,22.10449881311845,-109.05935293982199,6.10320024858045,47.023638369699505,260.1071180174695,0.023772228585163105
