iso,CSCC_mean_bootstrapping,CSCC_median_bootstrapping,CSCC_mean_bootstrapping_filled,CSCC_median_bootstrapping_filled,CSCC_mean_bootstrapping_boot,CSCC_median_bootstrapping_boot,CSCC_mean_estimates,CSCC_median_estimates,mean_statscc,50%_statscc,CSCC_mean_RFa,CSCC_median_RFa
BWA,0.12802016857117243,0.12359905408523167,0.12797005546548418,0.12354647879739131,0.1272465503704178,0.12291589179632283,0.13326049733112272,0.12769429282040415,0.13326049733364898,0.12769429282040415,0.1278313175192878,0.1232099717735273
CAF,0.09561346987871691,0.09259857764317264,0.09561346987871691,0.09259857764317264,0.09565270662902564,0.09266827912590614,0.09948062439071857,0.09605842960079161,0.09948062439111531,0.0960584296007916,0.0956134698787169,0.0925985776431726
CAN,-2.282806831143034,-2.166756366317286,-2.282806831143034,-2.166756366317286,-2.2943359861002297,-2.1725584851476514,-2.1777717480427143,-2.136910678068336,-2.1777717480430803,-2.136910678068336,-2.2828068311430343,-2.166756366317286
CHE,-0.3084912331038938,-0.2918177286258048,-0.3084912331038938,-0.2918177286258048,-0.3096902666507789,-0.29082724436267093,-0.2930149988120492,-0.2867491514987212,-0.2930149988276947,-0.2867491514987219,-0.3084912331038937,-0.2918177286258048
CHL,-0.15679539719333946,-0.15294360049704672,-0.1569193704028457,-0.15330709674903997,-0.15539369543849504,-0.15612484926805828,-0.14404661210771194,-0.14067004504519295,-0.14404661195934765,-0.14067004504519295,-0.1558611088603387,-0.1513018568247731
CHN,15.202215180722963,14.216782199590877,15.202215180722963,14.216782199590877,15.14837964536033,14.300368051341234,16.281307856095143,14.757435833393117,16.28130785684626,14.757435833393119,15.202215180722964,14.216782199590876
CIV,1.071173169003105,1.0142142793583675,1.071173169003105,1.0142142793583675,1.0696052833512086,1.014142586257742,1.1103295890109757,1.0579914283024445,,,1.0711731690031054,1.0142142793583675
CMR,0.7422480621164373,0.7109532341152948,0.7422480621164373,0.7109532341152948,0.7415896038355763,0.7107937174787462,0.7701146916108734,0.7345296481464563,0.7701146916207734,0.7345296481464568,0.7422480621164372,0.7109532341152948
COD,2.1494249606717757,2.0720069672618866,2.1494249606717757,2.0720069672618866,2.150619044102078,2.077674484296316,2.237452861966372,2.194090035213814,2.2374528619689324,2.1940900352138075,2.149424960671776,2.0720069672618866
COG,0.27602733057684253,0.2649661192778606,0.27602733057684253,0.2649661192778606,0.27611856934264806,0.2645315802619501,0.2861276607442434,0.2783697207546514,0.2861276607438238,0.278369720754652,0.2760273305768425,0.2649661192778606
COL,1.6257238508371585,1.5563422256275856,1.6257238508371585,1.5563422256275856,1.6258930573582413,1.5540633761329015,1.6818759072337615,1.596265954374116,1.6818759072519915,1.5962659543741093,1.6257238508371583,1.5563422256275856
COM,0.01556264995759789,0.01474926118613444,0.01556264995759789,0.01474926118613444,0.01554740949467795,0.014722609253959226,0.016060478254504518,0.015192024463707085,0.016060478254219815,0.015192024463707085,0.0155626499575979,0.0147492611861344
CPV,0.006869287206320545,0.006389068353652645,0.006871476237467678,0.006385777587146475,0.006871694480680468,0.006391535988550074,0.007084599940054712,0.0067890691220435315,0.007084599939958399,0.0067890691220435315,0.0068703298834693,0.0063872784489401
CRI,0.18539674794964447,0.17473104722379595,0.18539674794964447,0.17473104722379595,0.18513662336570758,0.17521406690012034,0.1908831394770094,0.17703700221890672,0.19088313948936886,0.17703700229853483,0.1853967479496444,0.1747310472237959
CUB,0.16511959729359774,0.1572816654503964,0.16511959729359774,0.1572816654503964,0.16504514561477698,0.15693211284249636,0.16964648017786338,0.15711884971859336,0.1696464801793366,0.15711884971859272,0.1651195972935977,0.1572816654503964
CYP,0.03166066353649672,0.029979552776756818,0.03166066353649672,0.029979552776756818,0.03171195228162076,0.030135063302956153,0.03284273158927236,0.029570620003719655,0.03284273159078449,0.029570620003719655,0.0316606635364967,0.0299795527767568
CZE,-0.3344346120834505,-0.31691305923174584,-0.3344346120834505,-0.31691305923174584,-0.33591799089058405,-0.3150940205646834,-0.31571682753012226,-0.308529558822556,-0.3157168276046813,-0.308529558822556,-0.3344346120834506,-0.3169130592317458
DEU,-1.3611023065880843,-1.3138250009067172,-1.3611023065880843,-1.3138250009067172,-1.3692474279691464,-1.3149820185319967,-1.268479605519614,-1.2708351154035507,-1.2684796054512335,-1.2708351154035507,-1.3611023065880845,-1.3138250009067172
DJI,0.041540379863502445,0.04027863635068285,0.04154817361055549,0.04028493740584074,0.04149153897381085,0.04029897953740416,0.04316818772244731,0.04148248901065874,0.043168187722844066,0.04148248901065874,0.0415985639654871,0.0403081440204908
DNK,-0.16037980409961472,-0.15212812255197744,-0.16037980409961472,-0.15212812255197744,-0.16102730601794019,-0.15179611559206246,-0.15207183594485635,-0.15007071679676998,-0.15207183595505291,-0.15007071716641307,-0.1603798040996147,-0.1521281225519774
DOM,0.37576849514866767,0.3568827749601108,0.37576849514866767,0.3568827749601108,0.3749644706679363,0.3548119448115531,0.38682119725421826,0.37733507293767377,0.3868211972601352,0.37733507293767443,0.3757684951486675,0.3568827749601108
DZA,0.7272390742017575,0.6933234931649626,0.7272390742017575,0.6933234931649626,0.7276304040365933,0.6952905328056054,0.7602774606351153,0.7180276084203936,0.7602774606264324,0.7180276084203941,0.7272390742017576,0.6933234931649626
ECU,0.38789043744961826,0.3660960478174564,0.38789043744961826,0.3660960478174564,0.3873202042283563,0.36668217550608423,0.4014612000608657,0.3700932832113597,0.4014612000622464,0.37009328321135976,0.3878904374496183,0.3660960478174564
EGY,3.9042473679695666,3.7589336294292055,3.9042473679695666,3.7589336294292055,3.912365300100678,3.751455005040869,4.055660534072319,3.832188934518494,4.055660534317431,3.832188934518494,3.9042473679695657,3.7589336294292055
ERI,0.06775365069473718,0.06573041692386186,0.06775365069473718,0.06573041692386186,0.06776772272155902,0.06572513794338147,0.07065953360891421,0.06862998368077503,0.07065953360635781,0.06862998367010081,0.0677536506947372,0.0657304169238618
ESP,0.7739154051300272,0.7139007509587085,0.7739154051300272,0.7139007509587085,0.7738464040648058,0.7218086925020262,0.8233004201246685,0.7236741638537385,0.8233004201902672,0.7236741638537385,0.7739154051300272,0.7139007509587085
EST,-0.05911460447544001,-0.05548329427509989,-0.05911460447544001,-0.05548329427509989,-0.05936879878363152,-0.05562600163387012,-0.056426518342027755,-0.0556299269480676,-0.05642651834917177,-0.05562992694806754,-0.05911460447544,-0.0554832942750998
ETH,2.0146199828043128,1.903728531950657,2.0146199828043128,1.903728531950657,2.0089990355132037,1.898793728040336,2.100202456347947,1.9263707657851117,2.1002024563306727,1.9263707657851117,2.014619982804312,1.903728531950657
FIN,-0.4942096497227712,-0.46136993553007266,-0.4942096497227712,-0.46136993553007266,-0.49574628075698085,-0.4615353983900383,-0.4748711826990497,-0.46907516112747905,-0.47487118269548306,-0.46907516112747905,-0.4942096497227713,-0.4613699355300726
FJI,0.013633773687766653,0.01256262170202584,0.01363597157922378,0.012564598005327244,0.013733370833881505,0.012715468112663098,0.014000612449366137,0.013023826209817084,0.014000612448461751,0.013023826210206198,0.0136379481504399,0.0125626217020259
FRA,-0.18750704234846516,-0.18476192223597845,-0.18750704234846516,-0.18476192223597845,-0.1920988186202263,-0.192683716292672,-0.10828981923658805,-0.14748818379240344,-0.10828981919867736,-0.14748818379240278,-0.1875070423484651,-0.1847619222359784
GAB,0.10315233415102776,0.09849027368451453,0.10315233415102776,0.09849027368451453,0.10310469147710868,0.09828913034243186,0.10644374114619334,0.1025587718560241,0.1064437411431622,0.1025587718560241,0.1031523341510277,0.0984902736845145
GBR,-0.9683383343840309,-0.9381172767477439,-0.9683383343840309,-0.9381172767477439,-0.9741981227221,-0.944592917339264,-0.8976181332388378,-0.90030450084767,-0.8976181334470769,-0.9003044978456305,-0.9683383343840308,-0.938117276747744
GEO,-0.0018187789526022745,-0.002192817920611324,-0.0018187789526022745,-0.002192817920611324,-0.0019365661016096632,-0.0023547392824099693,5.295988413028056e-05,-0.0016528399373540348,5.295986636071147e-05,-0.001652840040829004,-0.0018187789526022,-0.0021928179206113
GHA,1.1392598798358717,1.0781128249849878,1.1392598798358717,1.0781128249849878,1.1371069027828957,1.0781187144062452,1.1818285229734908,1.1266173469466363,1.181828522973347,1.1266173469466372,1.1392598798358715,1.0781128249849878
GIN,0.5475981824198064,0.524738246506061,0.5475981824198064,0.524738246506061,0.5469484469398675,0.522465500550541,0.5687220478468821,0.5446111023502817,0.5687220478415307,0.544611102350281,0.5475981824198065,0.524738246506061
GMB,0.06626117769823796,0.06260888389199573,0.06626117769823796,0.06260888389199573,0.0661777900141927,0.06267286293304104,0.06864217415641992,0.06759919088578999,0.06864217415659593,0.06759919088578993,0.0662611776982379,0.0626088838919957
GNB,0.05511149605580654,0.05241096314136842,0.05511149605580654,0.05241096314136842,0.05497344161636876,0.052294082296526115,0.05732254723011134,0.05568076524293772,0.057322547229950664,0.05568076524832272,0.0551114960558065,0.0524109631413684
GNQ,0.08935605976612897,0.08478927725395097,0.08935605976612897,0.08478927725395097,0.08924655496712253,0.08473295691480033,0.09210548406573084,0.08753276220028802,0.0921054840727232,0.08753276220028795,0.0893560597661289,0.0847892772539509
GRC,0.2150815310510133,0.1966768480434044,0.2150815310510133,0.1966768480434044,0.21451191239389691,0.19692753721738387,0.22826982408798277,0.1951775577979617,0.2282698242376261,0.19517755779796167,0.2150815310510133,0.1966768480434044
GTM,0.5825732005924836,0.5621739714656739,0.5825732005924836,0.5621739714656739,0.5826338459490469,0.5616651258951375,0.6034178348808832,0.5894867096909986,0.6034178348667106,0.5894867096909985,0.5825732005924834,0.5621739714656739
GUY,0.015829339119767163,0.015240648899786616,0.015829339119767163,0.015240648899786616,0.01585527431248691,0.015191186664837862,0.016367861839752664,0.01570262738950718,0.016367861838500527,0.015702627389507118,0.0158293391197671,0.0152406488997866
HND,0.2843145682946318,0.2736381057937033,0.2843145682946318,0.2736381057937033,0.2839710997658064,0.27212851818562656,0.29440462210371154,0.29015445992896044,0.29440462210787427,0.29015445992896044,0.2843145682946317,0.2736381057937033
HRV,0.0024268653552202636,0.0018705180993026321,0.0024268653552202636,0.0018705180993026321,0.00224820872562492,0.0018343735725395351,0.005118968690070634,0.004410000043247581,0.005118968689700414,0.004410000043247516,0.0024268653552202,0.0018705180993027
HTI,0.18525512989966603,0.17543223838671473,0.18525512989966603,0.17543223838671473,0.1848049483439755,0.1744352356748171,0.19136673540511243,0.18299341339777808,0.1913667354113223,0.18299341339777872,0.185255129899666,0.1754322383867147
HUN,-0.042011235248263244,-0.04084919023959335,-0.042011235248263244,-0.04084919023959335,-0.04270206770476692,-0.0413363122087083,-0.03335722926475249,-0.03825338301624644,-0.033357229255709185,-0.038253383016246444,-0.0420112352482632,-0.0408491902395933
IDN,7.963958242874264,7.600460670494996,7.963958242874264,7.600460670494996,7.9605855813231345,7.5916857599670164,8.194122201758454,7.773059004400591,8.194122201768854,7.773059004400591,7.963958242874265,7.600460670494996
IND,51.50974857350572,49.535167982422756,51.50974857350572,49.535167982422756,51.52046274041558,49.615510407732586,53.39548722347811,50.7940732407465,53.39548722432987,50.794073240746435,51.50974857350574,49.53516798242276
IRL,-0.11470065193942079,-0.10739710134152443,-0.11479517348752673,-0.10756845147495717,-0.11399976557444004,-0.10593412235431679,-0.10994213713000708,-0.11120130001242957,-0.1099421373093531,-0.11120130001242957,-0.1141922093531923,-0.1066492765046652
IRN,1.38076038532301,1.3187113636030485,1.38076038532301,1.3187113636030485,1.3799806532036172,1.3188207816558815,1.4586897321445536,1.3106244584843445,1.4586897321480659,1.3106244584843447,1.3807603853230102,1.3187113636030483
IRQ,1.5390676788481883,1.4962895846917923,1.5390676788481883,1.4962895846917923,1.5425885498776866,1.4925607468675475,1.6081599657297359,1.5425282203888768,1.608159965729739,1.5425282203888768,1.5390676788481883,1.4962895846917923
ISL,-0.04624909851136612,-0.04205248561024423,-0.04627367785695236,-0.0421026665264855,-0.04641955894601408,-0.042113069380298115,-0.044634546227263275,-0.04402988923194449,-0.04463454622569758,-0.04402988923194443,-0.0461461571193188,-0.0419901039755032
ISR,0.8573393016726942,0.8218735752829618,0.8573393016726942,0.8218735752829618,0.8599491964955841,0.8253906052652367,0.8908975566592552,0.842343522608269,0.890897556659864,0.8423435226082696,0.8573393016726941,0.8218735752829618
ITA,0.49383302738614226,0.45472713174308815,0.49383302738614226,0.45472713174308815,0.49123367488832465,0.4625130877264688,0.5538965162750056,0.5147112533726915,0.5538965163565855,0.5147112533726915,0.4938330273861422,0.4547271317430881
JAM,0.035940570075193225,0.033885953120971014,0.035940570075193225,0.033885953120971014,0.0359221114747367,0.033956987497461365,0.03688850606363282,0.03475497819328713,0.03688850606372098,0.034754978193287135,0.0359405700751932,0.033885953120971
JOR,0.29320135540401987,0.2813375782655242,0.29320135540401987,0.2813375782655242,0.29425164108694263,0.28295647979160654,0.3067745499425051,0.28823030236480895,0.3067745499431298,0.2882303023648083,0.2932013554040198,0.2813375782655242
JPN,1.2972087449668732,1.2005250892482526,1.2972087449668732,1.2005250892482526,1.2933719808138382,1.203332662084178,1.401286777797239,1.230573455937567,1.4012867776229276,1.2305734559375663,1.2972087449668734,1.2005250892482526
KAZ,-0.5299396833763711,-0.5016883996767733,-0.5299396833763711,-0.5016883996767733,-0.533141010355138,-0.5055543935155966,-0.5045870702144318,-0.49778288322447545,-0.5045870702221248,-0.49778288322447606,-0.5299396833763711,-0.5016883996767733
KEN,0.9547298195838793,0.9034374448121845,0.9547298195838793,0.9034374448121845,0.9530517895514926,0.9028627193870165,0.9911781460328807,0.9055685930382196,0.9911781460989211,0.9055685930382196,0.9547298195838791,0.9034374448121844
KGZ,-0.05477271012013684,-0.05202766864607539,-0.05477271012013684,-0.05202766864607539,-0.05503657089267301,-0.05241421301340049,-0.05134153493176891,-0.051069834076821446,-0.05134153493029301,-0.051069833891439084,-0.0547727101201368,-0.0520276686460753
KHM,0.42299735204595507,0.4043227402126728,0.42299735204595507,0.4043227402126728,0.422584430949399,0.4021272422363804,0.43741701259929333,0.42478914421109815,0.4374170125958195,0.42478914421109815,0.422997352045955,0.4043227402126728
KOR,-0.33160701595743947,-0.3254913956472738,-0.33160701595743947,-0.3254913956472738,-0.3361897099253998,-0.3358819739343113,-0.2661916066580713,-0.29837324967171125,-0.2661916065387922,-0.29837324967171125,-0.3316070159574394,-0.3254913956472738
KWT,0.8489739456201615,0.8250268730316657,0.8489739456201615,0.8250268730316657,0.8511917646578999,0.82433100314129,0.8826579326291443,0.8468815362080773,0.8826579326494106,0.8468815362080772,0.8489739456201617,0.8250268730316657
LAO,0.1931086838182741,0.18381136763857064,0.1931086838182741,0.18381136763857064,0.19298416650014805,0.18349063470687926,0.19955822479517057,0.18809797558240574,0.1995582247266593,0.18809797558240574,0.193108683818274,0.1838113676385706
LBN,0.045738152235029,0.04229724607690429,0.045738152235029,0.04229724607690429,0.045805296546122004,0.04264987131860987,0.049626538701659006,0.044611725560360346,0.04962653870763261,0.044611725560360346,0.045738152235029,0.0422972460769042
LBR,0.18203936827069525,0.17099034920407216,0.18203936827069525,0.17099034920407216,0.18178075926063555,0.17070380004679908,0.18883368472975098,0.18029513552931262,0.18883368472820208,0.18029513552931198,0.1820393682706952,0.1709903492040721
LBY,0.3970681496081909,0.37968796089377777,0.3970681496081909,0.37968796089377777,0.39748496067709926,0.38143955416212916,0.41117117374900786,0.3934074878367908,0.4111711737614991,0.39340748783679147,0.3970681496081909,0.3796879608937777
LKA,0.7893143144674817,0.754804267492676,0.7893143144674817,0.754804267492676,0.7893143384653413,0.7546262524043923,0.8121330592695901,0.7775057698375815,0.8121330592584571,0.7775057698375808,0.7893143144674817,0.754804267492676
LSO,0.0038524869249159325,0.0036697853028264987,0.0038524869249159325,0.0036697853028264987,0.003777610063131037,0.0035122811428938984,0.004933755769984451,0.0037581769523444227,0.0049337557706245925,0.003758176952344423,0.0038524869249159,0.0036697853028265
LTU,-0.06558037946824173,-0.06224957663883902,-0.06558037946824173,-0.06224957663883902,-0.06590584546235177,-0.0621553933472899,-0.06254551608938902,-0.06160492583141823,-0.06254551609120483,-0.0616049258314183,-0.0655803794682417,-0.062249576638839
LUX,-0.02015820540230168,-0.019516841760892193,-0.02015820540230168,-0.019516841760892193,-0.02027686225717276,-0.019586747326320042,-0.018681854940937728,-0.018563135752419847,-0.018681854940763395,-0.018563135752419784,-0.0201582054023016,-0.0195168417608921
LVA,-0.04791763264469642,-0.04529496417464445,-0.04791763264469642,-0.04529496417464445,-0.04814425155767435,-0.0452657714701037,-0.04571836743529912,-0.04524596652991841,-0.04571836743592435,-0.04524596652991841,-0.0479176326446964,-0.0452949641746444
MAR,0.6474172667434908,0.6135250886441055,0.6474172667434908,0.6135250886441055,0.6484970597240628,0.6208174945257392,0.6765862225340489,0.6266018811570132,0.6765862225246276,0.6266018811570139,0.6474172667434908,0.6135250886441055
MDA,-0.00916356918916362,-0.00894094853945506,-0.00916356918916362,-0.00894094853945506,-0.009248175551721968,-0.008980851237011837,-0.00817140572167352,-0.008673486742842962,-0.008171405724269968,-0.008673486742842898,-0.0091635691891636,-0.0089409485394551
MDG,0.4315049340972335,0.4100690953013655,0.4315049340972335,0.4100690953013655,0.4313561227603364,0.4109867248724993,0.44732547205968815,0.4211637831389954,0.44732547206424567,0.42116378313899544,0.4315049340972336,0.4100690953013655
MEX,4.115577312573546,3.9369145096479556,4.115577312573546,3.9369145096479556,4.117748952416569,3.9382760669351553,4.274463727348541,4.000405572958389,4.274463727367226,4.000405572958395,4.115577312573548,3.936914509647956
MKD,-0.01284809074042147,-0.012571244784970872,-0.01284809074042147,-0.012571244784970872,-0.012975868366299707,-0.012589971310717795,-0.011112154118557867,-0.011825537554354261,-0.01111215411800729,-0.011825537554354325,-0.0128480907404214,-0.0125712447849709
MLI,0.7953198954965314,0.7795144169996748,0.7953198954965314,0.7795144169996748,0.7951940422406553,0.7760889962149335,0.8341462715829615,0.8138992480253346,0.8341462715901378,0.8138992480253346,0.7953198954965315,0.7795144169996748
MMR,0.43715270118332555,0.41527709059676554,0.43715270118332555,0.41527709059676554,0.4368837714858204,0.4159523112817064,0.4505286288246041,0.42339355945343016,0.4505286288246045,0.42339355945343077,0.4371527011833256,0.4152770905967655
MNE,-0.005975631570165525,-0.005716519978815868,-0.005975631570165525,-0.005716519978815868,-0.006015521939602795,-0.0057165405151686985,-0.005596339189208111,-0.005436661039790855,-0.005596339189208156,-0.00543666103979079,-0.0059756315701655,-0.0057165199788158
MNG,-0.2638027125482391,-0.2419236092462429,-0.2638027125482391,-0.2419236092462429,-0.2648451503994512,-0.24153347383543297,-0.2533509662776685,-0.24236282895469075,-0.2533509662801385,-0.24236282895469075,-0.263802712548239,-0.2419236092462429
MOZ,0.8161197088738598,0.7909278558184714,0.8161197088738598,0.7909278558184714,0.8169328364407669,0.7896118962418708,0.848168056079736,0.813831575588944,0.8481680560836288,0.8138315756557811,0.8161197088738595,0.7909278558184714
MRT,0.18372839524251194,0.17875156432169237,0.18372839524251194,0.17875156432169237,0.1837200002824249,0.1787187764610086,0.19189549917712684,0.18781089435248904,0.1918954991783835,0.18781089435248968,0.1837283952425119,0.1787515643216923
MUS,0.052524240110653146,0.04970733118693921,0.05251972801376153,0.049717710058542385,0.05244656346117105,0.049688084748078745,0.05387575159470179,0.0515836777338888,0.053875751594701836,0.0515836777338888,0.052541684211452,0.0497100892207237
MWI,0.7225381465823955,0.6989702466757506,0.7225381465823955,0.6989702466757506,0.7230383348418231,0.6971370797571146,0.7539225607186638,0.7340407908326854,0.753922560743329,0.7340407911206056,0.7225381465823955,0.6989702466757506
MYS,2.254685252192976,2.1581944860696525,2.254685252192976,2.1581944860696525,2.2551034350351147,2.1596508579491864,2.319390196292143,2.2217161540198536,2.319390196018337,2.2217161540198536,2.254685252192976,2.1581944860696525
NAM,0.09409832264083468,0.09128251666621393,0.09409832264083468,0.09128251666621393,0.09414537495801745,0.09157867090626398,0.09792880487711816,0.09310342497567688,0.0979288049139329,0.0931034251151539,0.0940983226408346,0.0912825166662139
NCL,0.01047401646634274,0.009856676182479884,0.010471958458854867,0.009847960952072719,0.010479284950724529,0.009874954435256489,0.010750074719215925,0.010307452625786587,0.010750074719362158,0.010307452625786587,0.0104809139421196,0.0098707739175122
NER,1.298586944329184,1.2697834330448141,1.298586944329184,1.2697834330448141,1.297622543379156,1.2702403379813036,1.3648436427717516,1.302004982427142,1.3648436427722448,1.302004982427142,1.2985869443291838,1.269783433044814
NGA,13.871648942286523,13.351106775362165,13.871648942286523,13.351106775362165,13.857083296722147,13.299374658030624,14.437777134708007,13.664620513859797,14.437777134513237,13.664620513859797,13.871648942286525,13.351106775362164
NIC,0.17502758068832502,0.1681426240265979,0.17502758068832502,0.1681426240265979,0.17480352278915753,0.16768338222047635,0.18105336194474803,0.17814364105598168,0.18105336194405824,0.17814364105598168,0.175027580688325,0.1681426240265979
NLD,-0.32483943524205167,-0.3114086093404568,-0.32483943524205167,-0.3114086093404568,-0.3267064934442413,-0.31157167057246493,-0.30391245486530444,-0.2989834190964511,-0.303912454848205,-0.2989834190964505,-0.3248394352420517,-0.3114086093404568
NOR,-0.43621219650598236,-0.40806945792775184,-0.43621219650598236,-0.40806945792775184,-0.4370293984625835,-0.4081784824946076,-0.41950406389561445,-0.4190884236837334,-0.41950406389643335,-0.4190884236837334,-0.4362121965059822,-0.4080694579277518
NPL,0.565177437547004,0.5377822026252351,0.565177437547004,0.5377822026252351,0.5648745698097596,0.5375543657983577,0.5900209645691172,0.5408568303372732,0.5900209645689337,0.5408568303372726,0.565177437547004,0.5377822026252351
NZL,0.006254488445581568,0.004986143001463366,0.006265768058174369,0.0049522011659904105,0.006286956023386696,0.004740875665293449,0.01054652951832419,0.004831147723698027,0.010546529510879024,0.004831147723698027,0.0064680799747607,0.005217056792434
OMN,0.441996342481324,0.4276535634297034,0.441996342481324,0.4276535634297034,0.44223368935020463,0.42666979530640986,0.45867310749325374,0.4369988813184469,0.4586731074664011,0.43699888131844633,0.4419963424813241,0.4276535634297034
PAK,6.735592435180821,6.573048330757154,6.735592435180821,6.573048330757154,6.738395912149849,6.568750412914191,7.051694140891968,6.702996226065977,7.051694140891963,6.702996226065976,6.735592435180819,6.573048330757154
