Country,iso,CSCC_gtc_mean,CSCC_gtc_std,CSCC_gtc_skew,CSCC_gtc_median,CSCC_gtc_q17,CSCC_gtc_q83,CSCC_gtc_min,CSCC_gtc_max
Chad,TCD,2.408045411588763,1.2427442157120019,0.2694800307920206,2.342923009960277,1.2781519048688597,3.5545174584001766,-2.2203054354032767,8.779468234152391
Togo,TGO,0.6303941483238725,0.3568463363736188,0.49808544386307513,0.5981715088372002,0.3080535848051852,0.955738306544355,-0.6506255396689785,2.654198118002198
Thailand,THA,13.076194066918173,7.362445078960548,0.5089124491862786,12.451071514104717,6.409701927072491,19.74880822095564,-11.142448514318064,57.99732865566601
Tajikistan,TJK,0.07727769802214961,0.24539073438785364,0.23078729825712518,0.07139896775996596,-0.16117217101947243,0.3017048169104738,-1.0192007786521942,1.4497123846707447
Turkmenistan,TKM,0.5050216975255011,0.5230037428201652,0.4132989348528253,0.47677806778060694,0.0005110464645201025,0.9817420191481884,-1.3857581930697078,3.7388228742640504
Trinidad and Tobago,TTO,0.20555371879601697,0.12354685984138832,0.655732872095903,0.1924975165471518,0.09447782745967716,0.31541140112225674,-0.19926953287476867,1.0411153176304686
Tunisia,TUN,1.2847239571061697,0.9377799127978809,0.46667315083342,1.221999623948422,0.4062650869105432,2.139166455036534,-1.7732922850755861,6.916304090761895
Turkey,TUR,1.993248194378751,5.902285134574973,0.3109612770403945,1.8002918496500748,-3.687434753966359,7.320353837575001,-25.35060284572246,38.93191549442448
United Republic of Tanzania,TZA,6.841194340238097,4.187171869715587,0.4633307663529704,6.544339095204093,3.0049417864594616,10.634888915313455,-7.673143220465707,31.65690323788034
Uganda,UGA,7.171883362868229,4.399884476996267,0.44432516275574524,6.851785715488068,3.1290089890528168,11.188395177823272,-8.119488209176296,33.08446601265928
Ukraine,UKR,-1.479487997542464,1.8070415728526807,-0.36184436497842376,-1.4203095863886483,-3.088681870804513,0.1914296895765426,-15.227857170519682,6.5441538007283935
Uruguay,URY,0.20991328458074407,0.19045651449821507,0.7657127924426531,0.18705953349853244,0.03680940349093045,0.37839692438169903,-0.43749054573971,1.5659500930289167
United States of America,USA,27.130482628232716,47.67746793410007,0.2960429900023918,25.4691792582972,-19.56186786024963,70.78439403125435,-160.15633562281016,328.0748801047192
Uzbekistan,UZB,0.9333485772467998,1.216649600543674,0.34212569977608176,0.8809093672205395,-0.2514398449760142,2.0458431853809125,-3.653787029882969,8.089254821746385
Saint Vincent and the Grenadines,VCT,0.00995404406948467,0.0058721408442559,0.6453006769176728,0.00933237525532267,0.004686679517214252,0.01518782526642531,-0.00938645306304759,0.04864583516521831
Venezuela,VEN,5.882301065157065,3.330864447408902,0.43172565852105,5.645462646023078,2.838536550485036,8.913558846984762,-5.464033447002453,25.816070083762167
