Country,iso,Fabc_mf_mean,Fabc_mf_std,Fabc_mf_skew,Fabc_mf_median,Fabc_mf_q17,Fabc_mf_q83,Fabc_mf_min,Fabc_mf_max
The Bahamas,BHS,-0.0006277437412968631,4.640281436519961e-05,0.2648176480285579,-0.0006211286500049791,-0.000676504383815839,-0.0005829899999999999,-0.0007580054897109398,-0.00047175052779477094
Bosnia and Herzegovina,BIH,-0.0045108696316309115,0.003617531283624529,-0.8335948258596251,-0.004096139291768651,-0.007674371762540374,-0.0015082702427630353,-0.01887266052040489,0.006098870838958238
Belarus,BLR,-0.012764212354538495,0.011181906017376144,-0.9643684270716788,-0.01205082302885236,-0.020815266866765207,-0.003918249388659742,-0.07106575381688461,0.011331982063809937
Belize,BLZ,-0.001222995790432547,0.0013077339266575395,0.6922908399495721,-0.0012653200000000001,-0.0023366869768251665,-0.00017584997505686533,-0.0058086673288905615,0.005792725250399112
Bolivia,BOL,-0.004587594788042083,0.04889037811605147,-0.1632763628803199,-0.0017007869735880445,-0.049725103970313975,0.039567891342126564,-0.17920800665336267,0.13869332062931924
Brazil,BRA,-0.3211083681154941,0.21000449523787346,-0.14195422686712225,-0.3149960764550527,-0.5252099300875464,-0.11785394794872636,-0.9787810953119847,0.29015110003943434
Brunei,BRN,-0.0023174107473210247,0.000730488102831849,0.9893496656061735,-0.0024337178554038833,-0.00301729602054567,-0.0017238928720225502,-0.003940336282648008,0.0007016173843273526
Bhutan,BTN,0.0005937824116395131,0.0022124792890024733,-0.03490225256865838,0.00045139562894081354,-0.0014374319143103135,0.0024891139038358424,-0.011306590368017773,0.00804662665592502
Botswana,BWA,-0.003437207262334819,0.002553793947996259,-1.0210509728761699,-0.00222349,-0.0076315642302291304,-0.00147682572923658,-0.008140865756832101,-0.00108130770292037
Central African Republic,CAF,0.0260431318321449,0.025247453274226166,-1.0111971172744598,0.027374165856723785,0.005215714175895627,0.04511414243614187,-0.1338143922469597,0.09934099012863158
Canada,CAN,-0.07610698175723983,0.06287913465772936,-0.20715335088834652,-0.07267678188077722,-0.13797696826163297,-0.015562810240101121,-0.2812412350738822,0.12019126476395367
Switzerland,CHE,-0.009341644233643722,0.0022124002486796236,-1.0303561300767565,-0.00944083510343762,-0.0106488515177041,-0.007913689822993956,-0.023926113049623682,0.0018231401880710839
Chile,CHL,-0.019425450569884425,0.01007070344234127,-0.7483674629260628,-0.018368286308614,-0.027569831013601,-0.01045646874493872,-0.06103512798266027,0.006987520128129563
China,CHN,-2.6985347792211973,0.1860949840117698,-0.4681395966175186,-2.657542179636562,-2.919852565709056,-2.517381158019163,-3.2694826220496687,-2.2646752951055924
Ivory Coast,CIV,-0.016716334435216758,0.02462280604255813,-0.8163959838130911,-0.013920232585701383,-0.037774981088784645,0.005084415135020297,-0.1540288819963591,0.051397532556750405
Cameroon,CMR,0.010476789677900639,0.013425596773628236,-0.3269418594222818,0.011682827968796246,-0.0021106618713397905,0.022832502525774942,-0.03839590671997129,0.04726739181159876
Democratic Republic of the Congo,COD,-0.025255707028155668,0.06451620085433114,-0.2207761746651617,-0.02467806336374556,-0.08406364687104569,0.036238043922752324,-0.2956692519637619,0.1499031559290552
Republic of the Congo,COG,0.010381851361116582,0.010140684879609676,0.47734473570474795,0.009928150504798476,0.0009065790087289146,0.01911697593316387,-0.02214239548713141,0.05184827179615456
