Country,iso,Fbc_mean,Fbc_std,Fbc_skew,Fbc_median,Fbc_q17,Fbc_q83,Fbc_min,Fbc_max
Malaysia,MYS,-0.10010310209433307,0.0184526795304886,-1.0116435002628796,-0.0950026325124084,-0.1170376041922474,-0.0829659064226592,-0.16027190251240842,-0.0724827875908047
Namibia,NAM,-0.002372528667203752,0.00092857203627908,0.40051802213142895,-0.002680799126637554,-0.0032655800873362404,-0.00108419568310116,-0.0036708468184542603,-0.000638139126637554
Niger,NER,-0.006255617385712849,0.006656988727506022,0.43657263768706855,-0.008521983388244454,-0.012224633388244453,0.003326809857733928,-0.017340313267253337,0.0060642012518240165
Nigeria,NGA,-0.02843863768889514,0.01517913170570627,1.105565263737314,-0.034711712418431906,-0.0406264844733584,-0.008138215329831801,-0.0453890236463597,0.010306131493369997
Nicaragua,NIC,-0.006548429364778611,0.00265661395280377,-0.6211429736958017,-0.00614900350257683,-0.01011813247829188,-0.00377415711184204,-0.013006393502576829,-0.00278384450908057
Niue,NIU,-1.9457116124801834e-06,7.314248901677367e-07,0.2959837335798284,-2e-06,-2.62e-06,-8.899999999999997e-07,-3.62e-06,-6.099999999999999e-07
Netherlands,NLD,-0.043120600549955666,0.0035533320614053922,0.7617214889915915,-0.0445526007826001,-0.0464749786339616,-0.038968114664955505,-0.0474876886339616,-0.0343718457844803
Norway,NOR,-0.01283430914829694,0.001168183313159772,-0.21369090540488006,-0.0125230365065502,-0.0141643547161572,-0.0116045122270742,-0.0152857547161572,-0.0106807945851528
Nepal,NPL,-0.0052989192262644395,0.0024451869490205945,-0.02119583925310113,-0.005079517252577411,-0.008041424033438861,-0.00270996867513896,-0.00977149418440202,-0.00099549867513896
Nauru,NRU,-1.4661882921730562e-05,8.654998866930873e-07,0.18326557770926055,-1.5e-05,-1.5441278625e-05,-1.4e-05,-1.6196158275754098e-05,-1.3e-05
New Zealand,NZL,-0.008952912174656167,0.004871374856380636,0.1273597989194166,-0.011610267678938212,-0.013996404208486428,-0.00428206569628252,-0.015515579976347001,0.0004298723210617878
