iso,CSCC,SLAND,ELUC,EFOS,F_ab,F_ac,F_abc,SLAND_global,SLAND_domestic,SLAND_out,SLAND_in,SLAND_BTWC,ELUC_global,ELUC_domestic,ELUC_out,ELUC_in,ELUC_BTWC,EFOS_global,EFOS_domestic,EFOS_out,EFOS_in,EFOS_BTWC,F_ab_global,F_ab_domestic,F_ab_out,F_ab_in,F_ab_BTWC,F_ac_global,F_ac_domestic,F_ac_out,F_ac_in,F_ac_BTWC,F_abc_global,F_abc_domestic,F_abc_out,F_abc_in,F_abc_BTWC
CRI,0.6993958230890475,0.004470799,-0.00103498875,-0.002100333695664894,0.0034358103682804106,-0.003135322445664894,0.0013354766726155166,2.961811,0.0031268582291955156,2.9586842074446325,2.3567762511924233,0.6019079562522092,-0.6856584614144738,-0.0007238668086941544,-0.6849345946057797,-0.8206896604685462,0.13575506586276653,-1.3914272693558911,-0.0014689646138412095,-1.3899583047420498,-6.637641198029031,5.2476828932869815,2.2761527126039227,0.002402991420501361,2.2737497211834214,1.5330326359232376,0.7407170852601839,-2.077085730770365,-0.002192831422535364,-2.0748928993478297,-7.392969143470679,5.3180762441228495,0.8847254432480316,0.0009340268066601516,0.8837914164413715,-5.021630954086663,5.905422370528035
CUB,0.6215847033770893,0.0039722635,0.0008590067500000001,-0.0068156055907311,0.004831270291072607,-0.0059565988407311,-0.0019843352996584927,2.6315417,0.0024690982549132427,2.6290726307184755,2.094883537878217,0.5341890928402586,0.5690740566500337,0.0005339454558976676,0.568540111194136,-0.7305613017067013,1.2991014129008374,-4.515196559333202,-0.0042364761794498225,-4.510960083153752,-5.896241028686584,1.3852809455328314,3.2006158080986884,0.0030030437108109105,3.1976127643878773,1.3616080498495204,1.836004714538357,-3.9461225026831688,-0.0037025307235521543,-3.9424199719596165,-6.568712417777323,2.626292445817706,-1.3145807512345145,-0.0012334324686389118,-1.3133473187658755,-4.4608870253086215,3.147539706542746
CUW,,,,-0.0011780105702253675,,,,,,,,,,,,,,-0.7804074344872951,,,,,,,,,,,,,,,,,,,
CYM,,6.561457e-07,,,,,,0.00043468282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYN,,4.3281838e-05,,,,,,0.028673314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,0.12033576854863437,5.8190555e-05,0.0001032145,-0.0019497513542308259,0.00016140505513711646,-0.0018465368542308258,-0.0017883462990937093,0.038550027,7.0024051746965935e-06,0.03854302430962709,0.40603024942612465,-0.36748722511649756,0.06837745363479962,1.2420396182863022e-05,0.06836503323861676,-0.14134215791817303,0.2097071911567898,-1.2916696086626012,-0.00023462482769010708,-1.291434983834911,-1.1420690571875223,-0.1493659266473888,0.10692748280581174,1.9422801357559616e-05,0.10690806000445419,0.2641626328724846,-0.1572545728680304,-1.2232921550278015,-0.00022220443150724404,-1.2230699505962943,-1.2721652911928538,0.04909534059655951,-1.1847421258567894,-0.00021520202633254747,-1.1845269238304568,-0.8636295671996956,-0.32089735663076113
CZE,-1.1567864563435521,0.0010351045,0.0022949985,-0.02786939852470824,0.0033301030057177545,-0.02557440002470824,-0.024539295518990485,0.6857351,-0.0011973948731144853,0.6869325013413151,-3.9020342203004814,4.588966721641796,1.5203886423485524,-0.002654823182128768,1.5230434655306813,1.3612560787843038,0.1617873867463775,-18.462895285575094,0.03223894275982346,-18.495134228334916,10.948714138139955,-29.44384836647487,2.206123789511867,-0.003852218055243253,2.20997600756711,-2.5357270583175007,4.74570306588461,-16.94250664322654,0.029584119577694697,-16.972090762804235,12.201863270599421,-29.173954033403657,-16.256771496063227,0.028386724704580212,-16.28515822076781,8.275743805030846,-24.560902025798654
DEU,-4.6477092743733195,0.0018478087,0.005563576000000001,-0.2040461847170358,0.007411384714956046,-0.19848260871703582,-0.19663480000207978,1.2241347,-0.008588077701769057,1.2327227613107778,-15.673724428833026,16.906447190143805,3.685753067482611,-0.02585788377388082,3.711610951256492,5.484413887097425,-1.7728029358409327,-135.17634184002125,0.9483473451098589,-136.1246891851311,43.17066632045037,-179.29535550558148,4.909887803715269,-0.03444596147564988,4.944333765190919,-10.169015611814471,15.11334937700539,-131.49058877253864,0.9224894613359781,-132.41307823387461,48.22073067457843,-180.63380890845303,-130.266454036306,0.913901383634209,-131.18035541994018,32.45023792402349,-163.63059334396368
DJI,0.15816823981650066,1.9066223e-05,-1.01125e-05,-0.00011711825451113203,8.953723103436641e-06,-0.00012723075451113203,-0.00010816453140769538,0.012630975,3.015670948219272e-06,0.012627959202952194,0.5336886517847282,-0.521060692581776,-0.006699320346287694,-1.5994763251443629e-06,-0.00669772086996255,-0.18576092223430649,0.17906320136434395,-0.07758840102527834,-1.8524388166406692e-05,-0.07756987663711193,-1.5014150468548886,1.4238451702177766,0.005931654819468903,1.4161946230749092e-06,0.005930238624845828,0.34723707524484176,-0.34130683661999595,-0.08428772137156604,-2.0123864491551055e-05,-0.0842675975070745,-1.6723944289714243,1.5881268314643497,-0.07165674620580943,-1.7108193543331782e-05,-0.0716396380122661,-1.1354126004549803,1.0637729624427141
DMA,,,8.412e-06,-4.4633703548622455e-05,,-3.6221703548622455e-05,,,,,,,0.005572774561480551,,,,,-0.02956889773186251,,,,,,,,,,-0.02399612317038196,,,,,,,,,
DNK,-0.5571912069393139,0.0010420129,-0.0005455904999999999,-0.009220448370477453,0.0004964224401609302,-0.009766038870477453,-0.008724025930316523,0.69031185,-0.0005806004477746518,0.6908924495650537,-1.879495293438394,2.5703877430034474,-0.3614423275541434,0.0003039982291896237,-0.36174632578333304,0.6540956700994157,-1.0158419958827487,-6.108354746129524,0.005137552756067963,-6.113492298885592,5.284075911784534,-11.397568210670126,0.3288695133472341,-0.00027660221858502804,0.32914611556581913,-1.2229666630880678,1.5521127786538869,-6.469797073683667,0.005441550985257586,-6.475238624668925,5.88609953386598,-12.361338158534904,-5.77948523278229,0.004860950537482934,-5.784346183319773,3.9950030581319997,-9.779349241451772
DOM,1.4173128667611352,0.0021373138,-0.00012690025000000003,-0.00661946148730681,0.0020104135797349215,-0.0067463617373068096,-0.004609047907571888,1.4159257,0.0030292423911898224,1.412896498804489,4.779271207427656,-3.366374708623167,-0.0840687690258586,-0.00017985735712020478,-0.0838889116687384,-1.6643996592887134,1.580510747619975,-4.38525518154584,-0.009381847936989741,-4.37587333360885,-13.444653687760379,9.068780354151528,1.3318570679032125,0.0028493850340696176,1.3290076828691428,3.108682881638708,-1.7796751987695654,-4.469323950571698,-0.009561705294109947,-4.459762245277588,-14.976599024842766,10.516836779565178,-3.0533981136426274,-0.006532462902920124,-3.0468656507397074,-10.1678181983764,7.120952547636692
DZA,2.7856566157352485,-0.0023920988,-0.00013717649999999998,-0.04088120329530939,-0.0025292752732708453,-0.041018379795309395,-0.04341047856858024,-1.5847155,-0.006663565773254103,-1.5780519197995608,9.40603292863662,-10.984084848436181,-0.09087657033201817,-0.00038212662474840627,-0.09049444370726976,-3.2712645589502363,3.1807701152429666,-27.08294457522766,-0.11388099441879625,-26.969063580808864,-26.32934405298978,-0.6397195278190857,-1.6755921186240534,-0.007045692398002509,-1.668546426226051,6.122604682233596,-7.791151108459647,-27.17382114555968,-0.11426312104354466,-27.059558024516132,-29.34027635391151,2.280718329395377,-28.758536693851713,-0.12092668681679877,-28.637610007034915,-19.876243941550648,-8.761366065484268
ECU,1.4709538370280708,0.016386105,-0.0058544385,-0.01023831689506747,0.010531666247653008,-0.016092755395067472,0.0002933493525855372,10.855453,0.02410320365250408,10.831349333884116,4.9391930025610336,5.892156331323083,-3.8784434075787395,-0.008611608775219864,-3.86983179880352,-1.7189671668580773,-2.1508646319454425,-6.782671415264924,-0.01506009152150882,-6.767611323743416,-13.948169664496353,7.180558340752937,6.977009243333811,0.015491594877284217,6.961517648456526,3.2138026802521167,3.7477149682044097,-10.661114822843665,-0.023671700296728687,-10.637443122546935,-15.529669516938814,4.892226394391878,0.1943378280688862,0.00043150335577539636,0.19390632471311078,-10.559850313034993,10.753756637748104
EGY,14.859940197739066,0.0005737603,-0.0007121800000000001,-0.06505152331863485,-0.00013841969400301584,-0.06576370331863486,-0.06518994301263788,0.3801042,0.008526043834951653,0.37157817011806654,50.131919488089686,-49.76034131797162,-0.4718043969561602,-0.010582952210025809,-0.4612214447461344,-17.441845972861785,16.98062452811565,-43.09527750067133,-0.9666617462867423,-42.12861575438459,-140.09334565743737,97.96472990305278,-0.09170016043128015,-0.0020569083750741563,-0.08964325205620599,32.62518796888317,-32.714831220939374,-43.567081897627496,-0.9772446984967682,-42.58983719913073,-156.14646275252076,113.55662555339003,-43.18697766110261,-0.9687186546618165,-42.218259006440796,-105.70514702676662,63.48688802032583
ERI,0.25889653113369504,0.0017517431,-0.00041367324999999996,-0.00016524268343397092,0.0013380698906304241,-0.0005789159334339709,0.0011728272071964531,1.1604933,0.0004535202225464613,1.1600397344390136,0.8731158209311323,0.2869239135078814,-0.27404990066155305,-0.0001070985694478018,-0.27394280209210525,-0.30395693186628187,0.030014129774176612,-0.10946983151588408,-4.278075753627836e-05,-0.1094270507583478,-2.457567822821744,2.348140772063396,0.8864433960994165,0.00034642165309865954,0.8860969744463179,0.5680283735274705,0.31806860091884737,-0.3835197321774371,-0.00014987932698408017,-0.38336985285045305,-2.7373296984255027,2.3539598455750497,0.7769735645835323,0.00030364089556238113,0.7766699236879699,-1.8588234882194117,2.6354934119073814
ESH,,3.0331978e-05,,,,,,0.020094302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,3.016572739577139,0.0076701753,0.0033924860000000005,-0.06836307137306559,0.011062661284147263,-0.06497058537306559,-0.05730041008891833,5.0813313,0.02313764166993697,5.058193611381821,10.155389640746472,-5.097196029364651,2.2474512221800893,0.010233680786997093,2.2372175413930924,-3.5530824832868433,5.790300024679936,-45.28910902193286,-0.20622217749775595,-45.0828868444351,-28.429005644170463,-16.65388120026464,7.32878238071465,0.03337132245693406,7.2954110582577165,6.589134995014923,0.7062760632427931,-43.04165779975277,-0.19598849671075888,-42.84566930304201,-31.700175709262826,-11.145493593779182,-37.96032664121821,-0.1728508550408219,-37.78747578617739,-21.481978905907376,-16.305496880270013
EST,-0.2067467632313654,0.0017955372,-0.0001754115,-0.004139773614802208,0.001620125687717855,-0.004315185114802208,-0.0025196479270843527,1.1895059,-0.00037122150182221505,1.1898771562170931,-0.6972342231825209,1.887111379399614,-0.11620646041264214,3.626575985855865e-05,-0.1162427261725007,0.24277986558184403,-0.3590225917543447,-2.742513681747281,0.0008558847953709657,-2.743369566542652,1.9617159401268884,-4.7050855066695405,1.0732994791863106,-0.0003349557419636564,1.0736344349282743,-0.45355157835451115,1.5271860132827855,-2.8587201421599233,0.0008921505552295243,-2.859612292715153,2.1851743820242486,-5.0447866747394015,-1.6692142025609704,0.0005209290534073093,-1.6697351316143778,1.4836355451676897,-3.1533706767820675
ETH,7.695141799995586,0.05093521,-0.01725881775,-0.004144937190564082,0.03367639104745483,-0.021403754940564082,0.02953145385689075,33.74351,0.3919536543087976,33.35155754564237,25.573012508341282,7.77854503730109,-11.433606813888375,-0.13280904988653075,-11.300797764001844,-8.90483938918361,-2.3959583748182336,-2.7459344429993084,-0.03189587943346594,-2.7140385635658424,-73.01528633232532,70.30124776875948,22.30990672274461,0.2591446044222668,22.050762118322343,16.63457206804764,5.416190050274704,-14.179541256887683,-0.1647049293199967,-14.014836327567686,-81.20097978323122,67.18614345566354,19.5639722797453,0.22724872498880086,19.3367235547565,-55.46774847458872,74.80447202934522
FIN,-1.7399280133962503,0.009680902,-0.00593503475,-0.011885425764192143,0.003745866904064655,-0.017820460514192143,-0.008139558860127488,6.4133954,-0.01684407198284119,6.430239476798515,-5.85402521552409,12.284264692322605,-3.9318367423089735,0.010326533222005212,-3.942163275530979,2.0331520800472207,-5.9753153555782,-7.873846689378925,0.020679785238259446,-7.894526474617185,16.49582399510433,-24.390350469721515,2.481558701101215,-0.006517538760835978,2.488076239862051,-3.8132757350715614,6.301351974933612,-11.805683431687898,0.031006318460264658,-11.836689750148162,18.366371902772265,-30.203061652920425,-5.39228798827771,0.014162246477423467,-5.406450234755133,12.476119997365382,-17.882570232120514
FJI,0.05129824401116386,0.00049687515,5.7844e-05,-0.00032517252907636685,0.0005547191454725862,-0.00026732852907636686,0.00022954661639621935,0.32916942,2.5488822455535263e-05,0.32914393356562127,0.1730651744004823,0.15607875916513897,0.03832044362033773,2.967295626581762e-06,0.03831747632471115,-0.06025078429034399,0.09856826061505514,-0.2154200187980352,-1.6680779742286743e-05,-0.21540333801829292,-0.48693889129677226,0.27153555327847934,0.36748986479503776,2.8456118082117028e-05,0.36746140867695565,0.11259039128513602,0.2548710173918196,-0.17709957517769748,-1.3713484115704981e-05,-0.17708586169358176,-0.5423956217827499,0.36530976008916816,0.15206984599700257,1.1775338339830287e-05,0.15205807065866275,-0.36826238190354155,0.5203204525622043
FLK,,0.00023813221,,,,,,0.15775762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,-0.3967738975439538,0.008600108,0.011545676749999999,-0.08746808330836475,0.020145785075481412,-0.07592240655836476,-0.06732229823288334,5.6973925,-0.003412298499601467,5.700804762183684,-1.3353832188447876,7.036187981028472,7.648770053195131,-0.004581023163880109,7.653351076359011,0.47057672395836675,7.182774352400645,-57.94578097982843,0.034705052324959136,-57.98048603215339,3.731725241497506,-61.712211273650894,13.346162457168017,-0.007993321663481576,13.3541557788315,-0.8630739026133996,14.217229681444898,-50.2970109266333,0.030124029161079025,-50.32713495579438,4.165221643318922,-54.4923565991133,-44.59961852266041,0.026711730661477556,-44.62633025332188,2.8215773532300155,-47.447907606551894
FRO,,4.391406e-06,,-0.0001916979839810852,,,,0.002909215,,,,,,,,,,-0.12699591638336874,,,,,,,,,,,,,,,,,,,
FSM,,,1.5190000000000002e-05,-3.894602655729331e-05,,-2.3756026557293305e-05,,,,,,,0.010063058201246979,,,,,-0.025800930345842858,,,,,,,,,,-0.01573787214459588,,,,,,,,,
GAB,0.3900098675485463,0.018644039,-0.00213823825,-0.0008831955749172211,0.01650580033780861,-0.003021433824917221,0.015622604762891387,12.351286,0.007271359020201222,12.34401457542804,1.3087008853358058,11.035313690092234,-1.416538246075213,-0.0008339340166697354,-1.4157043120585433,-0.45721767338504105,-0.9584866386735023,-0.5850986486817499,-0.00034445498919292755,-0.584754193692557,-3.7018773623162278,3.117123168623671,10.934748483050036,0.006437425003531486,10.928311058046505,0.8497802215428174,10.078530836503688,-2.0016368947569627,-0.001178389005862663,-2.0004585057511,-4.1226468428770735,2.1221883371259733,10.349649834368286,0.006092970014338558,10.343556864353948,-2.805825652090363,13.14938251644431
GBR,-3.2888728409500896,0.004495314,-0.00303592425,-0.10520653707100744,0.0014593896067507267,-0.10824246132100744,-0.10374714746425671,2.9780517,-0.014784515655014067,2.9928361781000823,-11.082538187957764,14.075374366057847,-2.0112364991657063,0.00998476881300677,-2.021221267978713,3.8526700424771256,-5.873891310455839,-69.69713664892663,0.34601092246324516,-70.04314757138988,30.8740627198865,-100.91721029127638,0.966815177816162,-0.004799746842007296,0.9716149246581693,-7.215507219668195,8.187122144326365,-71.70837314809235,0.3559956912762519,-72.0643688393686,34.4193726634136,-106.4837415027822,-68.73032147111047,0.34121117562123787,-69.07153264673171,23.268357571646497,-92.3398902183782
GEO,0.0001940449503456468,0.0017533173,0.0014747287499999998,-0.0027601161582747097,0.0032280460586121677,-0.0012853874082747099,0.000467929900337458,1.1615361,3.402223700898112e-07,1.1615357573041802,0.0006544067297221066,1.1608813505744582,0.976977040309559,2.8616366706704777e-07,0.9769767541458919,-0.00022818450370828424,0.9772049386496002,-1.8285193905806858,-5.355866028806335e-07,-1.828518854994083,-0.0018414625485293763,-1.8266773924455535,2.138513190527989,6.26386037156859e-07,2.138512564141952,0.0004253749142721797,2.13808718922768,-0.8515423502711268,-2.494229358135857e-07,-0.8515421008481909,-0.0020515126706354327,-0.8494905881775555,0.3099937999473033,9.07994342762255e-08,0.30999370914786906,-0.001393065784116947,0.311386774931986
GHA,4.330219708174344,0.007330965,-0.0026741875,-0.004209249120437552,0.004656777285069228,-0.006883436620437552,0.00044752816463167547,4.8566113,0.03174468819223886,4.824866563638816,14.57929373721852,-9.754427173579705,-1.7715934465797993,-0.011579819415853477,-1.760013627163946,-5.074096884609935,3.3140832574459886,-2.7885397552673297,-0.01822697349793421,-2.7703127817693955,-41.08697371820883,38.31666093643943,3.0850178308029315,0.020164868776385382,3.064852962026546,9.486288265002726,-6.42143530297618,-4.560133201847129,-0.029806792913787686,-4.530326408933341,-45.756391911259705,41.226065502326364,0.2964780755356017,0.0019378952784511734,0.2945401802571505,-31.086940215216813,31.381480395473965
GIN,2.083797583291368,0.0076468214,-0.00459697625,-0.0008943080084727264,0.003049845189266205,-0.005491284258472727,0.0021555371807934786,5.06586,0.01593442803500354,5.049925366581696,7.015220612432703,-1.9652952458510073,-3.0454008922646527,-0.009579168000197816,-3.035821724264455,-2.4377610455332515,-0.5980606787312035,-0.5924604041542015,-0.0018635568667735838,-0.590596847287428,-19.77886897741797,19.188272130130542,2.02045883109802,0.006355260034805723,2.014103571063214,4.568360435902347,-2.5542568648391333,-3.6378612964188544,-0.0114427248669714,-3.626418571551883,-22.021889678047152,18.39547110649527,1.4279984269438186,0.00449170316803214,1.4235067237757866,-14.963282960021774,16.38678968379756
GMB,0.2515049261097675,0.0001803377,-0.00027755725,-0.00017044080262165222,-9.721955552643535e-05,-0.00044799805262165217,-0.00026766035814808754,0.119469956,4.53558185233797e-05,0.11942459974502184,0.8485832155238257,-0.7291586157788038,-0.18387588946201827,-6.980701565248025e-05,-0.1838060824463658,-0.29531306726428547,0.11150698481791968,-0.11291347706707931,-4.2866701469448106e-05,-0.11287061036560986,-2.387401918878135,2.2745313085125254,-0.06440592795009092,-2.445119712910056e-05,-0.06438147675296182,0.552171906547637,-0.6165533833005988,-0.29678936652909754,-0.00011267371712192835,-0.2966766928119756,-2.6592107089283505,2.362534016116375,-0.17731940501717022,-6.731789859854866e-05,-0.17725208711857168,-1.80539100488341,1.6281389177648384
GNB,0.21002981305053922,0.00083696906,-0.000476122,-8.036805084076595e-05,0.0003608470622203052,-0.0005564900508407659,0.0002804790113795393,0.55447453,0.00017578845566721584,0.5542987441485503,0.7085073047797764,-0.15420856063122612,-0.31542089512140314,-9.999981464924883e-05,-0.3153208953067539,-0.24657194742295568,-0.0687489478837982,-0.053242157546504534,-1.6879686693322304e-05,-0.05322527785981121,-1.9937197430501576,1.9404944651903464,0.23905365298695988,7.578864101796699e-05,0.23897786434594193,0.4610182687095128,-0.22204040436357086,-0.36866305266790766,-0.00011687950134257114,-0.36854617316656507,-2.2206634508775016,1.8521172777109365,0.18581149544045536,5.89089543246447e-05,0.18575258648613072,-1.5077831506614086,1.6935357371475392
GNQ,0.33747449364245785,0.0017893115,-0.0007844502499999999,-0.001583677803032529,0.0010048612791371944,-0.002368128053032529,-0.0005788165238953347,1.1853815,0.0006038470022641866,1.1847776847131288,1.1381034229898541,0.04667426172327471,-0.5196819303313194,-0.00026473195090644943,-0.5194171983804129,-0.39608609691822433,-0.12333110146218856,-1.0491535157300387,-0.0005344508646712028,-1.0486190648653675,-3.2029881702435956,2.154369105378228,0.6656996402986881,0.00033911505135773715,0.6653605252473304,0.7405437208938095,-0.07518319564647913,-1.568835446061358,-0.0007991828155776523,-1.5680362632457805,-3.567535743547423,1.9994994803016426,-0.38345387543135057,-0.0001953358133134657,-0.3832585396180371,-2.4224058541430877,2.0391473145250507
GRC,0.8363806360066621,0.004496734,0.0015782357500000001,-0.018835923871396196,0.006074969873677016,-0.017257688121396195,-0.01276095399771918,2.9789925,0.0037609813463138427,2.9752314808118894,2.8183565773116777,0.15687490350021172,1.0455482690940536,0.0013200058203534516,1.0442282632737,-0.9836169336662365,2.0278451969399365,-12.478406727591652,-0.015754001987331418,-12.462652725604322,-7.9237031652347705,-4.538949560369551,4.024540843293865,0.005080987166667294,4.019459856127198,1.8310875802591904,2.1883722758680078,-11.432858458497599,-0.014433996166977967,-11.41842446233062,-8.829156531175892,-2.589267931154728,-8.453865884297787,-0.010673014820664125,-8.443192869477123,-5.993385846566755,-2.4498070229103677
GRD,,,9.630750000000001e-06,-7.94987544746146e-05,,-6.98680044746146e-05,,,,,,,0.006380171018542419,,,,,-0.05266626683375183,,,,,,,,,,-0.04628609581520941,,,,,,,,,
GRL,,0.0005596767,,-0.0001493796163360071,,,,0.37077412,,,,,,,,,,-0.09896088039955124,,,,,,,,,,,,,,,,,,,
GTM,2.210922946951628,0.008359709,-0.00657371725,-0.0046384428309255805,0.0017859915732636455,-0.011212160080925581,-0.002852451257661935,5.5381327,0.018482672067187584,5.519649995474317,7.4416191248322985,-1.921969129357982,-4.354950578360186,-0.01453398231479675,-4.340416596045389,-2.582110087380345,-1.7583065086650445,-3.072871637311449,-0.010255239693016636,-3.0626163976184326,-20.977232133473635,17.9146157358552,1.1831821691039315,0.003948689752390834,1.1792334793515407,4.849854764588689,-3.6706212852371483,-7.427822215671635,-0.02478922200781339,-7.403032993663822,-23.35272143354813,15.949688439884309,-1.8896894682075174,-0.006306549940625802,-1.8833829182668915,-15.865069400212256,13.981686481945365
GUY,0.059971845776265936,0.014588396,-0.0011366725,-0.0006897062880055179,0.013451723564937115,-0.0018263787880055179,0.012762017276931596,9.664508,0.0008748930389294935,9.663632972866832,0.20148226070210623,9.462150712164727,-0.7530218250992038,-6.816834786812264e-05,-0.7529536567513356,-0.07036646072788666,-0.682587196023449,-0.4569160314658023,-4.136295913518777e-05,-0.4568746685066671,-0.5692495558900674,0.11237488738340035,8.911486316066338,0.0008067246910613709,8.910679591375276,0.130853925262118,8.779825666113158,-1.209937856565006,-0.00010953130700331042,-1.2098283252580027,-0.6340113753492197,-0.575816949908783,8.454570284600534,0.0007653617319261831,8.453804922868608,-0.43128046043858853,8.885085383307196
HKG,,0.00013916839,,-0.010950593962079508,,,,0.09219615,,,,,,,,,,-7.254540117092154,,,,,,,,,,,,,,,,,,,
HND,1.0786985354032514,0.006452711,-0.0026150710000000005,-0.002750618184029882,0.0038376398334004874,-0.005365689184029882,0.0010870216493706055,4.274786,0.006960529725369801,4.267825465758029,3.6327866592967233,0.6350388064613055,-1.7324299982483964,-0.0028208732576755166,-1.7296091249907208,-1.2640691189085553,-0.4655400060821655,-1.822227180730808,-0.0029670878065665846,-1.8192600929242413,-10.236725761934531,8.41746566901029,2.5423563527934734,0.004139656467694284,2.538216696325779,2.3640074038140577,0.17420929251172135,-3.554657178979204,-0.0057879610642421015,-3.548869217914962,-11.39998560526069,7.851116387345728,0.7201291720626655,0.001172568661127699,0.7189566034015378,-7.744739578026866,8.463696181428404
HRV,0.018755901279062317,0.0017552162,0.0005300125,-0.004861045065775108,0.002285228658926487,-0.004331032565775108,-0.002575816406848621,1.1627941,3.292066100024014e-05,1.1627611924981796,0.06325328773248785,1.0995079047656917,0.3511222274449252,9.940862126669016e-06,0.3511122865827985,-0.022038026415815683,0.37315031299861423,-3.220340975364013,-9.117328136675092e-05,-3.220249802082646,-0.17795177561896547,-3.0422980264636807,1.5139163263946556,4.2861523126909163e-05,1.5138734648715286,0.04113336243488727,1.4727401024366413,-2.869218747919087,-8.123241924008188e-05,-2.869137515499847,-0.19823697790572054,-2.6709005375941266,-1.7064246489693573,-4.8311758239841755e-05,-1.7063763372111174,-0.13459317852724872,-1.5717831586838686
HTI,0.7011677185470849,0.0009813664,-0.000283221,-0.0007696755978428149,0.0006981453782551885,-0.001052896597842815,-7.153021958762639e-05,0.65013474,0.0006881024245000061,0.6494466398354792,2.365193784197688,-1.715747144362209,-0.18762800571529759,-0.00019858542241462393,-0.18742942029288295,-0.8232959650038127,0.6358665447109297,-0.5098940314135489,-0.0005396716829608101,-0.5093543597305882,-6.6553904500649566,6.146036090334368,0.4625067527527023,0.0004895170020853822,0.46201723575061693,1.5388360841224278,-1.0768188483718109,-0.6975220371288466,-0.0007382571053754342,-0.6967837800234712,-7.413159108366654,6.716375328343182,-0.047387278660846674,-5.0154680875428e-05,-0.047337123979971245,-5.033366536984248,4.986029413004277
HUN,-0.12222088799291846,0.0010978762,0.001689856,-0.01280009061093045,0.0027877322293234467,-0.01111023461093045,-0.010012358381607004,0.7273201,-0.00013418340765422864,0.7274542584427495,-0.41226383611900796,1.1397180945617573,1.119494356795682,-0.00020653570090016122,1.1197008924965823,0.1437502735942811,0.9759506189023013,-8.479793074327064,0.0015644384408577377,-8.481357512767921,1.1586339967987367,-9.639991509566658,1.846814461696763,-0.00034071910855438983,1.8471551808053175,-0.26797987937752255,2.11513506018284,-7.360298717531382,0.0013579027399575766,-7.36165662027134,1.2909621735093904,-8.65261879378073,-6.632978612630301,0.0012237193323033479,-6.634202331962604,0.8761536062645511,-7.510355938227155
IDN,30.02326374728108,0.15241714,-0.23309686150000003,-0.1578151008395883,-0.08067972328112033,-0.39091196233958836,-0.23849482412070863,100.973175,4.576059940351221,96.39711510847691,96.72851000709059,-0.33139489861368077,-154.42180933525387,-6.99832855147795,-147.42348078377591,-28.262841391038467,-119.16063939273745,-104.54921295486753,-4.738124395810719,-99.81108855905681,-280.261798222976,180.45070966391916,-53.448634038078644,-2.4222686111267295,-51.02636542695191,68.33457075086048,-119.36093617781239,-258.9710222901214,-11.73645294728867,-247.23456934283274,-305.7188293068269,58.484259963994134,-157.9978469929462,-7.160393006937449,-150.83745398600874,-208.36521218916226,57.527758203153525
IND,195.64106518994467,0.13594015,0.014114397749999999,-0.6621421014752247,0.15005454717646027,-0.6480277037252247,-0.5120875542987644,90.05751,26.595475635872933,63.46203474010363,633.5371082219082,-570.0750734818046,9.350494143107266,2.761355810324558,6.589138332782708,-232.53427142221588,239.1234097549986,-438.6553327611039,-129.5421860397214,-309.1131467213825,-1727.607286766701,1418.4941400453185,99.40800800516656,29.356831446197493,70.05117655896908,400.1485383991035,-330.0973618401344,-429.3048386179966,-126.78083022939683,-302.5240083885998,-1941.858012407895,1639.3340040192952,-339.2473247559373,-100.1853545935239,-239.06197016241342,-1304.2475322238183,1065.1855620614049
IRL,-0.4028279911014698,0.0015615697,0.0006599457500000001,-0.010316607319268641,0.0022215154984463453,-0.009656661569268641,-0.008095091820822296,1.0345074,-0.0006290440047314688,1.0351364378417065,-1.3585941375709654,2.393730575412672,0.437200295715312,-0.00026584462070845284,0.43746614033602044,0.47337184573352065,-0.03590570539750021,-6.8345371884931465,0.004155818201403707,-6.83869300669455,3.8197437837529993,-10.65843679044755,1.471707686361933,-0.0008948886254399216,1.4726025749873728,-0.8834633371596082,2.356065912146981,-6.397336892777835,0.0038899735806952533,-6.40122686635853,4.25546952482015,-10.65669639117868,-5.362829502131214,0.0032609295759637846,-5.366090431707177,2.8884881921342225,-8.2545786238414
IRN,5.344639178590513,0.0026517224,0.0004706044999999999,-0.1813537496940704,0.003122326903243184,-0.1808831451940704,-0.1782314227908272,1.7567108,0.014172499447119713,1.742538268298852,18.019722489823014,-16.277184221524163,0.3117656664429712,0.0025152112483209986,0.3092504551946502,-6.2795886148611535,6.588839070055804,-120.14307690492473,-0.9692703557992258,-119.1738065491255,-49.76544540146335,-69.40836114766215,2.0684764549476893,0.016687710695440713,2.0517887442522484,11.71679587497964,-9.665007130727393,-119.83131123848176,-0.9667551445509048,-118.86455609393086,-55.54555321964244,-63.319002874288415,-118.07460044997704,-0.9525826451037852,-117.12201780487325,-37.414551695006814,-79.70746610986643
