Country,iso,Fab_mf_mean,Fab_mf_std,Fab_mf_skew,Fab_mf_median,Fab_mf_q17,Fab_mf_q83,Fab_mf_min,Fab_mf_max
United Republic of Tanzania,TZA,-0.010293667856058147,0.029973487114263567,-0.15121941192829494,-0.007264488005049231,-0.040180196756353946,0.01589079799003601,-0.12283765395651818,0.1051406556631279
All Countries,Total,0.5411360773131774,0.7498704416619721,-0.11332765816475325,0.5792688252312743,-0.1875980027081806,1.2215919186882516,-1.7480368784037372,3.0864088694178844
Uganda,UGA,0.007678295364476314,0.010711483035670264,0.6442272809885783,0.006104427275850773,-0.0008806322326992153,0.016761059878115655,-0.030267829878907204,0.05087456283618927
Ukraine,UKR,0.0010067244765886644,0.009337634833880006,-0.64280614016599,0.0015870727891811728,-0.005765682449049471,0.00879960388437766,-0.03619243230966568,0.038127000106172565
Uruguay,URY,-0.0003746330492650335,0.00195631061311385,-0.35874291967204747,-0.0003632170829170943,-0.002024216863957346,0.0016627175555482506,-0.008625723015266658,0.005415813382552266
United States of America,USA,0.18424307221065866,0.13801912852530449,0.04071550307602625,0.18591594623132707,0.05993677084687526,0.3081807356628784,-0.286740609761467,0.7549218731781006
Uzbekistan,UZB,0.00023841725900000004,0.0010102646000223717,-0.5135659012102599,0.00038326,-0.0010990400000000001,0.00154893,-0.0019151,0.0016143099999999999
Saint Vincent and the Grenadines,VCT,3.481008e-06,1.1730382224405522e-05,-3.8092172182530355,3.6e-06,1e-08,1.221e-05,-6.244e-05,1.8350000000000002e-05
Venezuela,VEN,-0.004839967397935493,0.03919942824504408,-2.2389099976494955,-0.00013326761547699582,-0.0281470780777636,0.02575761067547369,-0.2434361099705124,0.07575848479681015
Vietnam,VNM,-0.012507275293628092,0.02294201016930574,-1.1465076565135413,-0.00924717906575203,-0.02899686255294323,0.006694297375931739,-0.12507688992576121,0.05662518084206581
Vanuatu,VUT,7.758193305099283e-05,0.00018511303396358397,1.2981806451619875,9.01e-06,-4.65e-05,0.00026633361219726505,-0.00023486700184353627,0.0009344940528173745
Samoa,WSM,-7.7802043e-05,0.00011842148163288352,-1.7294644423269296,-1.9410000000000002e-05,-0.00014235999999999999,1.3e-06,-0.00044817,4.6660000000000004e-05
Yemen,YEM,4.1623605999999995e-05,0.00014210393481535184,0.7763234578531516,5.7560000000000005e-05,-9.366e-05,0.0001615,-0.00021754,0.0004704
South Africa,ZAF,0.003210021844342381,0.007571472659888155,-0.622988539829702,0.003550257990536392,-0.0024135209989519257,0.00936531542140007,-0.03825310822125435,0.03075109543457508
Zambia,ZMB,0.00960246793311495,0.0261843066119662,-0.8459579879242447,0.00944548226583004,-0.009574711627293694,0.0327579994689457,-0.11978097206422805,0.08599357240562439
Zimbabwe,ZWE,-0.0010319276896191844,0.0028784999583810165,0.7088445395641549,-0.00137509,-0.00344798,0.00127413,-0.010377966793888808,0.011248440838861465
