Country,iso,Fab_mf_mean,Fab_mf_std,Fab_mf_skew,Fab_mf_median,Fab_mf_q17,Fab_mf_q83,Fab_mf_min,Fab_mf_max
South Sudan,SSD,0.006328739584910447,0.010453154865022764,-0.21530995309531606,0.005407190300631523,-0.0005212788855373865,0.01445086870778797,-0.04833926698293686,0.05210761494968414
São Tomé and Principe,STP,-1.0834952e-05,2.004262418487454e-05,-3.176025448612417,-7.01e-06,-1.5810000000000003e-05,-6.5e-07,-0.00010329000000000001,8.12e-06
Suriname,SUR,0.0025509983594570154,0.0031899879732017154,0.14284760447684056,0.0023432768802425265,-0.00048168,0.005715873742077351,-0.012097120951287746,0.012868875329558849
Slovakia,SVK,0.00020998964250130197,0.007248411494149019,-1.1391687102742853,0.0017884025359016656,-0.005184547985846996,0.005038926416081292,-0.033262819472751615,0.024306401416790486
Slovenia,SVN,2.5345282914271067e-05,0.00146121224307517,-0.49894122791112067,0.00016167025387600061,-0.0012726404231266678,0.0012921179055166245,-0.005929744060274959,0.003965594640293122
Sweden,SWE,0.009146559065319393,0.012087448616865204,-0.4716054974787719,0.009677919687060117,-0.001085777058186829,0.01948707812064171,-0.04865862500940323,0.04268267336349487
eSwatini,SWZ,0.00041074911811277354,0.000925770955194628,0.12839823386073718,0.0003205518256694078,-0.00014027999999999998,0.0011069984994539618,-0.003920206522457004,0.004156930526211262
Syria,SYR,0.00015893336439198175,0.0001511889252659084,-0.18525813529320714,0.00015254,2.1919654588513078e-05,0.00029054680100999535,-0.0004878183714192361,0.000723146779339686
Chad,TCD,-0.005506894761054349,0.0050717221422655915,-0.6271096709574406,-0.005445562958219201,-0.010755975572654307,-0.0006943495052391291,-0.03688592249362946,0.012338358440988064
Togo,TGO,0.00017624857124823692,0.0015798307146990943,1.9866676955726204,2.675e-05,-0.0008156400000000001,0.0012029507714205238,-0.007254719918140173,0.010399718259289264
Thailand,THA,0.004278205717817837,0.023288341229772226,0.14226184689085664,0.0037654363496220115,-0.014211821441571687,0.02164789803098679,-0.09472178861169815,0.10559536768396377
Tajikistan,TJK,-0.000532072551,0.00042569810972439696,0.014538018764584385,-0.00054146,-0.00103531,1.367e-05,-0.00116523,1.791e-05
Turkmenistan,TKM,-0.000522323363,0.0009699162289929098,-1.2005938066101622,1.986e-05,-0.0021179000000000003,6.766e-05,-0.00254927,0.00016965
East Timor,TLS,-0.0004766126847271595,0.0017402211380413372,-1.5877612587738634,-0.00029653656531206335,-0.0014628622196176575,0.0007657299508399784,-0.011243786039733887,0.006760820300518274
Trinidad and Tobago,TTO,0.00034585195018447325,0.0009764530435475935,2.9338788677656367,0.00013691999999999998,-2.164e-05,0.0008093959723636136,-0.003335338634798527,0.007269527138394117
Tunisia,TUN,-8.3373179e-05,0.0002952126082913692,0.18106719326748294,-0.00010745000000000001,-0.00038852,0.00025765,-0.00071309,0.00046649
Turkey,TUR,0.007860185572085364,0.006977863450963285,0.5895195814888841,0.007799707470550537,0.0012328884341710805,0.013811780300213815,-0.014513666457734109,0.04457922314564705
