country,iso,Fa_mean,Fa_std,Fa_skew,Fa_median,Fa_q17,Fa_q83,Fa_min,Fa_max,Fa_tf_mean,Fa_tf_std,Fa_tf_skew,Fa_tf_median,Fa_tf_q17,Fa_tf_q83,Fa_tf_min,Fa_tf_max,Fa_mf_mean,Fa_mf_std,Fa_mf_skew,Fa_mf_median,Fa_mf_q17,Fa_mf_q83,Fa_mf_min,Fa_mf_max
Philippines,PHL,0.018838106,0.021174988,1.3994100093841553,0.016687136,0.0064270566,0.03328544,-0.046491776,0.13742669,0.0112501085,0.011649473,0.1712479293346405,0.0105462205,0.0028385844,0.020674186,-0.030924322,0.05213095,0.010916449,0.011634019,0.19587376713752747,0.010072162,0.002762058,0.020536223,-0.03107761,0.051008314
Papua New Guinea,PNG,0.038835164,0.021390798,0.33863958716392517,0.035113454,0.01941559,0.06415498,-0.03341473,0.08856838,0.03417829,0.01859301,0.30100250244140625,0.032210775,0.01706078,0.05655662,-0.033259906,0.08215021,0.02415891,0.013648095,0.4052824079990387,0.021991324,0.011582499,0.04134513,-0.023177002,0.06212735
Poland,POL,0.0051976577,0.021691306,-0.2986609637737274,0.0056453217,-0.012671434,0.024252184,-0.06421997,0.075402826,0.0025389323,0.011224144,-0.4192778170108795,0.0032362284,-0.007082119,0.012532741,-0.03158682,0.041977923,0.0025389323,0.011224144,-0.4192778170108795,0.0032362284,-0.007082119,0.012532741,-0.03158682,0.041977923
Puerto Rico,PRI,0.00051469525,0.002096598,1.1892801523208618,0.0004861441,-4.5229976e-05,0.0012923909,-0.010053625,0.013748722,0.00037421248,0.0012370509,-0.5573978424072266,0.00035398113,-6.045213e-06,0.0011106221,-0.0064594904,0.006504943,0.00037421248,0.0012370509,-0.5573978424072266,0.00035398113,-6.045213e-06,0.0011106221,-0.0064594904,0.006504943
North Korea,PRK,0.0062477626,0.0063566198,0.20512309670448303,0.0067907614,0.0017813696,0.010833423,-0.01704961,0.03924133,0.004147583,0.0035382223,0.20228581130504608,0.0045066075,0.0014297686,0.006611558,-0.005919503,0.017934365,0.004147583,0.0035382223,0.20228581130504608,0.0045066075,0.0014297686,0.006611558,-0.005919503,0.017934365
Portugal,PRT,0.0016855389,0.0055825617,-0.4643805921077728,0.0017269548,-0.003658908,0.0059873094,-0.019465432,0.017401349,0.0008767111,0.0025613569,-0.1198563352227211,0.00086457725,-0.00081353734,0.002784425,-0.011838817,0.013072379,0.0008767111,0.0025613569,-0.1198563352227211,0.00086457725,-0.00081353734,0.002784425,-0.011838817,0.013072379
Paraguay,PRY,0.011330254,0.03267316,-0.3342343866825104,0.012915276,-0.013375694,0.04050834,-0.089966744,0.096972845,0.009751536,0.028862868,-0.23862208425998688,0.009858746,-0.013484271,0.036481544,-0.07152496,0.09041566,0.009752722,0.028225362,-0.22948428988456726,0.010200158,-0.013041691,0.036481544,-0.07152496,0.09041566
Palestine,PSE,0.000114933355,0.000594122,0.46133044362068176,4.360556e-06,-9.2389586e-05,0.00026519914,-0.0039808676,0.0030390806,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
French Polynesia,PYF,6.4110804e-06,0.00011728922,-4.862626552581787,0.0,0.0,0.0,-0.0012124699,0.0004292762,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Qatar,QAT,2.0581505e-05,0.00022351294,1.0362887382507324,0.0,-2.0872343e-05,3.2324202e-05,-0.0011009204,0.0012118043,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Romania,ROU,0.004548078,0.016770491,-0.5935618281364441,0.00694954,-0.00841295,0.017498061,-0.06381433,0.0621349,0.0032541272,0.009648969,-0.8497276902198792,0.0042114523,-0.004360542,0.011251481,-0.035538293,0.023897376,0.0032541272,0.009648969,-0.8497276902198792,0.0042114523,-0.004360542,0.011251481,-0.035538293,0.023897376
Russia,RUS,0.39878738,0.22683392,0.045689865946769714,0.41417867,0.18372461,0.6226661,-0.115821935,1.0106515,0.28859958,0.1659066,0.00826476514339447,0.29725862,0.12764074,0.46898577,-0.07067584,0.69061565,0.22612879,0.1295142,0.03271877393126488,0.23144487,0.09664817,0.36337873,-0.056223705,0.53197044
Rwanda,RWA,0.0015519854,0.0022082436,0.3036736249923706,0.0014231771,-0.0001413953,0.0033069772,-0.0059860074,0.0097419685,0.0005711973,0.00082956185,0.6389273405075073,0.00048832956,0.0,0.0012486358,-0.0026568037,0.0041332426,0.0005711973,0.00082956185,0.6389273405075073,0.00048832956,0.0,0.0012486358,-0.0026568037,0.0041332426
Saudi Arabia,SAU,0.0008478255,0.0071152,-0.8359836339950562,0.00022169636,-0.0006187317,0.0025523938,-0.054414045,0.04207218,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Sudan,SDN,0.0166593,0.031163111,1.1618174314498901,0.011016434,-0.0039187316,0.038460486,-0.089609,0.15815379,7.614872e-05,0.0017758436,-7.39173698425293,1.152958e-06,0.0,0.000237539,-0.020397794,0.007398536,7.614872e-05,0.0017758436,-7.39173698425293,1.152958e-06,0.0,0.000237539,-0.020397794,0.007398536
Senegal,SEN,0.0017341927,0.011214861,2.2253642082214355,0.0004918607,-0.0048080347,0.006193519,-0.03721982,0.08121005,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Siachen Glacier,SGR,2.3802138e-05,8.767362e-05,0.6217374205589294,0.0,-1.1482534e-08,2.6442438e-05,-0.0005321341,0.00039064806,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
South Georgia and the Islands,SGS,6.0485413e-06,4.7970432e-05,-0.5532265901565552,0.0,0.0,3.9752888e-07,-0.00032596834,0.00023335182,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Solomon Islands,SLB,0.0010383497,0.0012650293,0.3320891261100769,0.0008613325,0.0,0.0019994508,-0.005645776,0.004937594,0.00022123805,0.00037842855,-1.4246368408203125,3.08917e-05,0.0,0.00062253175,-0.0026318054,0.0010805521,0.00017978376,0.00033117703,-2.4214346408843994,3.7032012e-05,0.0,0.0005023191,-0.0026318054,0.0009098749
Sierra Leone,SLE,0.004719179,0.0034944399,-0.38508737087249756,0.004689485,0.0016462809,0.008247489,-0.008280854,0.01352646,0.004145497,0.0031132088,-0.27058887481689453,0.0040816865,0.0015572575,0.006826111,-0.007855125,0.012618201,0.004145497,0.0031132088,-0.27058887481689453,0.0040816865,0.0015572575,0.006826111,-0.007855125,0.012618201
El Salvador,SLV,0.0013124974,0.002655923,-1.0570650100708008,0.0010694875,-0.00015941812,0.0030379803,-0.018826397,0.013785773,0.0010811724,0.0025689558,-0.9632272124290466,0.0008249591,0.0,0.0026123044,-0.018826397,0.013785773,0.0010811724,0.0025689558,-0.9632272124290466,0.0008249591,0.0,0.0026123044,-0.018826397,0.013785773
Somalia,SOM,0.0073811817,0.014259159,0.886279821395874,0.0037842635,-0.0033522288,0.019392056,-0.03617301,0.06817529,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic of Serbia,SRB,0.0018645935,0.007353019,-0.4593881070613861,0.0020137066,-0.0035892501,0.007189799,-0.03366638,0.029773323,0.0014286548,0.005109869,-1.0285676717758179,0.0014866376,-0.0019146134,0.0047559575,-0.031078346,0.021911474,0.0014286548,0.005109869,-1.0285676717758179,0.0014866376,-0.0019146134,0.0047559575,-0.031078346,0.021911474
South Sudan,SSD,0.01767272,0.024741082,-0.8159009218215942,0.017631255,5.1491428e-05,0.03834889,-0.09388538,0.103752896,0.008237331,0.0103121,-0.20430253446102142,0.007052177,0.0019546342,0.016014362,-0.043372117,0.049026385,0.008237331,0.0103121,-0.20430253446102142,0.007052177,0.0019546342,0.016014362,-0.043372117,0.049026385
São Tomé and Principe,STP,-3.123533e-07,1.7183786e-05,-1.0962549448013306,0.0,0.0,0.0,-8.3204344e-05,6.157427e-05,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Suriname,SUR,0.011746295,0.009401037,0.10308640450239182,0.011910586,0.0037140264,0.019395791,-0.016973088,0.03869469,0.011459942,0.009234772,0.1869613528251648,0.011563084,0.0037140264,0.018488334,-0.016973088,0.03869469,0.0032432666,0.0032297643,0.07451730221509933,0.0029893725,0.00017591415,0.0062876507,-0.010996691,0.013176995
Slovakia,SVK,0.0015250153,0.004662171,-0.5015673041343689,0.0019408974,-0.0014555177,0.0047459146,-0.016415192,0.017586429,0.0013581328,0.0039197565,-0.3804892301559448,0.0018417117,-0.0014267134,0.003941537,-0.0114033595,0.014282201,0.0013581328,0.0039197565,-0.3804892301559448,0.0018417117,-0.0014267134,0.003941537,-0.0114033595,0.014282201
Slovenia,SVN,0.0007813193,0.0013249371,-0.5819969773292542,0.0009415486,-0.00030039754,0.0018580817,-0.003860044,0.0039805546,0.0007813193,0.0013249371,-0.5819969773292542,0.0009415486,-0.00030039754,0.0018580817,-0.003860044,0.0039805546,0.0007813193,0.0013249371,-0.5819969773292542,0.0009415486,-0.00030039754,0.0018580817,-0.003860044,0.0039805546
Sweden,SWE,0.014514475,0.014383826,-0.6579113006591797,0.015085949,0.0026434972,0.026195487,-0.052269522,0.049500942,0.012127871,0.012060367,-0.5275479555130005,0.012342926,0.0025351404,0.022103833,-0.041745313,0.04224155,0.011853347,0.011826449,-0.5559349060058594,0.012243807,0.0026308508,0.021366032,-0.041117765,0.041312873
eSwatini,SWZ,0.000543707,0.0015229112,-0.5217688679695129,0.000621515,-0.000581106,0.001772351,-0.005241929,0.0045669647,0.00039140313,0.00092721137,0.18372181057929993,0.0003116895,-8.028308e-05,0.001029495,-0.0037721365,0.0040380405,0.00039140313,0.00092721137,0.18372181057929993,0.0003116895,-8.028308e-05,0.001029495,-0.0037721365,0.0040380405
Syria,SYR,0.0011980899,0.003961579,0.20456132292747498,0.0012122077,-0.002090365,0.0039147018,-0.01397166,0.016403178,2.1873622e-05,0.000119762015,-0.02130483277142048,0.0,-2.6508867e-05,0.000130518,-0.00041371837,0.00042631678,2.1873622e-05,0.000119762015,-0.02130483277142048,0.0,-2.6508867e-05,0.000130518,-0.00041371837,0.00042631678
Chad,TCD,0.0066787843,0.014902636,-1.1811306476593018,0.007879586,-0.00350194,0.017391775,-0.08466405,0.0578713,0.0010156807,0.0029190814,-2.650719165802002,0.0008173677,-0.00012745711,0.002413641,-0.024202242,0.013045928,0.0010156807,0.0029190814,-2.650719165802002,0.0008173677,-0.00012745711,0.002413641,-0.024202242,0.013045928
Togo,TGO,0.0014788924,0.0036760692,-0.35355401039123535,0.0012647649,-0.0011905978,0.004195167,-0.018280244,0.015889846,0.0004971209,0.0014680916,2.2952356338500977,0.0,0.0,0.0013939936,-0.00528218,0.010109578,0.0004971209,0.0014680916,2.2952356338500977,0.0,0.0,0.0013939936,-0.00528218,0.010109578
Thailand,THA,0.029014602,0.05650966,0.10176467150449753,0.02624331,-0.011058227,0.07198356,-0.17788562,0.24621151,0.015183112,0.026786549,0.031853631138801575,0.015239786,-0.005248562,0.036140457,-0.08574134,0.11779473,0.013793239,0.02307355,0.05477578192949295,0.0137628745,-0.0038803676,0.031976227,-0.0762382,0.10513554
Tajikistan,TJK,0.0016825625,0.0025140943,0.30162832140922546,0.0014007281,-0.00017877221,0.003714877,-0.00890371,0.011248613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Turkmenistan,TKM,0.0014455218,0.007323074,-0.14464588463306427,0.0007462507,-0.0031611356,0.0071125636,-0.026152857,0.024532316,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
East Timor,TLS,-7.804948e-06,0.0029023862,-2.1052799224853516,0.00029826292,-0.0013114633,0.0016366236,-0.019658195,0.015054973,0.00012774463,0.0016543607,-1.6090409755706787,0.00019973237,-0.00082604785,0.001219842,-0.010045886,0.0067832903,0.00012774463,0.0016543607,-1.6090409755706787,0.00019973237,-0.00082604785,0.001219842,-0.010045886,0.0067832903
Trinidad and Tobago,TTO,0.0003171223,0.0009828139,2.904900550842285,0.00017562648,-2.9146155e-05,0.00076880056,-0.0033095786,0.007126327,0.00028702588,0.0009767648,3.0485103130340576,2.0861753e-06,0.0,0.0007408602,-0.0033095786,0.007126327,0.00028702588,0.0009767648,3.0485103130340576,2.0861753e-06,0.0,0.0007408602,-0.0033095786,0.007126327
Tunisia,TUN,-0.00033393165,0.004791151,-0.49671757221221924,0.0002342125,-0.0043436624,0.0031910804,-0.016910747,0.013179999,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Turkey,TUR,0.017203327,0.023737265,0.1955893337726593,0.016100954,-0.0009196069,0.036982864,-0.052672416,0.0839907,0.0038377757,0.005460728,1.3511559963226318,0.0033637364,0.0,0.007351988,-0.009447956,0.033566553,0.0038377757,0.005460728,1.3511559963226318,0.0033637364,0.0,0.007351988,-0.009447956,0.033566553
Taiwan,TWN,0.0019062567,0.002261398,2.163390874862671,0.0016289421,0.00019569804,0.0034218924,-0.0034110793,0.01572037,0.0008801783,0.0010123953,0.7694390416145325,0.00075493054,0.0,0.0018629654,-0.0016575026,0.005029266,0.0008801783,0.0010123953,0.7694390416145325,0.00075493054,0.0,0.0018629654,-0.0016575026,0.005029266
United Republic of Tanzania,TZA,0.046553746,0.044842,0.11467017233371735,0.043063596,0.010840567,0.0848429,-0.10296592,0.1957883,0.021976708,0.02161863,0.3656489849090576,0.021206848,0.0033554605,0.04048663,-0.050938863,0.114173286,0.021807874,0.02148735,0.38332462310791016,0.020962328,0.003553238,0.040152717,-0.050820794,0.114173286
Uganda,UGA,0.02151629,0.020730471,-0.3873762786388397,0.02122819,0.0070382534,0.038779918,-0.070559844,0.097919665,0.011001264,0.010492693,0.6319369673728943,0.008617367,0.0033730278,0.019556817,-0.02287885,0.051170543,0.010856298,0.010442491,0.6715811491012573,0.0085634515,0.003118406,0.019352557,-0.02287885,0.051170543
Ukraine,UKR,0.0071427505,0.036688495,-0.23182688653469086,0.009049507,-0.021722605,0.040346973,-0.10500242,0.11668385,0.0018360368,0.009125309,-0.7379228472709656,0.002757568,-0.0039581433,0.009260826,-0.031371392,0.03404342,0.0018360368,0.009125309,-0.7379228472709656,0.002757568,-0.0039581433,0.009260826,-0.031371392,0.03404342
Uruguay,URY,0.009472949,0.019770835,-0.37558913230895996,0.008354675,-0.0034101035,0.025540872,-0.06418276,0.06385144,0.0003512689,0.00087534223,0.5817469954490662,0.0,0.0,0.0010085177,-0.004046923,0.0034958434,0.0003512689,0.00087534223,0.5817469954490662,0.0,0.0,0.0010085177,-0.004046923,0.0034958434
United States of America,USA,0.29736245,0.24021101,-0.24856305122375488,0.2900722,0.08299161,0.5283753,-0.3852969,0.94076085,0.18793823,0.13253148,0.029803713783621788,0.187659,0.08440025,0.3073124,-0.22038962,0.629738,0.17880553,0.12989134,0.027150429785251617,0.18316019,0.07417565,0.2931489,-0.23231487,0.6270273
Uzbekistan,UZB,0.0017979817,0.006418101,-0.4408465027809143,0.001421149,-0.002548157,0.0068367207,-0.029197786,0.020697234,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,VCT,1.800319e-05,0.00011277374,1.2831496000289917,0.0,0.0,0.0,-0.0004188344,0.00056675816,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Venezuela,VEN,0.025330773,0.06318767,-0.9375853538513184,0.03250867,-0.025601648,0.0796884,-0.26908493,0.16275482,0.023901857,0.047910478,-0.8420814871788025,0.02869134,-0.015678167,0.06632783,-0.20919915,0.13348241,0.0022964724,0.038119625,-2.252964496612549,0.006837179,-0.020992173,0.031448383,-0.22689192,0.075707935
United States Virgin Islands,VIR,-2.806166e-06,4.4025346e-05,-2.5690345764160156,0.0,-5.245538e-12,0.0,-0.00034919518,0.00024118541,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vietnam,VNM,0.022088995,0.018459102,0.16581274569034576,0.022019785,0.0076547572,0.03600438,-0.037911884,0.08830107,0.015746877,0.013041973,-0.14475777745246887,0.016402762,0.0044521643,0.02672308,-0.029792778,0.06323515,0.015354085,0.0126310345,-0.15264658629894257,0.016232844,0.0040562465,0.025774384,-0.02877572,0.06108478
Vanuatu,VUT,0.00032520416,0.00053200254,2.2365000247955322,1.2566032e-05,0.0,0.0006534981,-0.0003315858,0.0023567758,4.698449e-05,0.00011819516,2.8096306324005127,0.0,0.0,9.835456e-05,-2.8507002e-05,0.00055977405,4.698449e-05,0.00011819516,2.8096306324005127,0.0,0.0,9.835456e-05,-2.8507002e-05,0.00055977405
Samoa,WSM,4.159195e-05,0.00011965367,3.120187759399414,0.0,0.0,6.454599e-05,-0.00023818163,0.0006368869,7.11368e-06,2.1469516e-05,2.6829679012298584,0.0,0.0,9.868044e-07,-5.7641617e-05,0.000108151406,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Kosovo,XKX,0.0004108366,0.0012992529,0.25044679641723633,0.000392858,-0.00026463708,0.001382206,-0.00430898,0.0074590608,0.00032691154,0.00092576834,-0.05716729536652565,0.00028773566,-0.00025396192,0.0010436154,-0.0027653442,0.0038988246,0.00032691154,0.00092576834,-0.05716729536652565,0.00028773566,-0.00025396192,0.0010436154,-0.0027653442,0.0038988246
Yemen,YEM,0.0013272517,0.0023234638,1.8940998315811157,0.0007261744,-0.00030996202,0.00325413,-0.0025550053,0.015927559,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,0.010879047,0.061194833,0.3603557348251343,0.011761014,-0.047473386,0.06252448,-0.119745575,0.20005302,0.0028806347,0.0072944844,-0.6444520354270935,0.0028804243,-0.002163663,0.008659812,-0.03492265,0.027215065,0.0028806347,0.0072944844,-0.6444520354270935,0.0028804243,-0.002163663,0.008659812,-0.03492265,0.027215065
Zambia,ZMB,0.032306556,0.04237235,-0.8416969776153564,0.0323949,0.007205111,0.068581834,-0.14911233,0.14489724,0.02344846,0.026228033,-0.8979145884513855,0.02263273,0.0046868892,0.046011392,-0.09670425,0.09614977,0.02344846,0.026228033,-0.8979145884513855,0.02263273,0.0046868892,0.046011392,-0.09670425,0.09614977
Zimbabwe,ZWE,0.008885836,0.034970094,-0.16587021946907043,0.010122723,-0.018624818,0.03141686,-0.1667215,0.16105017,0.0006792737,0.0022118215,1.3101190328598022,0.0,-3.7783477e-05,0.0021399765,-0.005729567,0.009682391,0.0006792737,0.0022118215,1.3101190328598022,0.0,-3.7783477e-05,0.0021399765,-0.005729567,0.009682391
