iso,CSCC_median,SLAND_mean,SLAND_std,SLAND_total_forest_mean,SLAND_total_forest_std,SLAND_managed_forest_mean,SLAND_managed_forest_std,ELUC_mean,ELUC_std,EFOS_mean,F_ab_upper,F_ab_lower,F_ac,F_abc_upper,F_abc_lower
LUX,-0.0680153293968661,9.848006e-06,7.486437e-05,9.848006e-06,7.486437e-05,9.848006e-06,7.486437e-05,-1.5807749999999998e-05,3.341611179630768e-05,-0.0024822464827758363,-5.959744097686836e-06,-5.959744097686836e-06,-0.0024980542327758364,-0.002488206226873523,-0.002488206226873523
LVA,-0.16578122136562107,0.0025467006,0.0015682443,0.0025413872,0.0015715166,0.0025413872,0.0015715166,-0.000770145,0.00033954386531148895,-0.001981196428378263,0.0017765556489634515,0.0017712422208446266,-0.002751341428378263,-0.00020464077941481163,-0.0002099542075336366
MAC,,,,,,,,,,-0.0003659341010889627,,,,,
MAR,2.295869292559299,-0.0028541756,0.005479219,0.0,0.0,0.0,0.0,-0.00065853575,0.0005319139128006679,-0.017154833331047472,-0.0035127113828195334,-0.00065853575,-0.017813369081047473,-0.020667544713867007,-0.017813369081047473
MCO,,,,,,,,-7.750000000000002e-09,1.5500000000000003e-08,,,,,,
MDA,-0.031779655425776376,0.0003638059,0.0006650388,0.0,0.0,0.0,0.0,0.000518535,0.00039752525488074333,-0.0014325638617943969,0.0008823409133663773,0.000518535,-0.0009140288617943969,-0.0005502229484280196,-0.0009140288617943969
MDG,1.5431441014212792,0.018404344,0.013300618,0.0089034755,0.0064023547,0.007961533,0.0060646893,-0.005624471,0.003164235834815203,-0.0010404580943902668,0.012779873096779824,0.0032790044782915117,-0.006664929094390266,0.011739415002389557,0.002238546383901245
MDV,,,,,,,,-3.0000000000000004e-09,0.0,-0.0004375922049186462,,,-0.00043759520491864617,,
MEX,14.65748601931956,0.062826015,0.015941704,0.03422366,0.011159358,0.03365173,0.010983365,-0.00238456975,0.004432698426573621,-0.125745377270631,0.06044144530517959,0.03183909107668304,-0.12812994702063102,-0.06530393196545142,-0.09390628619394797
MHL,,,,,,,,-0.0,0.0,-3.967897196125305e-05,,,-3.967897196125305e-05,,
MKD,-0.04332876959915425,0.0011164584,0.000705244,0.00075137225,0.00068154995,0.00075137225,0.00068154995,2.4532499999999996e-05,0.0003149828526343405,-0.0019480944420341717,0.0011409909429934621,0.000775904752125293,-0.0019235619420341717,-0.0008071034990407096,-0.0011721896899088786
MLI,2.9821268447648266,0.005499562,0.004965939,6.57088e-05,9.05808e-05,6.57088e-05,9.05808e-05,-0.00401993475,0.005485252640896825,-0.0013456659914899553,0.0014796270329263212,-0.003954225947860148,-0.005365600741489955,0.000133961041436366,-0.005299891939350103
MLT,,,,,,,,1.014975e-05,1.1936042347305352e-05,-0.0004814353916484716,,,-0.00047128564164847155,,
MMR,1.5513140018373706,0.042913318,0.014300794,0.030847238,0.010818619,0.029331299,0.010298998,-0.0276199405,0.007587148022220844,-0.007041040389737473,0.015293377180358888,0.003227297876736642,-0.03466098088973747,0.008252336790621415,-0.0038137425130008312
MNE,-0.019919926049793455,0.00061810703,0.0004369632,0.00044059704,0.00036945092,0.00044059704,0.00036945092,0.00046433125,0.00022839393253962912,-0.0006175897054008827,0.0010824382848247886,0.0009049282894145697,-0.00015325845540088267,0.0004648485794239059,0.00028733858401368707
MNG,-0.8880174052899868,0.014856403,0.008642349,0.0012294006,0.00077105657,0.0009612401,0.0007064207,-0.0002555549999999999,0.0017185111573698518,-0.009714005706178735,0.014600847762234212,0.0009738456301090122,-0.009969560706178734,0.004886842056055477,-0.008740160076069722
MOZ,2.981878893202782,0.023993894,0.015663551,0.019033583,0.012357258,0.019033583,0.012357258,-0.008165206,0.006384347567548152,-0.0019169635759035647,0.015828688457817076,0.010868376881093026,-0.010082169575903565,0.013911724881913511,0.00895141330518946
MRT,0.6881391169075223,0.0009666996,0.0019489581,0.0,0.0,0.0,0.0,-0.00023091375,0.0002454830221724441,-0.0009320647269357411,0.0007357858693118394,-0.00023091375,-0.0011629784769357412,-0.00019627885762390173,-0.0011629784769357412
MSR,,,,,,,,,,-8.892826412479118e-06,,,,,
MUS,0.18900259521696858,9.451467e-06,3.5611567e-05,9.747706e-06,3.542265e-05,9.747706e-06,3.542265e-05,-2.780925e-05,3.1390833092640286e-05,-0.001157262337372955,-1.8357782878165135e-05,-1.806154408289306e-05,-0.001185071587372955,-0.00117562012025112,-0.001175323881455848
MWI,2.6895254586658988,0.0037320843,0.0020890522,0.0010245775,0.0006439077,0.0010245775,0.0006439077,-0.0031802497499999996,0.0017408995387818667,-0.00040788924732064203,0.0005518345466437344,-0.0021556722161737677,-0.0035881389973206417,0.00014394529932309233,-0.0025635614634944097
MYS,8.140367988328745,0.025435429,0.012939205,0.021941192,0.0117640095,0.02070934,0.010880333,-0.03121884875,0.0024475542142151315,-0.06873704949171641,-0.005783419683580399,-0.00927765630186081,-0.09995589824171641,-0.07452046917529681,-0.07801470579357722
NAM,0.34113094962192386,0.0030943833,0.0075627402,0.0,0.0,0.0,0.0,-0.00133589,0.001048767503755718,-0.0010415816426915404,0.0017584932825869322,-0.00133589,-0.0023774716426915405,0.0007169116398953919,-0.0023774716426915405
NCL,0.03776650642088206,0.00033135124,0.0005342735,0.00018862536,0.00031595785,0.00018862536,0.00031595785,,,-0.001399253603541248,,,,,
NER,4.7705462556130485,0.0033637576,0.0033332596,0.0,0.0,0.0,0.0,-0.005545964749999999,0.007114335787434617,-0.0006180060810618773,-0.002182207122915148,-0.005545964749999999,-0.006163970831061877,-0.002800213203977025,-0.006163970831061877
NGA,50.0671695627823,0.022984678,0.005634083,0.00971116,0.0046492023,0.0095897,0.004638361,0.00011960874999999937,0.016638095763206285,-0.02869980599141059,0.02310428667570591,0.009830769074513912,-0.02858019724141059,-0.005595519315704681,-0.01886903691689668
NIC,0.652718300829117,0.009230071,0.0039527686,0.007966852,0.0036172383,0.007686483,0.003634544,-0.005145734999999999,0.0029374902345596535,-0.00141768894301618,0.0040843357474350936,0.0028211168155813223,-0.0065634239430161796,0.0026666468044189134,0.0014034278725651424
NIU,,,,,,,,2.625000000000001e-07,6.825508528063436e-07,-2.2119521167978234e-06,,,-1.9494521167978234e-06,,
NLD,-1.0954752475693947,0.000504956,0.0007989739,3.0513482e-05,7.270829e-05,3.0513482e-05,7.270829e-05,-0.0014741420000000001,0.00040808504789483933,-0.041664516449302844,-0.0009691860013781191,-0.001443628518239137,-0.04313865844930284,-0.04263370245068096,-0.04310814496754198
NOR,-1.535539984377199,0.008423434,0.0061912276,0.004814028,0.0027672914,0.0047845505,0.002742464,-0.00098221475,0.0012162180230866984,-0.011847052401746721,0.007441218889109135,0.0038318130586066246,-0.012829267151746721,-0.0044058335126375865,-0.008015239343140097
NPL,1.9816994263557668,0.0067161457,0.0031604257,0.005304672,0.0022450557,0.0052737575,0.0022486902,-0.0020578690000000004,0.0025300158860224577,-0.0032213059782421815,0.004658276668178796,0.0032468028239784237,-0.005279174978242182,0.0014369706899366149,2.5496845736242175e-05
NRU,,,,,,,,-0.0,0.0,-1.466374369007541e-05,,,-1.466374369007541e-05,,
NZL,0.01770132525962957,0.010642802,0.008261156,0.005245477,0.0037735377,0.0038255816,0.0029385057,0.0005875254999999999,0.0054906395434276755,-0.0095167863889879,0.011230327842772484,0.005833002461135864,-0.0089292608889879,0.0017135414537845835,-0.003683783927852036
OMN,1.6011639011507872,-6.644683e-05,0.00029025972,0.0,0.0,0.0,0.0,-5.2029e-05,4.5157434146180914e-05,-0.017677417077908122,-0.00011847583162448928,-5.2029e-05,-0.01772944607790812,-0.01779589290953261,-0.01772944607790812
PAK,24.559778172305734,0.0076698055,0.0047549894,0.00037184282,0.00031691455,0.00037184282,0.00031691455,-0.0018381587500000001,0.0015533597801742254,-0.052289461190198595,0.00583164679908514,-0.0014663159302683176,-0.054127619940198594,-0.046457814391113454,-0.05375577712046691
PAN,0.9903654197234983,0.0063224933,0.0037085097,0.004042559,0.0026143799,0.0032412023,0.0021126675,-0.001512796,0.00028098427230125643,-0.002998223026765185,0.004809697311017751,0.0025297628376820085,-0.004511019026765185,0.0018114742842525663,-0.0004684601890831766
PER,1.9527921452945236,0.06491123,0.034110367,0.05458004,0.03190385,0.017862864,0.013137105,-0.0110271425,0.00803258893600764,-0.014085005479725002,0.053884088898582455,0.043552897776050564,-0.025112147979725004,0.039799083418857455,0.029467892296325564
PHL,11.026771904422619,0.018838106,0.0123236915,0.0112501085,0.00782752,0.010916449,0.007899254,-0.00871374125,0.003374204243839069,-0.034897830113509554,0.010124364473261833,0.002536367230453491,-0.04361157136350956,-0.02477346564024772,-0.032361462883056066
PLW,,,,,,,,-0.0,0.0,-5.891982234906821e-05,,,-5.891982234906821e-05,,
PNG,0.7076378528463909,0.038835164,0.01990075,0.03417829,0.017134419,0.02415891,0.012461336,-0.009692197999999999,0.0009775557466003316,-0.0019032525014965754,0.029142966159536363,0.024486092516138078,-0.011595450501496574,0.027239713658039788,0.022582840014641503
POL,-2.039993139893524,0.0051976577,0.008049651,0.0025389323,0.004559297,0.0025389323,0.004559297,0.00781907175,0.0065589257350126265,-0.08752320221870653,0.013016729487880945,0.01035800400453794,-0.07970413046870653,-0.07450647273082558,-0.07716519821416859
PRI,,0.0005146953,0.0005748662,0.00037421248,0.0004291643,0.00037421248,0.0004291643,,,,,,,,
PRK,,0.0062477626,0.0030205443,0.004147583,0.002072161,0.004147583,0.002072161,0.00021418375000000002,0.0012882343758486845,-0.011056880501767405,0.006461946340646744,0.004361766903098822,-0.010842696751767406,-0.004594934161120661,-0.006695113598668583
PRT,0.500340301852981,0.0016855388,0.0017135169,0.00087671104,0.00085436925,0.00087671104,0.00085436925,0.000139513,0.0010175492150990373,-0.01297572263649852,0.0018250517948453426,0.001016224041200906,-0.01283620963649852,-0.011150670841653179,-0.011959498595297616
PRY,1.0919495784535855,0.011330253,0.009503868,0.009751537,0.0078366315,0.009752723,0.007678671,-0.014679514000000001,0.007850297855317934,-0.001971632146855539,-0.003349260555387975,-0.0049279771165862095,-0.01665114614685554,-0.005320892702243514,-0.006899609263441749
PSE,,0.000114933355,0.0002875244,0.0,0.0,0.0,0.0,-2.1568750000000002e-05,2.2985567810766248e-05,-0.0008625119303136795,9.336460478007793e-05,-2.1568750000000002e-05,-0.0008840806803136795,-0.0007691473255336016,-0.0008840806803136795
PYF,,6.4110795e-06,3.310878e-05,0.0,0.0,0.0,0.0,,,-0.00023729558539545132,,,,,
QAT,2.937631601391928,2.0581505e-05,4.7590936e-05,0.0,0.0,0.0,0.0,-4.130750000000001e-06,2.8030203204162944e-06,-0.02578031696183162,1.6450754941219463e-05,-4.130750000000001e-06,-0.02578444771183162,-0.0257638662068904,-0.02578444771183162
ROU,-0.443534882168684,0.004548078,0.004840088,0.0032541275,0.0030403682,0.0032541275,0.0030403682,0.00231315825,0.001647187795704824,-0.02104362072839799,0.0068612361872155666,0.0055672857058752774,-0.01873046247839799,-0.014182384541182425,-0.015476335022522714
RUS,-21.863960560404422,0.39878735,0.16317874,0.28859955,0.12335082,0.2261288,0.0976392,-0.058190787,0.08515105152387424,-0.4580981397450294,0.34059656246250913,0.23040876372402955,-0.5162889267450294,-0.11750157728252025,-0.22768937602099984
RWA,1.124653053215584,0.0015519856,0.00086383783,0.00057119736,0.00045217827,0.00057119736,0.00045217827,-0.00034924099999999997,0.00035666425714482055,-0.00032932871554541783,0.0012027446242462993,0.0002219563644793034,-0.0006785697155454178,0.0008734159087008815,-0.00010737235106611444
SAU,15.428041931559083,0.0008478254,0.0018153476,0.0,0.0,0.0,0.0,-5.624850000000002e-05,0.0005285449607747039,-0.17673131526766928,0.000791576873057276,-5.624850000000002e-05,-0.17678756376766927,-0.175939738394612,-0.17678756376766927
SDN,10.762144362070206,0.016659299,0.011645175,7.6148724e-05,0.00016005487,7.6148724e-05,0.00016005487,-0.01110290425,0.0009957882468377755,-0.0053443913599208566,0.005556394661690712,-0.011026755525525522,-0.016447295609920858,0.0002120033017698553,-0.01637114688544638
SEN,2.025391516057831,0.001734193,0.0018790395,0.0,0.0,0.0,0.0,-0.0008379360000000001,0.0005027411370589573,-0.0029187672351476935,0.0008962569487884044,-0.0008379360000000001,-0.0037567032351476935,-0.002022510286359289,-0.0037567032351476935
SGP,,,,,,,,-2.93265e-05,2.4668938708424412e-05,-0.013578101467189208,,,-0.013607427967189207,,
SGR,,2.380214e-05,7.017568e-05,0.0,0.0,0.0,0.0,,,,,,,,
SGS,,6.048541e-06,2.3169041e-05,0.0,0.0,0.0,0.0,,,,,,,,
SHN,,,,,,,,,,-3.794022010399266e-06,,,,,
SLB,0.06711844551407753,0.0010383497,0.0011385678,0.00022123802,0.00029263156,0.00017978372,0.00022895954,-0.00078097275,0.0007405434316776543,-8.305552819239096e-05,0.00025737694922900196,-0.0005597347295417414,-0.000864028278192391,0.000174321421036611,-0.0006427902577341323
SLE,0.6571203473065322,0.0047191787,0.002448685,0.0041454975,0.0021856572,0.0041454975,0.0021856572,-0.0027121737499999996,0.0005546038317137587,-0.0003037735937902456,0.0020070049079787735,0.0014333237061929707,-0.003015947343790245,0.001703231314188528,0.0011295501124027251
SLV,0.44348395121194367,0.0013124974,0.00093694136,0.0010811724,0.0009557417,0.0010811724,0.0009557417,0.0004184925,0.00055218834697743,-0.0018380883961516949,0.001730989921167791,0.001499664876871109,-0.0014195958961516948,-0.0001070984749839039,-0.0003384235192805858
SMR,,,,,,,,8.872500000000002e-07,1.6336324300976235e-06,,,,,,
SOM,0.09111243970241094,0.007381181,0.005632875,0.0,0.0,0.0,0.0,-0.0032164152499999997,0.00224906252464538,-0.0001702683194060825,0.004164765982631206,-0.0032164152499999997,-0.0033866835694060823,0.003994497663225124,-0.0033866835694060823
SOM,0.09111243970241094,0.0010054781,0.0013941035,0.0,0.0,0.0,0.0,-0.0032164152499999997,0.00224906252464538,-0.0001702683194060825,-0.00221093716311866,-0.0032164152499999997,-0.0033866835694060823,-0.0023812054825247428,-0.0033866835694060823
SPM,,,,,,,,,,-1.71214619234135e-05,,,,,
SRB,-0.13991501468388112,0.0018645936,0.0015848374,0.0014286549,0.0010232237,0.0014286549,0.0010232237,0.0024176974999999996,0.0017564892594045837,-0.012000956124977981,0.004282291092472374,0.0038463523830568787,-0.009583258624977982,-0.007718665032505607,-0.008154603741921103
SSD,,0.01767272,0.012183901,0.008237331,0.005266605,0.008237331,0.005266605,-0.0019021840000000001,0.001182000684976395,-0.0004569047753168808,0.015770535433903693,0.006335147174314022,-0.002359088775316881,0.015313630658586812,0.0058782423989971406
STP,0.024422485039691393,-3.1235348e-07,1.1006962e-05,0.0,0.0,0.0,0.0,-1.0762250000000004e-05,1.373874674961294e-05,-3.917223143436095e-05,-1.1074603478193476e-05,-1.0762250000000004e-05,-4.993448143436095e-05,-5.024683491255442e-05,-4.993448143436095e-05
SUR,0.10088202065000602,0.011746294,0.0054195295,0.011459941,0.005442731,0.0032432664,0.0021589997,-0.00072020525,0.0002325286162409191,-0.0007895686387824716,0.011026088615144253,0.010739735794449807,-0.0015097738887824715,0.01023651997636178,0.009950167155667334
SVK,-0.38270587486624896,0.0015250153,0.0010646797,0.0013581328,0.00091891614,0.0013581328,0.00091891614,-0.0011098014999999996,0.00312926673966735,-0.009358645737570507,0.0004152138373926882,0.00024833130940055885,-0.010468447237570507,-0.00894343190017782,-0.009110314428169949
SVN,-0.14087586325254142,0.0007813193,0.0006298641,0.0007813193,0.0006298641,0.0007813193,0.0006298641,-0.0007686745000000001,0.000732923020222679,-0.003782328025927948,1.264477875801914e-05,1.264477875801914e-05,-0.004551002525927948,-0.003769683247169929,-0.003769683247169929
SWE,-2.245897826817714,0.014514475,0.0071002673,0.012127871,0.005927805,0.0118533475,0.0058152466,-0.0026158237500000007,0.0033049174078799994,-0.01128949965256913,0.011898651379544734,0.009512046943802832,-0.013905323402569131,0.0006091517269756035,-0.001777452708766298
SWZ,0.09179199750487846,0.00054370705,0.00049624476,0.0003914032,0.00041053892,0.0003914032,0.00041053892,2.5684e-05,9.048139406898341e-05,-0.0002885403683316531,0.000569391050383091,0.0004170872131433487,-0.0002628563683316531,0.00028085068205143787,0.0001285468448116956
SXM,,,,,,,,,,-0.0001899871835702138,,,,,
SYC,,,,,,,,-0.0,0.0,-0.00014968211992737242,,,-0.00014968211992737242,,
SYR,2.67660139061804,0.0011980899,0.0010850086,2.187362e-05,3.4496847e-05,2.187362e-05,3.4496847e-05,0.00013783100000000002,5.6203138993001696e-05,-0.00756695555802075,0.0013359209143964052,0.00015970462042604947,-0.00742912455802075,-0.006231034643624345,-0.0074072509375947004
TCA,,,,,,,,,,-9.289200639325266e-05,,,,,
TCD,2.4384318390508817,0.0066787847,0.004114086,0.0010156807,0.0010711333,0.0010156807,0.0010711333,-0.00652435325,0.004247604489907095,-0.0005555970196744379,0.00015443148177552227,-0.005508672524313748,-0.007079950269674438,-0.0004011655378989156,-0.006064269543988186
TGO,0.621485736485544,0.0014788923,0.0013277114,0.00049712096,0.00065500074,0.00049712096,0.00065500074,-0.00034307624999999997,0.0004962395819960185,-0.0005899984253322902,0.0011358160353767872,0.00015404470642462376,-0.0009330746753322902,0.000545817610044497,-0.00043595371890766646
THA,12.757466238366115,0.029014599,0.009763179,0.015183112,0.0055951034,0.013793238,0.0053113424,-0.00941411575,0.0034886700751415646,-0.07522054106267712,0.019600482828214645,0.005768995902731895,-0.08463465681267712,-0.05562005823446247,-0.06945154515994523
TJK,0.07301879046043408,0.0016825625,0.0012402282,0.0,0.0,0.0,0.0,-0.0005313644999999999,0.0004193439842551696,-0.0019075844872613406,0.0011511980207275152,-0.0005313644999999999,-0.0024389489872613406,-0.0007563864665338254,-0.0024389489872613406
TKM,0.5065583550464146,0.0014455218,0.001436288,0.0,0.0,0.0,0.0,-0.0005326344999999999,0.001120747554055625,-0.016779533889211693,0.0009128873333750964,-0.0005326344999999999,-0.017312168389211693,-0.015866646555836597,-0.017312168389211693
TLS,,-7.804951e-06,0.00088056445,0.00012774463,0.00050960976,0.00012774463,0.00050960976,-0.00058019175,0.00038384531224472444,-0.00014053925420839432,-0.0005879967006555544,-0.00045244712188351156,-0.0007207310042083943,-0.0007285359548639488,-0.0005929863760919059
TON,,,,,,,,-1.008925e-05,7.319594677985933e-06,-3.989880291994556e-05,,,-4.998805291994556e-05,,
TTO,0.20021492588068018,0.00031712226,0.00033317186,0.00028702588,0.0003465449,0.00028702588,0.0003465449,6.370449999999999e-05,5.754214663183847e-05,-0.011013852859533938,0.00038082676336821913,0.000350730375877589,-0.010950148359533939,-0.01063302609616572,-0.01066312248365635
TUN,1.2727531829822603,-0.00033393162,0.0011047416,0.0,0.0,0.0,0.0,-8.287875e-05,0.00020525980052017815,-0.008135873441115927,-0.00041681036720596257,-8.287875e-05,-0.008218752191115926,-0.008552683808321889,-0.008218752191115926
TUR,1.7999254417796149,0.017203327,0.006677673,0.003837776,0.002155683,0.003837776,0.002155683,0.004002066500000001,0.004589457845449467,-0.11083033965841067,0.021205393768362047,0.00783984240468526,-0.10682827315841067,-0.08962494589004863,-0.10299049725372542
TUV,,,,,,,,-0.0,0.0,-3.017928175196733e-06,,,-3.017928175196733e-06,,
TWN,,0.0019062567,0.0018605517,0.0008801782,0.00083788374,0.0008801782,0.00083788374,,,-0.07591432692363774,,,,,
TZA,6.805577643430621,0.046553746,0.016588323,0.021976706,0.006825363,0.021807872,0.0068153134,-0.032157945,0.023111793105115592,-0.0032730619108357656,0.014395800865821838,-0.010181239359445572,-0.03543100691083577,0.011122738954986073,-0.013454301270281337
UGA,7.230513941245556,0.014837505,0.0062664985,0.009985582,0.004422431,0.009840617,0.004438077,-0.0032120965,0.0026688835783478825,-0.001401342692395351,0.011625408795872687,0.00677348547170496,-0.004613439192395351,0.010224066103477336,0.005372142779309609
UKR,-1.3746655982345082,0.00714275,0.014142604,0.0018360366,0.003700247,0.0018360366,0.003700247,-0.0009253539999999998,0.0027940394773926635,-0.061344376232084184,0.006217396080674887,0.0009106825647822621,-0.06226973023208418,-0.055126980151409294,-0.06043369366730192
URY,0.20800127637804539,0.009472949,0.0071928618,0.00035126889,0.00058309466,0.00035126889,0.00058309466,-0.0007200062500000001,0.00139890538836534,-0.001884689403845433,0.008752943180346489,-0.0003687373645756395,-0.0026046956538454333,0.006868253776501056,-0.0022534267684210726
USA,27.48368700281458,0.29736248,0.122969076,0.18793823,0.09380549,0.17880553,0.09157839,0.0065474035,0.05174197302486439,-1.4278215242225438,0.3039098800872955,0.19448563174954986,-1.4212741207225439,-1.1239116441352484,-1.233335892472994
UZB,0.9183121557173836,0.0017979819,0.0014896936,0.0,0.0,0.0,0.0,0.00023022699999999992,0.0011462477479745234,-0.029912321795899522,0.0020282089094762206,0.00023022699999999992,-0.029682094795899523,-0.027884112886423302,-0.029682094795899523
VAT,,,,,,,,2.25e-09,4.5e-09,,,,,,
VCT,0.009682198041081736,1.8003191e-05,4.6465942e-05,0.0,0.0,0.0,0.0,3.3407500000000006e-06,2.40964774396591e-06,-6.417478497365641e-05,2.1343941144089215e-05,3.3407500000000006e-06,-6.083403497365641e-05,-4.2830843829567197e-05,-6.083403497365641e-05
VEN,5.78206736801828,0.025330773,0.033892713,0.023901857,0.028025534,0.002296472,0.018640729,-0.0070949082499999995,0.005744707521240884,-0.028785446007047143,0.01823586437341976,0.016806949185703277,-0.035880354257047144,-0.010549581633627382,-0.011978496821343866
VGB,,,,,,,,,,-5.235403844769002e-05,,,,,
VIR,,-2.8061656e-06,1.06950365e-05,0.0,0.0,0.0,0.0,,,,,,,,
VNM,7.61087988167675,0.022088993,0.010694537,0.015746877,0.0074258647,0.015354086,0.0072691897,-0.02766160925,0.012992060786104218,-0.07166255267051645,-0.005572615909269333,-0.01191473265259552,-0.09932416192051645,-0.07723516857978578,-0.08357728532311197
VUT,0.022847797698780092,0.0003252042,0.0004994514,4.6984493e-05,0.000107961794,4.6984493e-05,0.000107961794,3.0299750000000008e-05,0.00012209571095763357,-4.522868321194011e-05,0.0003555039433592409,7.728424265561067e-05,-1.49289332119401e-05,0.0003102752601473008,3.205555944367056e-05
WLF,,,,,,,,,,-6.741832408792378e-06,,,,,
WSM,0.008377651472914192,4.1591957e-05,9.0753645e-05,7.11368e-06,1.7127812e-05,0.0,0.0,-7.837975e-05,8.113742562005526e-05,-6.420738238664323e-05,-3.6787793312374504e-05,-7.126606988747511e-05,-0.00014258713238664321,-0.00010099517569901773,-0.00013547345227411833
XKX,,0.0004108366,0.00028444914,0.00032691154,0.00022147968,0.00032691154,0.00022147968,,,-0.002235014180903685,,,,,
YEM,2.9061691592619083,0.0013272517,0.0016535635,0.0,0.0,0.0,0.0,4.2224750000000006e-05,8.91632912858014e-05,-0.003566896532973159,0.001369476416225493,4.2224750000000006e-05,-0.003524671782973159,-0.002197420116747666,-0.003524671782973159
ZAF,4.783100320701178,0.010879048,0.0143408105,0.0028806345,0.0022791037,0.0028806345,0.0022791037,0.00032284549999999994,0.002171324388888112,-0.120826356495601,0.011201893646307469,0.0032034800071643593,-0.120503510995601,-0.10962446284929353,-0.11762287648843664
ZMB,2.733773688332497,0.032306552,0.015865328,0.02344846,0.011333171,0.02344846,0.011333171,-0.014320944,0.0036981489880051266,-0.001797629207707009,0.017985607933288572,0.009127515804058075,-0.01611857320770701,0.016187978725581562,0.007329886596351066
ZWE,0.44396858220742147,0.008885837,0.005616947,0.0006792737,0.001091278,0.0006792737,0.001091278,-0.0017452275,0.002097266696210173,-0.002859797013872367,0.007140609660050869,-0.0010659538178192079,-0.0046050245138723675,0.0042808126461785015,-0.003925750831691575
