Country,iso,FaWnet_mean,FaWnet_std,FaWnet_skew,FaWnet_median,FaWnet_q17,FaWnet_q83,FaWnet_min,FaWnet_max,FaWnet_tf_mean,FaWnet_tf_std,FaWnet_tf_skew,FaWnet_tf_median,FaWnet_tf_q17,FaWnet_tf_q83,FaWnet_tf_min,FaWnet_tf_max,FaWnet_mf_mean,FaWnet_mf_std,FaWnet_mf_skew,FaWnet_mf_median,FaWnet_mf_q17,FaWnet_mf_q83,FaWnet_mf_min,FaWnet_mf_max,FbWnet_mean,FbWnet_std,FbWnet_skew,FbWnet_median,FbWnet_q17,FbWnet_q83,FbWnet_min,FbWnet_max,FcWnet_mean,FcWnet_std,FcWnet_skew,FcWnet_median,FcWnet_q17,FcWnet_q83,FcWnet_min,FcWnet_max,FabWnet_mean,FabWnet_std,FabWnet_skew,FabWnet_median,FabWnet_q17,FabWnet_q83,FabWnet_min,FabWnet_max,FabWnet_tf_mean,FabWnet_tf_std,FabWnet_tf_skew,FabWnet_tf_median,FabWnet_tf_q17,FabWnet_tf_q83,FabWnet_tf_min,FabWnet_tf_max,FabWnet_mf_mean,FabWnet_mf_std,FabWnet_mf_skew,FabWnet_mf_median,FabWnet_mf_q17,FabWnet_mf_q83,FabWnet_mf_min,FabWnet_mf_max,FbcWnet_mean,FbcWnet_std,FbcWnet_skew,FbcWnet_median,FbcWnet_q17,FbcWnet_q83,FbcWnet_min,FbcWnet_max,FabcWnet_mean,FabcWnet_std,FabcWnet_skew,FabcWnet_median,FabcWnet_q17,FabcWnet_q83,FabcWnet_min,FabcWnet_max,FabcWnet_tf_mean,FabcWnet_tf_std,FabcWnet_tf_skew,FabcWnet_tf_median,FabcWnet_tf_q17,FabcWnet_tf_q83,FabcWnet_tf_min,FabcWnet_tf_max,FabcWnet_mf_mean,FabcWnet_mf_std,FabcWnet_mf_skew,FabcWnet_mf_median,FabcWnet_mf_q17,FabcWnet_mf_q83,FabcWnet_mf_min,FabcWnet_mf_max
Slovenia,SVN,1.0055562259755155,1.2479421564611803,-0.3213331437738348,0.9992071796220665,0.1720930139177656,1.9383289352191995,-9.547040092183435,8.752418337125302,0.8251243888202012,1.1865264930755801,-0.21700488317795127,0.7968336366741162,0.07095025600658973,1.6764584611943485,-9.028118445169651,8.678054904446885,0.7474270224362224,1.165633896627013,-0.1403044661190222,0.7024629105498703,0.023306446934469684,1.5766898594521774,-8.962381255178943,8.641066528569356,-0.6667888823302212,0.642035978706175,-1.7795164749112102,-0.4955543480881791,-1.14437861459535,-0.15214484471574716,-5.094985815929975,0.747165482121319,-3.8591447035959763,1.7462072465090352,-0.7415629971471455,-3.6812947904801523,-5.362036455579636,-2.3196106101192164,-17.215285502536577,0.9467734962173944,0.33808426091721505,1.3256697560976634,-0.9743136749476025,0.4440386337599529,-0.5489640055748048,1.2885889490611215,-10.7944780214821,7.348573345190582,0.15805101845343994,1.2660836088170737,-0.905558478896226,0.2450339126966887,-0.6557460516288768,1.0460333621748854,-10.275671290119355,7.117185156819942,0.08035365206946117,1.2457417309317054,-0.8440725304906872,0.1472417885653287,-0.7039267585522868,0.9349152316620281,-10.209934100128645,7.003779377704794,-4.511442237377896,2.118732353852091,-0.7745651574810407,-4.273289699914306,-6.344760194321502,-2.653590443538811,-19.21701644428285,1.0613604530915992,-3.5026699929633427,2.067457825939487,-1.2208103077811283,-3.168875238900976,-5.171543330750492,-1.754870809630789,-18.658880113721274,1.8265351780977068,-3.682703235427117,2.0911267288914224,-1.1606000529767184,-3.366665575744214,-5.385694033551441,-1.9011028528598304,-18.14007338235853,1.4765795475662098,-3.760400601811096,2.1051166703123037,-1.133894205205253,-3.4508609703696003,-5.47968835055743,-1.955242379764955,-18.07433619236782,1.468981168030222
Sweden,SWE,17.168930801493506,14.716799613573494,0.3689142243894722,15.31533833627089,5.995925708859064,28.731265347075247,-120.11895237159554,116.76779160890862,12.917846949135232,12.026047474193259,0.5798515371982104,11.256765707853882,3.7425356630094693,22.337305562792373,-95.75358089065801,100.80668229610225,11.552730748559794,11.558581196617988,0.5554026448299755,9.733420521351317,3.017316576267025,20.56384164632105,-93.43533610250735,98.55815956714166,-4.452489668333574,3.0069044450177813,-1.0036104627681834,-4.072950081910605,-6.967960867626646,-1.8326979743360068,-23.864143050262804,5.042144772975011,-29.72523614885963,15.215468542915954,-1.017275038202731,-28.04682272945793,-42.72397741742176,-16.411715371739284,-162.15223853746804,11.533302559254183,12.705961619476366,13.966651938911014,0.17949404705035016,10.879598080815082,2.602183845568063,23.495653073622307,-133.7279351543902,98.46293991722654,8.460996781985715,11.466798279163642,0.40137787005175685,6.868394422084714,0.3058407133037562,17.276414065811007,-99.94559062251781,82.49747611626441,7.095880581410278,11.106061219198985,0.36797069102235036,5.364270185666287,-0.5653666857207983,15.41360409426166,-99.95050590853032,80.27527484783212,-33.955227300199226,17.22237626561094,-1.009263815426462,-32.13024753251469,-48.591533067336115,-18.703672297779683,-181.3998099031288,12.599201751053842,-16.736860050285717,17.173131752872354,-0.6535107857141477,-16.108460198398753,-30.42353446950372,-2.406242499592286,-149.71741018541968,75.20237928146722,-20.981824887776362,17.05103558686516,-0.696492716140371,-19.91647287781653,-35.207204119751005,-6.488759236494932,-157.94813073650332,59.60030258642026,-22.346941088351798,17.48131164067988,-0.7111373463861982,-21.354607868669206,-37.14266148618977,-7.337517511252568,-160.88910084834595,58.127324687887025
eSwatini,SWZ,0.03281346212060003,1.1828726882229053,-0.6983407531949125,-0.015874167838268234,-0.5626211060111618,0.7697918473583468,-12.195784814297262,8.922370623340365,0.0407484960520521,0.7237269410222701,0.47917599523563303,-0.027511200048658327,-0.2943108458594186,0.4210092661007461,-8.331333112043371,8.201459582586558,0.08742736657674277,0.7294380740035554,0.6383213775661223,-0.005289157808242061,-0.24198164567027883,0.4771973435640571,-8.209276064381049,8.361601935426991,0.12486878043968204,0.10480415442362419,0.9611487390031209,0.10806521436649322,0.030311158229044424,0.21721143941966806,-0.1773240323622782,0.7225375220999068,0.6976449432846829,0.4463832610039426,0.4685179661587357,0.6668109379672069,0.28634162310852046,1.09417072828637,-0.647989975908493,3.00579713839804,0.15808875308062426,1.191070839428166,-0.452663148232153,0.054478168042919675,-0.44425411722996616,0.9305578030598248,-11.819673976797729,9.407985475528633,0.16578674874898391,0.7359953909374233,0.8342888835039616,0.04687919820344244,-0.16892744156980555,0.5719851644789897,-7.986260795083175,8.590802420798786,0.21246561927367458,0.7452301797276617,0.9677357168194172,0.0766697303827055,-0.11996388148923179,0.6253152151619187,-7.864203747420853,8.750944773639219,0.8138524402809791,0.5289964013321965,0.48952682098558375,0.7734535079243396,0.32781538008929184,1.2794661156841187,-0.7690062809525742,3.2889593025850647,0.8447354771905997,1.3153253377759428,0.5397889896283604,0.6495313713863018,-0.010427994610056553,1.8249262021755073,-9.796502187867315,11.596053939381079,0.8524334728589594,0.9205150556855753,1.4419520051420516,0.6977468976560013,0.1750349696589125,1.5173543069551274,-5.98404970076502,10.676775455775974,0.89911234338365,0.9423351472196735,1.4470454882482982,0.7425677190866532,0.19213284343125714,1.593725394666313,-5.861992653102697,10.836917808616406
Syria,SYR,-8.325267013653082,8.283517099738088,-1.0270009080253257,-6.906812210118662,-15.610469056032956,-0.9608540413454162,-65.35875138112364,15.22787509550499,-5.943195586665124,5.519588159079441,-1.0114961363455917,-5.059403424728371,-10.853469362898158,-0.9734961635129318,-46.13644501259097,9.958514316320855,-4.590219189625072,4.230486130863524,-1.0006236829812711,-3.907890682858673,-8.335642054501289,-0.7644158917036462,-35.116345591848614,7.263208085373789,3.2240700996794263,2.6698839400928165,0.6867529979836253,2.935061797585978,0.7954552252198591,5.648192829795553,-4.553097197861295,16.169097846785455,20.718587344615266,16.003466375120166,0.4183070485451351,19.881049698189216,5.624698357245108,35.39220511852058,-30.815475432730622,95.20133843043328,-5.0894145356947025,6.65008608647874,-1.0371030357201276,-3.6838663694409197,-10.788808359974379,0.03287819429099399,-52.86966263433762,27.11140482279464,-2.714228383183997,3.874267710544748,-1.1396475272391928,-1.9207433105736378,-5.894740175810779,0.16253040609974098,-33.681552778372726,16.407963279837315,-1.3612519861439456,2.7570443455879046,-0.8688975111936168,-0.8651563932511926,-3.5556545343594266,0.5181651190951255,-22.66145335763036,14.382247750868862,23.69172158883184,18.3136648317743,0.416545340337612,22.745447935984686,6.417969312943149,40.5239888879978,-34.74022309684711,110.26781572443132,15.310519974120828,13.106116376159818,0.9339608952597475,13.580874836793726,3.7601960735825695,26.75907644199263,-27.68956276027879,97.32983081290317,17.685706126631537,14.088251803649797,0.6018510535958411,16.624164618720688,4.687357559211339,30.365931288462182,-29.138210009699197,92.65673902908091,19.03868252367159,14.95817005027279,0.5218434581686262,18.05422852908569,5.114847034623198,32.73729451442339,-30.427593644204965,95.27811161117477
Chad,TCD,-4.1505144639852665,13.048229263548562,-1.9501136550764135,-3.1703919720664704,-11.906037605713086,3.9286594035251485,-186.06459110479054,109.68779585503421,-4.731621174514559,4.253429898639314,-2.378330070532779,-3.994098601788544,-7.895501752691765,-1.2587759069604354,-60.7574698716744,11.343345665343069,-3.5193577784197334,3.5767869163587487,-3.0644137986269557,-2.9530723363432325,-5.992407188862995,-0.7913488742400132,-57.31809820454491,14.598000031014717,-1.2878662166965984,3.8935450229709465,-1.3442898961510847,0.1358344515962771,-4.97317407487059,1.8621982114446674,-30.70214810311131,9.312887003305459,22.496602216356376,11.392115993028082,0.29276535127926506,21.883142231179033,12.268730032122932,33.1088273502122,-14.756388242354538,76.4414199358917,-5.427798690843474,13.533161769919143,-2.2085033522881705,-3.4223138538662834,-13.668534241005501,2.606644073748153,-183.94690482848657,95.15195163242126,-6.015087603224991,6.291790879090228,-1.687598802326063,-4.644498571840694,-11.201084460558336,-0.8217075807915002,-61.14343914643203,14.384184109941648,-4.802824207130164,5.691895747713532,-1.8357081904677717,-3.4213612918800624,-9.45192455685416,-0.269651916143952,-58.33953848849252,17.638838475613298,20.9838296068073,10.361995293101359,0.49369713707335566,19.959451623930295,11.90056600599342,30.385084482712948,-13.880429058295862,78.84092919609711,16.78324523797021,15.660001004974198,0.1872512962057342,14.476417568690811,5.318553660386501,28.799875745370134,-136.45667106237246,152.39556794664315,16.19595632558869,8.956361576605744,0.7068842672180861,15.088681353086997,8.39559314062046,24.142922832824908,-19.820252758023393,84.84346050424783,17.408219721683516,9.32003932258615,0.6469488636596004,16.32483714037997,9.3279755848789,25.680626498327857,-17.016352100083886,85.41844789942296
Togo,TGO,-1.204591339026615,2.981588136014101,-0.5891947771697021,-1.073192307231633,-3.0259493597979343,0.4970088185645755,-38.15270384486078,35.025127852122274,-1.089405307863137,1.49996000662088,1.7113569347275175,-1.0193340361561232,-2.1313658005860927,-0.16708519148667117,-14.905630193059665,22.52604892058408,-0.7725112174911863,1.3824671632257073,2.4830369270009385,-0.7424754374965128,-1.6411888945024324,-0.054154890536932,-14.177520352542807,23.572258697151177,0.5167821792223093,0.5870184957531279,0.10580804464883278,0.49207557799996343,0.015948500482419168,1.0200699756148686,-2.7464390059176957,3.484639731654625,5.598624226439289,3.0641236300575594,0.5282494441073095,5.312875403581575,2.861833745473579,8.446114168199871,-3.6052913314892097,20.763660656472386,-0.6850442693919849,2.993541861633543,-0.31951177521077867,-0.6602626259274548,-2.436822573607767,1.055877421375506,-38.737486109662775,37.512443767300944,-0.5714725975317555,1.5150235718193674,2.1724244029283977,-0.519897182615685,-1.5466706537795076,0.2101241124638905,-13.409550931953909,25.01612720192763,-0.25457850715980496,1.4311534224554785,2.835491886219241,-0.25422590234364795,-1.067637564601335,0.4067363571898659,-12.681441091437055,26.062336978494724,6.056627711763922,3.322408385383744,0.5721492584437662,5.724357245487292,3.0924544771902744,9.11100083302759,-4.006472869154951,23.030133237431425,4.8389478184774,4.0591874015427605,1.3943686557975339,4.127569495061486,1.7644099197867131,7.8663640501653616,-26.356398946250696,57.98619029737007,4.95251949033763,3.112285397433818,1.4304932847327407,4.501448341484572,2.332425974280555,7.458228697799282,-3.675306692609089,45.48987373199675,5.26941358070958,3.240797973732611,1.311563091423017,4.824637527694309,2.513143476556478,7.945770658207566,-3.71324921281063,46.53608350856385
Thailand,THA,-25.2617845268367,44.45041230406514,-0.5646822862297273,-22.30566980018558,-52.52894470729371,0.057816509115942334,-462.3909146693577,310.5782521072207,-19.087533700302018,23.118714721624556,-1.0329388788773741,-16.16462666745189,-35.127772340642146,-3.8539349981582594,-252.94146074091879,129.64490582323717,-13.434550555108814,18.82134998314915,-0.7231038097728838,-11.577476922957997,-26.016806116441003,-1.901921936266979,-218.02171960158728,128.32471761546245,9.313665595365606,5.881433121039775,1.0438072188211291,8.377926743631809,4.1632916099385335,14.3476442355466,-8.960281326249252,48.609916058912894,76.53199330183631,37.017285519823176,0.6428749498335163,72.14530408385964,43.282142172929504,110.28183122988963,-26.35571917741379,273.28687189945026,-15.89066911476489,43.509702866219506,-0.357177068706413,-14.023689174538696,-41.58345083102953,7.3811453114130385,-454.47709147683025,337.05828134547664,-9.749984507629737,21.913434904114006,-0.7362704566942383,-7.867729209842178,-23.968938161307133,3.667627157588337,-245.12429279766752,145.72672016954374,-4.097001362436535,18.060088029373922,-0.2564920118436934,-3.408412765885575,-15.15942619338793,6.250140460504665,-210.20455165833604,139.25245571353474,84.62471852706547,40.9982696558859,0.6483719064016211,79.82869832199928,47.54470511996082,121.58214390461114,-30.689618007281794,306.98852649706646,59.09110322267256,51.205639418478846,1.0101093948767974,51.5039866845716,22.519778821135755,95.32188087503627,-299.41374308966516,462.1455813225946,65.23178782980771,37.65852544903278,0.9193060909472504,60.024103686045486,32.70411721230485,97.14486013142587,-128.15062804444938,299.54549518980235,70.88477097500092,38.34583781519826,0.8792827489202721,65.94154773569105,37.07995237265777,104.40468623739336,-74.22893604890277,309.91280036515127
Tajikistan,TJK,0.8143922238305082,2.165224046158271,0.5483948515621716,0.6639006035337054,-0.48941135450480966,2.10050401787751,-20.284070442495157,21.216379836080844,-0.170100892442753,0.5845895350486252,-0.5065594155305827,-0.12044648409998698,-0.6578592687516998,0.3131484366435657,-4.469024790452799,3.496451074787137,-0.13124020001928513,0.4499432594618579,-0.5009308673200453,-0.09449508572364489,-0.5071861088691312,0.24189864032142547,-3.3941621990716566,2.609876631469335,-0.24259787418544246,0.3220658539402264,-0.29374636468384624,-0.21921090145682534,-0.5441506644846811,0.05414387301293716,-1.7308834641983586,1.390237529165205,-0.47890396417673975,1.5461034466610084,0.23468021270601017,-0.5190361147568334,-1.8697240205320873,0.9165252807345006,-7.655594196045801,7.536795651170846,0.5721296939971002,2.174490486299274,0.5728994795147238,0.4258592228280859,-0.7232935345253669,1.8545722999826406,-19.606488249196648,22.0367595415889,-0.4125593940798699,0.6366285085493867,-1.023742369699379,-0.3067444675163,-0.9551226788864188,0.09245880158122168,-5.5215969421673465,2.9171827850444156,-0.37369870165640207,0.5243442589282373,-1.1626402910909361,-0.2647162391184832,-0.8245822714650423,0.03801436304126089,-4.477171996985848,2.0306083417266123,-0.7286545705791868,1.619387912710563,0.21636021402588157,-0.7932334863144728,-2.1780278138953744,0.7372119380644633,-8.512998106886954,8.69260196064063,0.08413369559407913,2.6378825534039194,1.3618305869855485,-0.4069890023688659,-1.7876975246682523,1.9797841883963494,-18.619550416590712,24.752400544718295,-0.900555392482891,1.1863080246953197,0.3434910432601823,-0.9642890236166066,-1.9311243561356821,0.12417781174245068,-6.409769630136737,6.647162714836641,-0.8616947000594232,1.2719304772909186,0.2989212754175021,-0.9220905108836058,-1.9711192916360933,0.25867733611747434,-6.76784435037297,6.444670075989192
Turkmenistan,TKM,-0.8372382141028549,6.182679249478223,-0.8520832229554298,-0.32761476134743067,-4.28964118996602,2.4542099545003753,-59.75946142628101,44.268611060546775,-1.1198326687225693,1.3136560767915995,-0.9986083740652245,-0.9118392479918808,-2.262492089716607,0.0038496251599619232,-10.850453957944646,3.9285869763794694,-0.8652501603332264,1.00854600488303,-0.985541022185159,-0.7050258072783899,-1.74036517205682,0.0007396178224012909,-8.240768935875996,2.9324383853910376,0.2584921658977118,0.8344404489460476,0.10827794753715374,0.2811435545582647,-0.552857354733577,0.9961044705326642,-3.2085914409158285,3.986589739671916,-5.8083090439308265,3.8099637093898013,-0.48635401057939326,-5.51943093881768,-9.287784305109367,-2.31995751737195,-24.671385706579542,5.627665392145789,-0.576535160324616,6.1595736577733575,-0.7275083445953631,-0.21524187360378605,-3.9289763544671716,2.7393216014829727,-57.98361271089958,46.229460283690294,-0.8604219774148775,1.2912300575186912,-1.6870272216982716,-0.5195392068424034,-1.8540949657001484,0.07055010670062208,-13.33298405408824,4.092194832799406,-0.6058394690255348,1.0627201970072446,-1.8422066434940159,-0.291741147659748,-1.380255230133656,0.09689559310401316,-10.723299032019586,3.6228053822477184,-5.596987836647991,3.650842250117641,-0.6586495546304741,-5.232754411064737,-8.863311395461213,-2.3438844256873943,-28.170666363263642,6.226074165331013,-6.444752173219108,7.6193932862440406,-1.5528794596283915,-5.080580830703065,-12.25280285536567,-0.7929415778239738,-74.93132414944678,29.13360152812261,-6.728638990309369,4.723105811201809,-0.5813393843377024,-6.354672997332299,-10.98979730653299,-2.4375145715257434,-33.590727335385694,7.7418498209062765,-6.474056481920027,4.4678752821461405,-0.5839588694927903,-6.120129158247553,-10.498758924206392,-2.4259989304374203,-31.592123530329353,7.388745810423902
Trinidad and Tobago,TTO,-0.4878258221183629,0.810349583055326,2.606810120599408,-0.43753526121582653,-0.960652882005276,-0.10777103809772987,-8.612942147465109,12.408291587753354,-0.26574876264278563,0.7750988860763162,4.036362070180031,-0.26476413626164874,-0.6465201659817541,0.0047208506445815795,-7.838875566234344,13.538848400679733,-0.16214033070792241,0.7618654999881742,4.57827068910909,-0.1850735356082901,-0.49479713696582156,0.05518581232218457,-7.520254941491969,13.841085219916001,0.28017887857595436,0.1890031334258101,0.9682553876073472,0.2526551751470179,0.11482452889995833,0.44241425907829174,-0.2387679633981735,1.3756887914664595,-5.004764386906461,4.603732783774352,-0.47532281174025065,-4.76746054412592,-9.109490363872784,-0.647458347056461,-32.71866842174738,9.720897886231384,-0.20674195347594096,0.7780241045226876,3.6580186061032314,-0.20321039002260638,-0.6005827847562988,0.07581281551874851,-7.454475436838877,13.068331264422,0.014805755659669807,0.7702783762717621,4.800597160999342,-0.05407779495781015,-0.30579461763602367,0.2595448446858736,-6.674138662893954,14.189303901743509,0.11841418759453307,0.770573371792043,5.097014770063075,0.013004989342585944,-0.18164640878178465,0.35591975644989576,-6.352465218802289,14.49154072097978,-4.743789971940394,4.458866081154977,-0.4773823117650641,-4.512765126512672,-8.730823529216186,-0.5289482876475134,-31.70693384648018,9.498455588616435,-5.23588958411592,4.73001869463429,-0.5376781987806276,-4.949071358717264,-9.476102792937832,-0.7761584440586684,-33.225486651909705,10.319060714851348,-5.014341874980309,4.616067833176306,-0.5339852300558822,-4.728500156484351,-9.163681594338296,-0.6643250008942185,-32.708892067383545,9.768262235932506,-4.910733443045446,4.561875935730737,-0.5350533804093035,-4.627792579561698,-9.020847662028238,-0.6074967117455525,-32.50775147635153,9.705410052714171
