Country,iso,CSCC_mean,CSCC_std,CSCC_skew,CSCC_median,CSCC_q17,CSCC_q83,CSCC_min,CSCC_max,CSCC_gtc_mean,CSCC_gtc_std,CSCC_gtc_skew,CSCC_gtc_median,CSCC_gtc_q17,CSCC_gtc_q83,CSCC_gtc_min,CSCC_gtc_max,Fa_mean,Fa_std,Fa_skew,Fa_median,Fa_q17,Fa_q83,Fa_min,Fa_max,Fa_tf_mean,Fa_tf_std,Fa_tf_skew,Fa_tf_median,Fa_tf_q17,Fa_tf_q83,Fa_tf_min,Fa_tf_max,Fa_mf_mean,Fa_mf_std,Fa_mf_skew,Fa_mf_median,Fa_mf_q17,Fa_mf_q83,Fa_mf_min,Fa_mf_max,Fb_mean,Fb_std,Fb_skew,Fb_median,Fb_q17,Fb_q83,Fb_min,Fb_max,Fc_mean,Fc_std,Fc_skew,Fc_median,Fc_q17,Fc_q83,Fc_min,Fc_max
Estonia,EST,-0.05911460447544001,0.04141112107128311,-0.8071700318167152,-0.05548329427509989,-0.09527432334301882,-0.021960904597349163,-0.5203233647726877,0.08171533159361634,-0.21659591079801224,0.15173034760518134,-0.807170031816714,-0.203290790223966,-0.349085120728821,-0.08046475444468733,-1.906464808527128,0.29940497495901025,0.0017955371,0.003026603,0.5720261931419373,0.0017940297,-0.0007237206,0.0040590344,-0.009508644,0.016737904,0.0015723326,0.002507785,0.5320919752120972,0.0016694384,-0.00049881736,0.0031428882,-0.0069729732,0.013575701,0.0015723326,0.002507785,0.5320919752120972,0.0016694384,-0.00049881736,0.0031428882,-0.0069729732,0.013575701,-0.0001754115,0.000319573991035582,0.8846309577136234,-0.00030338,-0.0003805088,0.00030091190000000004,-0.0006383200000000001,0.0005144800000000001,-0.004139773614802207,0.0010598917359112326,0.3558915363141901,-0.0045322785332237246,-0.005102334945996734,-0.0030335574344948755,-0.00535857642154222,-0.00251043966427487
Ethiopia,ETH,2.0146199828043128,1.4279284313923424,0.5357793111856739,1.903728531950657,0.7002191030148883,3.3024965475336514,-2.866870208043052,10.785232712263351,7.3815676169949995,5.231929772621543,0.5357793111856753,6.975261341067207,2.565602793446551,12.100347350163299,-10.504212442269745,39.517092657732924,0.050935205,0.032981955,0.22498548030853271,0.04927194,0.022911167,0.0798633,-0.07367791,0.16841929,0.015382712,0.009843079,0.038799989968538284,0.015229844,0.006497534,0.023945158,-0.013098557,0.055045977,0.015175381,0.009687754,0.10067477822303772,0.014764553,0.006487698,0.02365024,-0.013098557,0.055180375,-0.01725881775,0.03191115384763465,0.3142178358643706,-0.0187716,-0.058255489,0.00022029719999994406,-0.06898175000000001,0.04684397,-0.004144937190564083,0.0008027670168708924,0.4987426772588468,-0.0043070399941731,-0.004873026042602945,-0.0033779671845243315,-0.005185420413319651,-0.00266949480994503
Finland,FIN,-0.4942096497227712,0.2953479515681305,-1.061051125321592,-0.46136993553007266,-0.7472506048768363,-0.23414080643457247,-4.331319697899322,0.38530202162415633,-1.8107841565842335,1.0821548945456303,-1.0610511253215928,-1.6904594437821863,-2.737926216268728,-0.8578919147762737,-15.869955373103116,1.4117466072309088,0.009680909,0.012458164,-0.9588011503219604,0.010410786,-0.000952072,0.021010838,-0.06178967,0.045322552,0.008842223,0.011411457,-1.0005772113800049,0.009664995,-0.0010352095,0.01977947,-0.056600332,0.0393128,0.008740692,0.011356481,-1.0108340978622437,0.0095485775,-0.0010169208,0.019430894,-0.056600332,0.0393128,-0.00593503475,0.0038541790500216224,-1.439348083602938,-0.004416740000000001,-0.0089342678,-0.0026863996,-0.01741007,-0.00257214,-0.011885425764192145,0.0013602237842301778,0.08125462698233082,-0.012124590611353701,-0.01294360534934499,-0.010303477074235824,-0.0141154475982533,-0.00992549126637555
Fiji,FJI,0.013633773687766653,0.008872068876576596,0.765810236415301,0.01256262170202584,0.005675029675005537,0.0215099545729776,-0.015725523259092832,0.07528551661606524,0.04995414679197701,0.032507260363776644,0.7658102364153017,0.04602944591622268,0.020793308729220288,0.07881247355538994,-0.057618317221316134,0.27584613288126303,0.00049687515,0.002213181,-0.7674242854118347,0.00029291667,-5.1535165e-10,0.0017286709,-0.010007905,0.010183984,0.00024693302,0.0014104247,-2.5264761447906494,2.3964397e-08,-6.6246844e-09,0.001156404,-0.009088831,0.0051509216,0.00024693302,0.0014104247,-2.5264761447906494,2.3964397e-08,-6.6246844e-09,0.001156404,-0.009088831,0.0051509216,5.7844000000000004e-05,0.00010257307780934552,-0.20017023222876792,7.631e-05,-3.91865e-05,0.0001475849,-0.00019594,0.00027655000000000003,-0.0003251725290763668,3.4108657205268965e-05,0.01576604603431532,-0.0003215,-0.000363091640625,-0.00029204548482499997,-0.000370961038961039,-0.00027400000000000005
Falkland Islands,FLK,,,,,,,,,,,,,,,,,0.00023813228,0.0004700652,2.003450393676758,0.00014889763,0.0,0.00044179495,-0.001921757,0.0033972666,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
France,FRA,-0.18750704234846516,1.520269227511784,0.06457795994722013,-0.18476192223597845,-1.6092113940868102,1.2111573125694246,-8.692477376500067,8.152825027845894,-0.687025803164776,5.570266449603176,0.0645779599472197,-0.6769676830726251,-5.896150547934073,4.437680393254372,-31.849237107496247,29.871950902027358,0.00860011,0.03811069,-0.05430654436349869,0.012195298,-0.018659148,0.034153678,-0.100377,0.16878815,0.008022737,0.01910054,-0.1025758907198906,0.009436877,-0.005419617,0.021705322,-0.052765474,0.07877631,0.0028780326,0.017650183,-0.20489807426929474,0.004853748,-0.00876048,0.015262737,-0.05334547,0.072789565,0.01154567675,0.00938815561199443,0.2814561576415588,0.01111474,0.0015817287000000004,0.022102882699999996,-0.00218537,0.030492750000000002,-0.08746808330836477,0.006217335216257669,0.22387960647335944,-0.08853459422170354,-0.09158372741052961,-0.08184786023945387,-0.0978992953992555,-0.0765529190785552
Faroe Islands,FRO,,,,,,,,,,,,,,,,,4.3914065e-06,2.0581967e-05,1.893710970878601,0.0,0.0,1.9904019e-06,-8.254957e-05,0.00010773656,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,-0.0001916979839810852,2.120303354011681e-05,0.01135930749784002,-0.0001955,-0.000211000913775,-0.00016918,-0.00022346725731085202,-0.000163
Micronesia (Federated States of),FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.519e-05,1.878146003444996e-05,0.8084528748771802,7.16e-06,-0.0,4.52639e-05,-0.0,4.557e-05,-3.8946026557293314e-05,1.194169446109821e-06,0.4955327691984717,-3.9e-05,-4e-05,-3.79445441375e-05,-4.06781068229331e-05,-3.7e-05
Gabon,GAB,0.10315233415102776,0.05974744815747442,0.483026205183475,0.09849027368451453,0.04872401542122931,0.15733953608901163,-0.09967385225840701,0.4700573438235788,0.3779501523293658,0.21891465004898628,0.4830262051834741,0.3608683627800613,0.17852479250338418,0.5764920602301388,-0.36520499467480333,1.722290107769593,0.01864404,0.012109979,0.44737672805786133,0.017654262,0.0085083805,0.028421545,-0.017744094,0.064714245,0.017833583,0.011867459,0.4825303554534912,0.016865265,0.008222506,0.026886273,-0.01910696,0.062869504,0.013433679,0.009041547,0.2535601556301117,0.012845358,0.0053656646,0.020639433,-0.019242147,0.044059213,-0.00213823825,0.0008814486283557268,-0.8981827406833381,-0.001986245,-0.0027119315,-0.0013830668000000001,-0.00436873,-0.00074237,-0.0008831955749172213,8.808216833295878e-05,0.06796404124669678,-0.0008786358764649666,-0.000973828891345334,-0.0008146006988042504,-0.00101372430554348,-0.000733856482075296
United Kingdom,GBR,-0.9683383343840309,1.398510227370895,-0.23721694859898176,-0.9381172767477439,-2.214227282890445,0.30800054476890604,-10.123627855134744,5.8407503359364075,-3.54799165718309,5.124141473086959,-0.23721694859898165,-3.4372617020037337,-8.112928764510592,1.1285139960332717,-37.092972461213705,21.400509230871,0.004495315,0.010223626,-0.6512640714645386,0.004746494,-0.0037879653,0.01167541,-0.05206623,0.039915442,0.00036357806,0.0013190384,-2.1406161785125732,0.00033157162,-0.00020090166,0.0010829533,-0.009965388,0.0050865444,0.00036357806,0.0013190384,-2.1406161785125732,0.00033157162,-0.00020090166,0.0010829533,-0.009965388,0.0050865444,-0.00303592425,0.0015864463535983737,0.7314462366300961,-0.0036795200000000004,-0.0042151796,-0.0012098512000000001,-0.00543503,0.00011970000000000001,-0.10520653707100744,0.01399912559265849,-0.28981606872857585,-0.10468025330715551,-0.1173972567289665,-0.09168505401613163,-0.13035242021847002,-0.085653596906008
Georgia,GEO,-0.0018187789526022745,0.03365643509559119,0.12421386940406696,-0.002192817920611324,-0.03372866102887243,0.02903664103456245,-0.18713656698003756,0.1878175983555292,-0.006664006082334731,0.12331717819024615,0.12421386940406705,-0.008034484861119892,-0.1235818140097886,0.10639025275063681,-0.6856683814148576,0.688163680374659,0.0017533173,0.0034979777,-0.17269715666770935,0.0020679438,-0.0009878173,0.004841842,-0.008298955,0.014643556,0.0010926975,0.00191104,-0.6280900835990906,0.0011676792,-0.00033840176,0.0027984185,-0.006020452,0.0057947678,0.00090559386,0.0017260519,-0.6471764445304871,0.0010307769,-0.00039074002,0.0024284122,-0.0050739003,0.0057947678,0.00147472875,0.0006366643626251273,1.0270597935605048,0.0012194250000000001,0.0010648326,0.0023296544999999993,0.00052852,0.00274273,-0.00276011615827471,0.0002865120071659718,0.6294944082122579,-0.00276137824281118,-0.002995539498882745,-0.0025564597498320078,-0.0031675411522611202,-0.00218594471416192
Ghana,GHA,1.1392598798358717,0.6536929646609883,0.5339908170017503,1.0781128249849878,0.5488859233008119,1.7322653182461485,-1.1679358795523627,5.018685823107293,4.174248199718635,2.3951310225178615,0.5339908170017493,3.9502053907449963,2.0111180229741747,6.347020126053888,-4.279317062679857,18.388464855865124,0.0073309653,0.016051365,-1.373389482498169,0.007849058,-0.0037147186,0.020549929,-0.077663966,0.0482075,0.004030581,0.0076871403,-0.7715609073638916,0.0046070125,-0.0018544965,0.010190633,-0.032002203,0.02715801,0.004030581,0.0076871403,-0.7715609073638916,0.0046070125,-0.0018544965,0.010190633,-0.032002203,0.02715801,-0.0026741875000000003,0.0034681650627168825,0.26635405245854804,-0.003060745,-0.0063861553,0.0019045631000000002,-0.0078937,0.00334887,-0.004209249120437552,0.0007988086486248264,-0.40798801557641556,-0.003980074208041945,-0.0051786489992390545,-0.00348166905452244,-0.0053932158474712805,-0.00322889728086885
Guinea,GIN,0.5475981824198064,0.3098324156710548,0.42924402052335253,0.524738246506061,0.2657852212382492,0.8301234158440002,-0.5336299903868413,2.2942939988059567,2.0063997403861715,1.135225971018745,0.42924402052335053,1.9226409351982077,0.9738370506169451,3.041572195652417,-1.955220284777387,8.406293211625027,0.0076468266,0.009339213,0.19510401785373688,0.007764088,-5.4315453e-05,0.015692823,-0.022074444,0.04348673,0.0059601595,0.0072321566,0.03659304231405258,0.006661878,2.936893e-05,0.012127859,-0.016923407,0.0351275,0.0059601595,0.0072321566,0.03659304231405258,0.006661878,2.936893e-05,0.012127859,-0.016923407,0.0351275,-0.004596976250000001,0.0011148561562675375,-0.7051667265784448,-0.00453545,-0.0056866008,-0.0035004042000000004,-0.0077240500000000005,-0.00325493,-0.0008943080084727262,0.0002467127881204197,-0.038419118942235354,-0.0008735,-0.0011554994583588985,-0.00063234,-0.001228,-0.000576
Gambia,GMB,0.06626117769823796,0.0386793178855862,0.5257308727257086,0.06260888389199573,0.030876304963897445,0.10192207426452797,-0.06350281376763764,0.2992000435709422,0.24278095508634387,0.14172102073278786,0.5257308727257086,0.22939895058027238,0.11313078138772024,0.3734424801052305,-0.23267430964462432,1.0962689596439323,0.00018033772,0.0005778115,0.2675226032733917,7.095129e-05,-2.2157803e-05,0.0005067014,-0.0025159153,0.0028737495,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.00027755725000000003,0.00025731358950418,-0.6887543680754138,-0.000294465,-0.0005532647000000001,-1.4745000000000007e-05,-0.0009385099999999999,2.146e-05,-0.00017044080262165222,2.8884669739641306e-05,0.4992157294411719,-0.0001695,-0.0001963923799,-0.00014913000000000003,-0.000207317856216522,-0.00011600000000000001
Guinea-Bissau,GNB,0.05511149605580654,0.030939994191777287,0.4650372749430312,0.05241096314136842,0.026916758861446496,0.08363116557799592,-0.050216662720772465,0.2331867146549841,0.2019285215484752,0.11336413871867199,0.4650372749430304,0.19203376894997393,0.09862300446833996,0.3064245906777771,-0.18399385220891032,0.8543961224958618,0.00083696895,0.0022225534,-0.36560922861099243,0.0006718151,-0.0005696893,0.0022493063,-0.013280913,0.010287797,0.00058661023,0.0015977896,0.3892926275730133,0.0004281141,-0.00033908352,0.001673324,-0.005200236,0.007851329,0.00058661023,0.0015977896,0.3892926275730133,0.0004281141,-0.00033908352,0.001673324,-0.005200236,0.007851329,-0.000476122,0.0002703376666622878,0.22506116705776663,-0.00059223,-0.0007314042999999999,-0.00015026950000000008,-0.00082238,-8.751000000000001e-05,-8.036805084076596e-05,6.875089341804633e-06,0.8850808308171974,-8.300000000000001e-05,-8.573218287660001e-05,-7.365e-05,-8.8e-05,-6.7e-05
Equatorial Guinea,GNQ,0.08935605976612897,0.05341441670766923,0.5387159077693764,0.08478927725395097,0.04064096841924086,0.1377827104844268,-0.08952822212164191,0.4230873599561034,0.32740060298309653,0.19571042281690004,0.5387159077693766,0.3106679118584763,0.1489085082880985,0.5048358512149398,-0.328031405853696,1.550192086879163,0.0017893116,0.0014156445,-1.3583664894104004,0.0018880083,0.0005812212,0.0030355891,-0.0072454405,0.0048343115,0.0016782486,0.001364076,-1.4453061819076538,0.0016224561,0.0005404393,0.0030053155,-0.0072454405,0.004634195,0.0014450587,0.001186829,0.11421030759811401,0.0011694413,0.00045366958,0.0026176858,-0.0034628375,0.004634195,-0.00078445025,0.00039788870741018945,0.41992006290785683,-0.000785085,-0.0011029543,-0.00044318760000000004,-0.00168811,0.00027043,-0.001583677803032529,0.00028054151330922643,0.10041441749041927,-0.00154723273996694,-0.0018563685929286998,-0.001357007573335333,-0.0019891567765073703,-0.00112014582275364
Greece,GRC,0.2150815310510133,0.26326664517042625,0.5618871277018499,0.1966768480434044,-0.034864795534578,0.44775670480026586,-0.8316048407513427,2.0670681088495324,0.7880587297709128,0.9646089879044418,0.5618871277018492,0.7206239712310338,-0.1277446108386938,1.640580566388174,-3.04700013651292,7.573737550824688,0.0044967355,0.008720367,0.1245168074965477,0.003875084,-0.0020651126,0.012526588,-0.019923635,0.034382284,0.0017662486,0.003589558,0.035152532160282135,0.0016408178,-0.00094440056,0.004814069,-0.008171644,0.01395147,0.0017662486,0.003589558,0.035152532160282135,0.0016408178,-0.00094440056,0.004814069,-0.008171644,0.01395147,0.00157823575,0.0019279207991537615,1.1578668620005552,0.0008817250000000001,0.0003628875,0.0037417656,-0.00204623,0.00654328,-0.018835923871396203,0.0025398370745488247,0.2793494034724591,-0.0195329845307744,-0.020925193201642104,-0.01577952324241943,-0.0223016538946484,-0.015163256926666601
Grenada,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.630750000000001e-06,1.3776928016685108e-05,1.153672997455045,2.3650000000000002e-06,-0.0,2.76528e-05,-2e-08,4.0140000000000005e-05,-7.94987544746146e-05,8.492058060076303e-06,0.39598746817825686,-8.1e-05,-8.735156684868862e-05,-7.206e-05,-8.999999999999999e-05,-6.4e-05
Greenland,GRL,,,,,,,,,,,,,,,,,0.0005596766,0.002527687,0.6531233787536621,0.00015449266,-0.000612654,0.001940737,-0.007851546,0.011727995,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,-0.0001493796163360071,5.711316424795916e-06,-0.5355304064138514,-0.000148535766921397,-0.0001541284465065504,-0.00014360823498908267,-0.00016038022449544302,-0.000142634170305677
Guatemala,GTM,0.5825732005924836,0.3520628603390454,0.3702640777034828,0.5621739714656739,0.2559565896547083,0.905899303094394,-0.5973251491246738,2.5523067536297592,2.134548206970859,1.2899583202822624,0.370264077703486,2.059805431450229,0.9378249444948513,3.3192150465378596,-2.188599346392805,9.351651945299439,0.00835971,0.008186842,0.7785203456878662,0.008079937,0.0015042546,0.013962888,-0.01298818,0.04387341,0.007636734,0.0073900297,0.4717040956020355,0.0076576006,0.0015407895,0.012954947,-0.012241024,0.032964908,0.0071887914,0.0066960463,0.4374306797981262,0.0072366493,0.0016730058,0.012197942,-0.009336228,0.032964908,-0.00657371725,0.0035851945864839446,-0.25192783659780066,-0.007218205,-0.0087003282,-0.0032966352000000005,-0.01576371,-0.00026379,-0.00463844283092558,0.0006248881786337923,0.6818912245571935,-0.004695905865184735,-0.005250896657784595,-0.0040665586837580715,-0.00529081910730923,-0.00348898534043
Guyana,GUY,0.015829339119767163,0.00872434968152645,0.44128181172755804,0.015240648899786616,0.007914227837028082,0.023707398955813377,-0.015562948314341843,0.07111887961987592,0.05799869853482688,0.0319660172331129,0.441281811727559,0.05584173756881816,0.028997730794870894,0.08686390977410022,-0.057022642623748516,0.2605795749272254,0.014588398,0.016725909,-0.07400527596473694,0.014763419,-0.0006864515,0.028154762,-0.046245486,0.06542432,0.014073479,0.016110051,-0.21872323751449585,0.014517931,-0.00048322757,0.026167946,-0.05015099,0.06388759,0.00413697,0.0046860897,0.3753810226917267,0.0040528355,0.0,0.007735491,-0.0070207454,0.022776263,-0.0011366725,0.0009111303309815864,0.19107177094909755,-0.0012424250000000001,-0.0019564193999999997,-3.9304300000000084e-05,-0.00310839,0.00077346,-0.0006897062880055181,0.00014601156176518033,-0.5462777624972939,-0.000665617526247206,-0.000828628108380259,-0.0005427449883781023,-0.000932588313310457,-0.0005200000000000001
Hong Kong S.A.R.,HKG,,,,,,,,,,,,,,,,,0.00013916842,0.00061238545,4.8406829833984375,0.0,0.0,9.0853064e-05,-0.002159196,0.0058546215,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,-0.010950593962079508,0.0013972334046275722,0.7765042198223641,-0.011576295630574749,-0.011956360155324391,-0.009182498802343694,-0.0124158716773184,-0.00858645462773663
Honduras,HND,0.2843145682946318,0.16274010710717007,0.37543793355655997,0.2736381057937033,0.13484141627989485,0.43379637608641486,-0.26225844373128376,1.1922041290171308,1.0417285782315306,0.5962797524406712,0.3754379335565618,1.002610019628129,0.49405894924953475,1.589429921980624,-0.9609149378314238,4.368235928718767,0.006452711,0.008065619,-0.0903591737151146,0.006156232,-0.000214425,0.013948358,-0.023499057,0.035909627,0.005916943,0.0073579466,-0.3722987771034241,0.0058638845,-0.00020257827,0.012580518,-0.023499057,0.027015122,0.0057222587,0.00731641,-0.30058279633522034,0.005566019,-0.00016563965,0.012207833,-0.023499057,0.02730413,-0.002615071,0.0015961195409826504,-0.5948202546682589,-0.00229631,-0.004320428899999999,-0.0012242466,-0.00668009,-0.00024379000000000002,-0.0027506181840298823,0.00016432508456633557,-0.5677182662539383,-0.0027419138676385403,-0.0028796605841441367,-0.002594165043989212,-0.00306189802209093,-0.00255592194323144
Croatia,HRV,0.0024268653552202636,0.050731570729153845,0.11983288181687517,0.0018705180993026321,-0.046299427730871624,0.049159829723254486,-0.27028418650655056,0.28823570434279233,0.008892034661527048,0.1858804751516197,0.1198328818168754,0.006853578315844844,-0.16964110320591363,0.18012161610600447,-0.9903212593600014,1.0560956207119911,0.001755217,0.007234663,-1.2929506301879883,0.002650672,-0.002580407,0.0065702,-0.033351503,0.021988826,0.0011842212,0.0043408503,-1.4999064207077026,0.001509326,-0.0012834169,0.004105062,-0.021286663,0.012285696,0.0011842212,0.0043408503,-1.4999064207077026,0.001509326,-0.0012834169,0.004105062,-0.021286663,0.012285696,0.0005300125,0.0004749998967489765,-0.5749420793604874,0.000608185,-1.9758999999999924e-06,0.0009668302,-0.00069944,0.0012447699999999999,-0.004861045065775108,0.00013968800171962909,-0.0891279839313191,-0.004845192596888645,-0.004977768885180131,-0.004780394907696503,-0.00510892464792576,-0.00460742446779476
Haiti,HTI,0.18525512989966603,0.10895666723074499,0.5541476549017786,0.17543223838671473,0.08664775964570809,0.2833906974439296,-0.1901557933632765,0.8938196076017838,0.6787747959523764,0.3992172287334497,0.5541476549017775,0.6427837214489228,0.31747739134187447,1.0383435154345584,-0.6967308268830452,3.274955042252936,0.0009813666,0.005405147,1.0338411331176758,0.00076333643,-0.0011011116,0.003642071,-0.02572661,0.03990435,0.00031915787,0.0016807399,-1.5882666110992432,0.0,-0.00038340254,0.0015841983,-0.01054721,0.005099549,0.00031915787,0.0016807399,-1.5882666110992432,0.0,-0.00038340254,0.0015841983,-0.01054721,0.005099549,-0.00028322100000000006,0.0007432278850092916,-0.0017861435340205966,-0.000337555,-0.000730748,0.0003488695,-0.0022136200000000003,0.00127581,-0.0007696755978428149,8.661819858415264e-05,-0.5690815098021618,-0.0007383835326411066,-0.0008498642871819041,-0.0006901108579261162,-0.0009307208477969679,-0.0006696814925014421
Hungary,HUN,-0.042011235248263244,0.15322168461340543,-0.040483914431184854,-0.04084919023959335,-0.18398029904092358,0.10003960480204398,-0.9824779402422497,0.7508038759244237,-0.15392916594963651,0.5614042524235174,-0.04048391443118497,-0.14967143303787003,-0.674103815685944,0.36654511199468914,-3.599799173047603,2.750945401387088,0.0010978762,0.009005432,-0.6903700232505798,0.0015948886,-0.005587562,0.007252927,-0.037826374,0.02973838,0.0005118324,0.002362835,-0.8031066656112671,0.0005771906,-0.00071275793,0.002008868,-0.011987391,0.008515171,0.0005118324,0.002362835,-0.8031066656112671,0.0005771906,-0.00071275793,0.002008868,-0.011987391,0.008515171,0.001689856,0.0013175645986105555,-0.05223714029802422,0.0018293250000000001,0.0003825482000000002,0.0030340175,-0.00069003,0.00385506,-0.01280009061093045,0.0006190521960779963,0.37225995583756255,-0.012847512622816599,-0.01344559694533294,-0.01208680666399584,-0.013488955,-0.0118685913537118
Indonesia,IDN,7.963958242874264,4.625339879647174,0.5101619746104705,7.600460670494996,3.750219655519523,12.142974649399779,-7.5041616495989505,37.00106602009096,29.17994300189131,16.947245319027246,0.5101619746104695,27.84808789669367,13.740804817823534,44.49185911540079,-27.495248284130557,135.57190589761328,0.1524172,0.10959304,0.343397855758667,0.14930132,0.071147725,0.23144414,-0.13838248,0.50543,0.12372272,0.08067377,-0.06800888478755951,0.12287917,0.06212634,0.18488863,-0.12004887,0.35285547,0.0994789,0.07030839,-0.19008532166481018,0.10127769,0.046608437,0.1566264,-0.100476444,0.29709184,-0.23309686150000003,0.08489677375869341,-1.0010703838860067,-0.20931052500000003,-0.3077567639,-0.1749498368,-0.46601672000000005,-0.11901689,-0.1578151008395883,0.02132314105359352,-0.5944565016814114,-0.1559389317138615,-0.172677890373745,-0.13917681566032403,-0.200915556994602,-0.131586309746428
India,IND,51.50974857350572,28.80305803920648,0.4101398154469057,49.535167982422756,25.259382671856358,77.74982927552978,-46.801071553429935,216.47862624241256,188.73171877332496,105.53440465565255,0.4101398154469058,181.49685548759697,92.55037810968172,284.87537446554114,-171.4791261717673,793.1776865521996,0.13594012,0.10241673,0.6855278611183167,0.121964276,0.047149565,0.2332815,-0.135056,0.5214527,0.026258135,0.016780602,-0.03929471969604492,0.02809048,0.011169955,0.039257027,-0.025025677,0.09617395,0.02482953,0.015988506,-0.09417907148599625,0.02617269,0.01049889,0.037512712,-0.027519796,0.08964624,0.014114397749999999,0.040921997569483934,0.905008439772079,0.005527755,-0.015185205799999999,0.06647633369999992,-0.059571309999999995,0.09743984,-0.6621421014752247,0.07016250101629173,0.1486936194709801,-0.6608263797220595,-0.7202822656235782,-0.5977101597148256,-0.7719010857701399,-0.54362329102799
Ireland,IRL,-0.11470065193942079,0.10393969220277005,-0.5400108564100924,-0.10739710134152443,-0.20715942490819977,-0.0194601938440735,-1.009816312859852,0.2960566258129348,-0.4202631887060378,0.3808350322309496,-0.5400108564100923,-0.3935029793153455,-0.759032132863644,-0.0713021502446853,-3.6999669703184983,1.084751476978593,0.00156157,0.004025612,1.2564996480941772,0.0012008022,-0.000612145,0.0029992044,-0.020283166,0.020395095,4.4911787e-05,0.00021279996,1.3715955018997192,0.0,-8.53998e-06,7.563121e-05,-0.0009050898,0.0011891167,4.4911787e-05,0.00021279996,1.3715955018997192,0.0,-8.53998e-06,7.563121e-05,-0.0009050898,0.0011891167,0.00065994575,0.0020394578103340986,0.8198891781132548,0.00012342499999999998,-0.0010903002999999999,0.0037714995,-0.0015815900000000001,0.00422929,-0.010316607319268641,0.00041017181451348647,0.0014890982315195437,-0.010216656838913502,-0.010655163469789765,-0.01003955808917939,-0.0110171613914259,-0.0095863729302425
Iran,IRN,1.38076038532301,1.3936025208643172,0.37726970316868813,1.3187113636030485,0.030087506347561806,2.6548928884748824,-3.7322822860926177,9.899318571645829,5.059106051823508,5.106159636446858,0.3772697031686888,4.83175843624157,0.11024062325746645,9.727527543371968,-13.675082296243351,36.27110324651032,0.0026517224,0.023977546,-1.0425820350646973,0.0041975696,-0.012810709,0.019709108,-0.12525234,0.07878999,-0.00025127464,0.0009391737,-0.9816383719444275,-1.45877675e-05,-0.00094503263,0.00027315377,-0.004242863,0.003794189,-0.00025127464,0.0009391737,-0.9816383719444275,-1.45877675e-05,-0.00094503263,0.00027315377,-0.004242863,0.003794189,0.00047060449999999996,0.004575206135172799,-0.4348743974937433,-4.086e-05,-0.002612362999999999,0.006396628,-0.01357531,0.007488679999999999,-0.18135374969407042,0.014968905473797936,-0.35815204383266364,-0.1818041595569515,-0.19433263468844655,-0.1684731187932974,-0.2067624288805,-0.160785867578286
Iraq,IRQ,1.5390676788481883,0.9031066702429109,0.28594404581800936,1.4962895846917923,0.7006614227862891,2.3752731659197197,-1.6469430561340055,6.375306623891622,5.639143975299761,3.3089828397700254,0.28594404581801086,5.482405038310727,2.5672234530889635,8.703000879929855,-6.034399357674997,23.359123469938904,0.0014016506,0.0053322897,-0.2758706212043762,0.0008850863,-0.0014492417,0.0052575683,-0.02196452,0.021603087,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.00106420875,0.0012917451374553043,-2.0868706118032425,-0.000747665,-0.0018519555,0.00013300829999999994,-0.00645943,0.00018475,-0.03567207035090743,0.004396727466860783,-0.21865738382792804,-0.0345440693718043,-0.04004099591851573,-0.031061771085153206,-0.0425658966957698,-0.0301681373079384
Iceland,ISL,-0.04624909851136612,0.027824454386744902,-1.416656838681029,-0.04205248561024423,-0.06911878592119326,-0.022242954961909096,-0.4542197372045795,0.02446791195861047,-0.16945669694564544,0.10194880087303333,-1.4166568386810294,-0.15408030727593486,-0.2532512316152522,-0.08149818698043494,-1.6642611171175792,0.08965042941634876,0.0011376477,0.0037366028,0.621833324432373,0.00066877395,-0.00091242517,0.0029043076,-0.017161315,0.016203267,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-7.914925e-05,4.848026669065916e-05,0.29963223775152426,-7.703e-05,-0.0001390388,-3.501480000000001e-05,-0.00014899000000000002,1.731e-05,-0.0009624537123362446,2.5666813647789594e-05,0.4203294549945849,-0.000961993528930131,-0.000985815794050218,-0.0009464740686681225,-0.00100084670032751,-0.000911726462882096
