Country,iso,FaWin_mean,FaWin_std,FaWin_skew,FaWin_median,FaWin_q17,FaWin_q83,FaWin_min,FaWin_max,FaWin_tf_mean,FaWin_tf_std,FaWin_tf_skew,FaWin_tf_median,FaWin_tf_q17,FaWin_tf_q83,FaWin_tf_min,FaWin_tf_max,FaWin_mf_mean,FaWin_mf_std,FaWin_mf_skew,FaWin_mf_median,FaWin_mf_q17,FaWin_mf_q83,FaWin_mf_min,FaWin_mf_max,FbWin_mean,FbWin_std,FbWin_skew,FbWin_median,FbWin_q17,FbWin_q83,FbWin_min,FbWin_max,FcWin_mean,FcWin_std,FcWin_skew,FcWin_median,FcWin_q17,FcWin_q83,FcWin_min,FcWin_max,FabWin_mean,FabWin_std,FabWin_skew,FabWin_median,FabWin_q17,FabWin_q83,FabWin_min,FabWin_max,FabWin_tf_mean,FabWin_tf_std,FabWin_tf_skew,FabWin_tf_median,FabWin_tf_q17,FabWin_tf_q83,FabWin_tf_min,FabWin_tf_max,FabWin_mf_mean,FabWin_mf_std,FabWin_mf_skew,FabWin_mf_median,FabWin_mf_q17,FabWin_mf_q83,FabWin_mf_min,FabWin_mf_max,FbcWin_mean,FbcWin_std,FbcWin_skew,FbcWin_median,FbcWin_q17,FbcWin_q83,FbcWin_min,FbcWin_max,FabcWin_mean,FabcWin_std,FabcWin_skew,FabcWin_median,FabcWin_q17,FabcWin_q83,FabcWin_min,FabcWin_max,FabcWin_tf_mean,FabcWin_tf_std,FabcWin_tf_skew,FabcWin_tf_median,FabcWin_tf_q17,FabcWin_tf_q83,FabcWin_tf_min,FabcWin_tf_max,FabcWin_mf_mean,FabcWin_mf_std,FabcWin_mf_skew,FabcWin_mf_median,FabcWin_mf_q17,FabcWin_mf_q83,FabcWin_mf_min,FabcWin_mf_max
Luxembourg,LUX,-0.2509719511531521,0.3680655783701122,-0.739754188789428,-0.2118920510880989,-0.5623385896419593,0.05948886970375308,-3.1485718230312836,1.6425354062545114,-0.16442633102250206,0.250422078068655,-0.8439167696791301,-0.13197435328550539,-0.3744742354447724,0.03775833192610175,-2.2829454437367636,1.186100019315606,-0.127215811255181,0.1926507727255672,-0.8253960757503022,-0.10189988902425984,-0.2885515258702843,0.027446821757385453,-1.7040761937298905,0.9008190889611979,0.08673070381684622,0.12397989438898158,0.6373179293851068,0.07709340587204208,-0.021419534191187514,0.19421984421157162,-0.3960052891216128,1.0125438756932301,0.7051127042986923,0.9564455306268271,0.33778468225954855,0.6830891444993783,-0.18419282775892892,1.5579998588615398,-3.3301114923334016,6.149921006999055,-0.1640602551311381,0.2648721014356948,-1.0490977590218769,-0.11971602393162262,-0.3860831252377494,0.03926195844026279,-2.3795216319538737,1.3551665832995323,-0.07760153321928241,0.15863368779003895,-1.2647172131889544,-0.044287439286181125,-0.20088443293418964,0.03249816873863556,-1.5148699904767162,0.8992799367122463,-0.04039101345196133,0.1076917434506832,-1.2465290110566307,-0.01771060408777244,-0.12043851785628874,0.03024662300011526,-0.9360007404698423,0.6139990063578378,0.7860371343434613,1.0672729255241422,0.3455323725210903,0.756345916811275,-0.20467945412778576,1.736428223404274,-3.68004415414473,7.110331517638819,0.5333781743210614,0.738061140180169,0.4386835574554159,0.49894307144484906,-0.1360410986619678,1.1730980331276204,-2.9334885340256123,4.621687600395351,0.6198368962329172,0.8496938971080664,0.3982266934976997,0.5892075386684612,-0.16075230586601025,1.3590685906932027,-3.1839820306766717,5.269410338814857,0.6570474160002381,0.8966529106387374,0.372127161955803,0.6272753627447969,-0.17097108315023643,1.4388495825952976,-3.2822221574638912,5.734810046212831
Latvia,LVA,-0.5950450035221286,0.511639850501109,-1.2848851147474545,-0.5185479556185373,-1.0211814267361787,-0.14876394902037082,-5.457266839555801,1.0516787078637633,-0.38987973553753036,0.3552358899093742,-1.3298199041390906,-0.3314902261696375,-0.6876526404142088,-0.07340423017209924,-3.6766511742466377,0.759309412255466,-0.30143632598654985,0.2725492042404494,-1.3195317972030183,-0.2562747314037977,-0.5277230292623278,-0.05842660078115918,-2.7435979543826567,0.576572957009146,0.20589948275289516,0.16902136983466431,1.1628825471445643,0.18463995476923184,0.058213238817634995,0.34774405296436023,-0.3623869553169517,1.7438615324223405,1.6741035740647237,1.2627870591087973,0.7594602472939753,1.571739972586447,0.5342826858202886,2.7906620503123496,-2.445741930024452,10.753378967488764,-0.3887206530431705,0.38838768560959297,-1.5249882738344693,-0.3153470219066571,-0.7056659615923347,-0.057252986643627005,-3.8328378802242153,0.8677098078697167,-0.18375885754157903,0.25182693544156215,-1.380208730549398,-0.13651480366220886,-0.3833423130079226,0.005193615442615804,-2.439144920835961,0.8824870441777675,-0.09531544799059857,0.1796800860214114,-1.1679313786428316,-0.06442335416145231,-0.2347143375168416,0.03065873111987494,-1.5162251691238209,0.7535735439204521,1.8662179990751846,1.4089684246815766,0.7700209271900612,1.7491798203859503,0.5922508281258088,3.0957052122424193,-2.7024813158885714,11.895416716628848,1.2671587704509992,0.9902386295921277,0.9115929259041053,1.171431198406471,0.38054189028623264,2.1115962794783583,-2.153946187676353,8.769085833701899,1.4721205659525904,1.1319112846742092,0.8582747581729488,1.3819857777983449,0.45320619308148774,2.438000216628034,-2.337906179191518,10.30149400807274,1.560563975503571,1.1896696868543526,0.8155424890933778,1.4690008322482484,0.4854332725633449,2.5859883005818887,-2.4100525096865244,10.508831355077092
Morocco,MAR,8.029229371412072,7.594625799961466,0.9765562552926682,6.949278936548562,1.272909932104525,14.383349579247179,-15.000047947724893,57.159733307769905,5.26827711157311,5.250562195941947,1.084969816149243,4.403656851923759,0.5911372941267142,9.757773284457947,-10.880678816703089,40.10113116466818,4.071355016618007,4.026886663752291,1.0687704661437696,3.419281850307498,0.49305900661008745,7.513783614351967,-8.12172937977277,30.45625161199167,-2.777372564809884,2.526115009301143,-0.8476301572869305,-2.4625064953284914,-4.988331921636859,-0.5134498059756069,-18.42349008532958,4.961040955901429,-22.511924145876723,19.036923890910167,-0.5062448881139611,-21.450609446490063,-39.65499173444927,-4.656336934282601,-112.98087189745394,38.369021502842344,5.246254437497516,5.692591810815112,1.2783644127317264,4.089577105727182,0.4160935151065923,9.975979313144185,-11.189613631369747,45.81859378541527,2.4879771430685325,3.645131134175099,1.2455587247543727,1.6810907431804503,-0.1676143207559906,5.432781303742766,-15.372783504653508,30.630436509983983,1.2910550481134297,2.5775882310490803,1.0024633362194393,0.7681893531676892,-0.4369607547993588,3.2993073620710045,-13.462094404551625,21.696645425956298,-25.103654055250757,21.2475131277378,-0.5130015418246693,-23.913810557412916,-44.07076812321557,-5.192415421739382,-126.96374252059977,42.17519648132664,-17.020117166809545,14.89470315310244,-0.7047435459287769,-15.689086117603612,-29.945066541267593,-3.383223642567183,-101.83084997789237,33.4009461943122,-19.778394461238527,17.039836683783818,-0.6235402044948416,-18.572505210361317,-34.74389174714073,-3.9696240997323256,-109.55399085835744,36.594618773986326,-20.975316556193626,17.93233630643517,-0.577044290031845,-19.844909439501777,-36.836005874740025,-4.263201696578649,-112.11674157059254,37.89788067018446
Moldova,MDA,-0.11438875706088206,0.22608309416879133,-0.5113054859427542,-0.09666781294515447,-0.3061515925892571,0.07540701117184605,-1.7583486009886895,1.1925478097704836,-0.07488704460293855,0.15304287722636517,-0.5898361055356409,-0.05851853562569534,-0.20205525755087533,0.04678279367701252,-1.2738841550766105,0.8616574253656724,-0.0579644799611483,0.11780291381957715,-0.5745361802905654,-0.045618115536155565,-0.15628105452864421,0.0364012059547529,-0.9508728768677746,0.65441683533854,0.03957771224777372,0.07655161020717684,0.4657769062320388,0.035362718937618325,-0.02728621553680348,0.10561709022078847,-0.278325058680091,0.5960750021941836,0.32165832234192304,0.595051373746146,0.2268939812835026,0.3125854693472969,-0.22892971080963428,0.855309994926953,-2.39704848638154,3.619452211867035,-0.0747280377304786,0.16054785895426923,-0.7552620333141963,-0.05234893038653618,-0.20494617379007662,0.04620277281748972,-1.3291887804328157,0.9837689651232885,-0.035266273039831035,0.09396069548953263,-0.9691769522133982,-0.018066083562002497,-0.10728485890606482,0.028941441674579432,-0.8452682419891347,0.6532772097964882,-0.01834370839804079,0.06271843087709227,-1.0062726175392813,-0.00700358467271666,-0.0636130093837215,0.022710536284995735,-0.5222569637802984,0.4460366197693556,0.3585875433629026,0.6639660633455237,0.23364594926710527,0.34659797367909484,-0.2553485635742234,0.9524488296179081,-2.649037079764453,4.184848600240523,0.24343044375650452,0.4579775267247151,0.30762952338479305,0.2295794906174388,-0.17082435305790789,0.6419251355385127,-2.111104006249836,2.7373733119882724,0.28289220844715207,0.5279385451076825,0.2777444978261564,0.270292652379725,-0.2004246894123002,0.7449606543491777,-2.2920078092469547,3.1015325729408842,0.2998147730889424,0.5575005783184074,0.25736587863243837,0.287762203837383,-0.2139600074397,0.7910876802198721,-2.3627126014129747,3.375403593560502
Madagascar,MDG,5.311739834729834,4.077689816252645,1.0139603903476992,4.687129935712683,1.6867133489225838,8.860906542492385,-6.017260039801437,32.699412005577955,3.4933833934591982,2.867815733486898,1.092430235715935,3.0009908071350946,0.9193870664141109,6.008071006236436,-4.4975279204719545,23.678124991611398,2.69828543346405,2.1949926874447763,1.0824469602738556,2.3133171535911474,0.7295622762879166,4.619187276492209,-3.455094954631783,17.968649983851005,-1.8387252262662606,1.333968104803166,-0.8549313868483446,-1.6425623915389604,-3.0256425875432162,-0.6476442660367453,-9.193189529457156,1.6032075801961783,-14.999553732400107,9.900463671786815,-0.5118087683153103,-14.256431695052575,-23.9603667816393,-5.9109489456207545,-64.37313594701843,15.709198636971488,3.4692615497486345,3.1622890863595097,1.2534471455488467,2.833786072673702,0.7416474830430781,6.1401656828723485,-5.934808353201716,27.333627224541086,1.6526965185490181,2.1178773010514886,1.082112550553943,1.2742087657212642,-0.007614613844926983,3.4249160074710483,-7.355608690024986,18.323331450737424,0.8575985585538696,1.5303460613116528,0.8229257118974491,0.6211421206862756,-0.23045634634505927,2.0719416198752536,-7.09122360415476,12.613856442977035,-16.71478925396741,11.040448966948714,-0.5143159755092321,-15.878296501134024,-26.823002678734987,-6.557125337286642,-72.05344053865116,17.169424897715018,-11.366971331444304,7.839647409284368,-0.7437187719174619,-10.526805683004877,-18.21394088303881,-4.33437875584911,-69.60935131418108,12.961421064007594,-13.18353636264392,8.90356051176746,-0.6424950124713532,-12.366817701943454,-21.037436673603313,-5.113583650245471,-70.29786181583202,14.525565221844094,-13.978634322639069,9.347201322892255,-0.5895905076698832,-13.238572830115352,-22.337487199338295,-5.453092488223933,-70.76576656513413,15.141583649922612
Mexico,MEX,50.03891495970705,41.98694821076926,0.9820904912523871,43.90034840509463,12.666338191093736,86.47671766626817,-72.88089988290606,360.37873029592146,32.96826321590173,29.362807988297277,1.07943312883656,27.970988333381264,6.767942874405545,58.67386430220237,-52.497899703214166,261.5063698735173,25.3709891944271,22.4135258753971,1.0664821325217566,21.560243452873173,5.217352543137482,44.988388845952315,-38.65237054755315,197.53814759000178,-17.59783701939859,13.992389328224256,-0.7963147392296811,-15.71304539369712,-30.236723527376327,-5.001689381698703,-92.75572172545955,21.188762955457737,-141.3024115546443,103.40974086701104,-0.4606423774677363,-134.78959113911037,-235.5584522151979,-44.52256149504575,-630.8221626343409,164.7566964729683,32.4053050388625,32.0042162346209,1.2705539156849879,25.848231924965766,5.1383523230893005,59.27766212813316,-65.4972236483166,300.59930241572056,15.351710431235244,21.072802170432986,1.1622431816527767,11.163823014811989,-0.677867802700329,32.895170338114006,-81.5443115866299,201.85006500956692,7.7544364097606095,15.043467681491848,0.8891996528145635,5.116920883587737,-2.570588529903123,19.584737001940596,-72.23144429972749,137.88184272605142,-157.72142773706926,115.49990458473465,-0.4633536726235208,-150.1935290274896,-263.7953850532198,-49.92987827997521,-708.2537228572282,181.69844992167228,-107.33800279326002,81.63052028964083,-0.6784388975423573,-99.98735422510896,-180.00505627453134,-33.04008651516722,-684.77856611037,144.0531485219758,-124.39159740088726,92.88792869035053,-0.5823911029753805,-117.44125817051733,-207.9638052053773,-38.64822825498149,-691.4019217439211,157.56737810877743,-131.9888714223619,97.69119077444437,-0.5315192995080172,-125.24356755596538,-220.18281974608726,-41.52936179953475,-696.1178801625025,163.25333962941878
North Macedonia,MKD,-0.16049002833865664,0.3945329254402818,-0.33592642484080043,-0.13445439638164397,-0.49522412834786217,0.16835311345795967,-2.723200373396364,2.2939349885446645,-0.10503178420335543,0.2663270710748683,-0.4071758244005967,-0.07965406591054602,-0.3263309222046843,0.10716638605779444,-1.974500164068932,1.5102198262699738,-0.08131300654699028,0.20506321874546496,-0.3938892383174027,-0.06246126210608076,-0.25121861394310496,0.08282857288621162,-1.4738385239479286,1.1618014928480007,0.05544135616926867,0.1339519697350426,0.30238055073925546,0.05008818785038536,-0.06005981607722854,0.16916282049232811,-0.6222625732591854,0.9716121452028857,0.45129054516095785,1.0438801688884018,0.1274165208320227,0.438105017165344,-0.5113120272538515,1.3887777800296979,-4.529363559274615,5.901277740559726,-0.1049309836211437,0.2783516896864577,-0.5388153853045965,-0.07178026209047736,-0.3304420687210122,0.10460014793398721,-2.031916111034165,1.7251137551203413,-0.049529370261718865,0.160871346552086,-0.7574243650004873,-0.023424286684238245,-0.17091984488142098,0.06101520135926308,-1.2840589484471183,1.1448943708297303,-0.02581059260535372,0.10641822203765389,-0.8271732399723054,-0.008946336168895943,-0.10188036597386228,0.043593463719990226,-0.812065784546752,0.7815787407643279,0.5030158922446585,1.164859982161687,0.13101472811384957,0.49020637798294164,-0.569801040489143,1.5505791613137865,-5.113232564518547,6.822867864643881,0.3414498087264001,0.8022900140732483,0.193149810646349,0.3291729324316368,-0.3726689912767492,1.0436437033747228,-3.640846797264406,4.5219709360928295,0.39685142208582486,0.9255184869450571,0.16589721358694423,0.3833638047350894,-0.44170894168102026,1.216196180486148,-3.951573069377385,5.05607609935338,0.42057019974219,0.9777268270313056,0.1503714467289762,0.4095760807913623,-0.4708482366638679,1.2929806801275499,-4.073482553675264,5.502627630570251
Mali,MLI,9.827881180455046,6.06295708800764,0.7987874710771584,9.044486154361126,4.329640864334287,15.356032162645507,-7.765934380390662,44.21519346527579,6.462183171197268,4.353368348879101,0.8334531718360516,5.870048753079866,2.4570459964624307,10.367604452577899,-6.080422483988046,32.98460692139457,4.995083547409716,3.327121423948985,0.8303103760897886,4.554715240465765,1.9285109185375655,8.029682858089659,-4.971094348099826,24.061862946259286,-3.3953356734291162,1.934690525649799,-0.619222767297456,-3.168585162287787,-5.184728291080574,-1.6322831108410707,-12.258993327819738,1.9194096356252608,-27.650886286236915,13.697098690387715,-0.2146890041259944,-27.046216746262278,-40.339727812342964,-15.35963735361138,-89.5022325281693,17.94962637709374,6.425603948452157,4.939901569202337,0.9700731093867475,5.683449011300828,1.982266688946499,10.776770113208121,-7.990110677314888,34.40250767520209,3.0632196511318726,3.4804218815765946,0.7211995569565669,2.651188970331571,0.13513510790561012,6.015137308669569,-11.761163032007506,23.18507446385036,1.5961200273443195,2.578047417794552,0.5201351914284147,1.3518532299004509,-0.406890682091923,3.782038631587712,-10.044501892606949,15.341584649904755,-30.81856177064141,15.282402907677179,-0.21515960157966807,-30.13030438968056,-45.00115589866499,-17.041265208151877,-100.16702174786367,19.726453433865576,-20.924204920447398,11.068056874371736,-0.4997579674050622,-20.08248688528009,-30.75853957412728,-11.00905253657164,-96.52101239339123,13.791375039159094,-24.286589217767677,12.447458181086754,-0.3765219519166881,-23.455138451132093,-35.64413141660183,-13.088039287494102,-97.6163716972818,15.441926227229986,-25.753688841555235,13.002337003806009,-0.3089105631297807,-24.998232859887583,-37.769381682749845,-14.07275032463242,-98.27682962352203,16.096902323889893
Myanmar,MMR,5.337737722101887,3.678021193881712,1.0450924744670933,4.754722783280723,2.0809390594008588,8.534680363550002,-4.260909903284536,30.684053018278647,3.5005748286405063,2.6065204286289947,1.0896639187346715,3.0743032730390727,1.1542781694784974,5.7830176444794485,-3.353928336994601,22.13046063475667,2.696781165529581,1.9877076466390347,1.0825632900528819,2.377897034230726,0.9071365482738234,4.439859304708396,-2.744007468650687,16.78738193253659,-1.8271940379154177,1.1831171370672413,-0.8826551340286959,-1.6547296085950443,-2.867639966104446,-0.7644932999710128,-8.518409649688891,1.1543384504788288,-15.182224602186897,8.734884424573576,-0.5349371033231732,-14.443423989853358,-23.06366773276888,-7.303079992305542,-60.82638087730506,11.512350702242713,3.506734974532546,2.9280039046147395,1.2238368004018305,2.964316905782793,0.944296070672033,5.979720022090897,-5.390562555579786,25.717429813905945,1.6713901383372063,2.0075159218378564,0.9752255932779494,1.3694191710873094,0.04040622432609211,3.3170159794477185,-6.697453207106969,17.174115964404976,0.8675964752262807,1.466022410028803,0.7192278648778054,0.6801036796103264,-0.21785015771009028,2.0532251569480287,-6.617546206421741,11.831037262184896,-16.884343722056787,9.722297110483476,-0.536031126763908,-16.05868179746122,-25.681433630325504,-8.11940248120831,-68.00405812065716,12.570883288073123,-11.510077519684257,6.9820213416890455,-0.7808253670240295,-10.760942770207166,-17.686856072203522,-5.281085460386527,-65.55627603436865,9.489491417174793,-13.345422355879595,7.891728552107667,-0.6732620317216723,-12.527221350932738,-20.36269960259365,-6.238421574912562,-66.33403783975267,10.632139942320874,-14.14921601899052,8.26723230377132,-0.6168966898890085,-13.365007635815209,-21.504970483920637,-6.745912207611574,-66.7832596852106,11.084078034073931
Montenegro,MNE,-0.07440989258312809,0.08957772945109353,-0.9022014847738095,-0.06328483123250707,-0.1495017161950098,0.0018291607851985017,-0.6838451942277011,0.3452413628406749,-0.04877601351432813,0.061302223361451864,-1.0075370867676459,-0.03992772399238341,-0.10046198835787222,0.0012946978756888988,-0.4910550604259558,0.2466161879922575,-0.03773054795163574,0.04713853887625293,-0.9908302289668302,-0.030873527003247973,-0.07747300717396706,0.0010478316147875956,-0.36766115703350893,0.18729238185847857,0.025745767344497808,0.030057654667400985,0.8198878102549815,0.02289533844745044,-0.0007335261716652503,0.051409575218762896,-0.09364472215296629,0.2559762049149379,0.20921871574455644,0.23017338737249016,0.48459473878346915,0.1984617030539847,-0.006574390364200558,0.41342837505636815,-0.6815049663814455,1.6799851338524279,-0.04861068041724955,0.06535456730160578,-1.217863595083751,-0.03668921585749207,-0.1029233769781831,0.003073241127138813,-0.5107564704837432,0.2817333821800652,-0.02300242446200353,0.04005643957934468,-1.3592160128617614,-0.014484373032249052,-0.05452111569056753,0.005088366577109711,-0.3109734527923505,0.18695299890852893,-0.011956958899311148,0.02762607329340602,-1.278336165853272,-0.006099565722181552,-0.03270542519617712,0.006377884759701934,-0.22083827321990546,0.12762919277474988,0.2332420343576693,0.25683834637998576,0.4927012007758572,0.22101866041441032,-0.007349868307898603,0.4614214884132306,-0.7693736347297734,1.8583729391575838,0.1583311911772903,0.1783316291013711,0.614551591593477,0.14692895199410427,-0.00488602547072431,0.31199669298538046,-0.5718714750059302,1.3361003025449856,0.18393944713253632,0.2048720610813767,0.5598586950235683,0.17257431573932352,-0.005724838068171115,0.36071501039224224,-0.6206824973534043,1.5076384727656893,0.1949849126952287,0.21599994132788206,0.5279710107230104,0.1841975340440115,-0.006211422619928043,0.3835407462191211,-0.6398275551476166,1.5762842111804038
