Country,iso,Fabc_tf_mean,Fabc_tf_std,Fabc_tf_skew,Fabc_tf_median,Fabc_tf_q17,Fabc_tf_q83,Fabc_tf_min,Fabc_tf_max
Croatia,HRV,-0.003173428640264115,0.00439003716272996,-1.4557729275079652,-0.002757410338975206,-0.005890670629532986,-0.00013448834750675527,-0.02661725731591549,0.00869174375252197
Haiti,HTI,-0.00072128183053826,0.0018485277266287316,-1.1985092587026187,-0.000847817190295205,-0.0018853873347549595,0.0006537168811299243,-0.012994152218584272,0.005599803649152621
Hungary,HUN,-0.01061455186374603,0.002809044669674465,-0.49354517034836975,-0.010509126684509474,-0.012784068699713111,-0.008379220993433668,-0.026166375927970408,0.00011027495111810837
Indonesia,IDN,-0.26615509885138716,0.11856001658773313,-0.39655718744565915,-0.25566594016652566,-0.3786548639571723,-0.15694030424145944,-0.7552499921357209,0.09850385401036216
India,IND,-0.6218679928190542,0.07948226466441806,0.19337818870147516,-0.6237252524255109,-0.7008751253598395,-0.5404860633650101,-0.8397202881424501,-0.38588880425822797
Ireland,IRL,-0.009600964018571849,0.002074463095688359,0.7572364141510106,-0.010272445108735897,-0.011478240121997062,-0.0064812087932488915,-0.013365804612778299,-0.004167966192437193
Iran,IRN,-0.18119008716422574,0.015039748182335045,-0.3278619371142873,-0.18102984788352067,-0.1998394494047099,-0.16589410014522582,-0.22208315752594154,-0.15047515850141532
Iraq,IRQ,-0.03674191334308945,0.004352775341488497,-0.2514544968172156,-0.0358838318029393,-0.0416521040162956,-0.0318486782016756,-0.049025326695769804,-0.0299833873079384
Iceland,ISL,-0.0010413326162898471,5.350349155414883e-05,0.24107196793098778,-0.00104370913209607,-0.00109597670032751,-0.000985416462882096,-0.0011498367003275102,-0.000894416462882096
Israel,ISR,-0.016480160123322325,0.0007487887935634689,-0.04943484753074495,-0.016446210381140202,-0.0172131037510914,-0.015686341943063,-0.0182942837510914,-0.015150683234786001
Italy,ITA,-0.08760581660071481,0.010524821826879735,-0.022188285258683247,-0.08786751011829767,-0.0964385498423173,-0.07820521611983312,-0.13041393009168503,-0.04021697012278735
Jamaica,JAM,-0.0017071053040671074,0.001299510696050714,-0.7613384637435182,-0.0017453128418742359,-0.00225010144968366,-0.001045506717748963,-0.011831442402913065,0.0058600916393881765
Jordan,JOR,-0.006549699220256619,0.0005717839656073542,0.5843748900847,-0.006771813985741769,-0.007061836359345174,-0.00573149981284462,-0.00746833961721976,-0.0054298068024391
Japan,JPN,-0.29929005658429597,0.02683621915144309,-0.09432526715447608,-0.29971201344992626,-0.32730113766167995,-0.2703082875026302,-0.3712175280911115,-0.2350686150175973
Kazakhstan,KAZ,-0.07911591716275748,0.010845716275731887,-0.7316560366128685,-0.0765427126425692,-0.0919701523061177,-0.068242363217826,-0.11144448261329046,-0.06055419250486155
Kenya,KEN,-0.0010185255988869038,0.00672562705323862,0.9800413711397566,-0.0015060657459077635,-0.006421038981864822,0.003628005043088883,-0.027417347812928348,0.03206067107669251
Kyrgyzstan,KGZ,-0.002990355519302876,0.0006410536764607237,-1.0534845522033425,-0.00273600401746725,-0.0038654709081467004,-0.00249684838427948,-0.00472229536026201,-0.00214314874055199
Cambodia,KHM,-0.006839616859509481,0.012107258429943191,0.5370825156243217,-0.007260755897298989,-0.017598356259539427,0.0033162358262513957,-0.04879165702316812,0.04770356790090336
Kiribati,KIR,-1.6909308512321643e-05,1.633308643940535e-06,0.5757539657423617,-1.8e-05,-1.83783848055795e-05,-1.5e-05,-1.86973057062245e-05,-1.4e-05
South Korea,KOR,-0.1666274050589054,0.007206675188030427,-0.2347146685145897,-0.16657339612707062,-0.17344875096733745,-0.1593694562627598,-0.19878800187972967,-0.14797947692031704
Kuwait,KWT,-0.026208148771253013,0.0028732884151628805,0.80137496793362,-0.026595899917941902,-0.0294284108175857,-0.0223490471423589,-0.0295128681795296,-0.020139471057842702
Laos,LAO,0.004512920642351187,0.02122595673475667,-0.08199841737361795,0.005944139929660661,-0.012780256132332427,0.019550794464261303,-0.08548224218722628,0.0866714876247506
Lebanon,LBN,-0.006579085307027332,0.0008087642175308324,0.2887690471944841,-0.00677350233477296,-0.00726113599458998,-0.00541925894310869,-0.008799219345772002,-0.004841123842055941
Liberia,LBR,0.0007523938064276004,0.005417825198920475,-0.3359068360528568,0.000950117391157915,-0.003924984547528722,0.005691425909443716,-0.017739558363690136,0.015861653798786568
Libya,LBY,-0.013102777412275918,0.0018231410416464848,0.08652671941491596,-0.012864393864520098,-0.0147696564073325,-0.0114946158045366,-0.016584676481954,-0.00941971645484631
