Country,iso,Fab_tf_mean,Fab_tf_std,Fab_tf_skew,Fab_tf_median,Fab_tf_q17,Fab_tf_q83,Fab_tf_min,Fab_tf_max
Nigeria,NGA,-0.009661547155070765,0.0023781414424246007,-0.13393332240719882,-0.009591723902271747,-0.012045841055808524,-0.007390287155003291,-0.018116114411222933,-0.00246103049874401
North Korea,PRK,-0.0043464896471726725,0.0003150008849769318,0.10285541103078284,-0.004349797697609067,-0.004647233667814619,-0.004057369230809716,-0.005404522647006989,-0.0032335438157919645
North Macedonia,MKD,-0.0007727226554211495,0.00012482121045999638,-0.08913612840328913,-0.0007696494237880856,-0.000896206232650823,-0.0006497445552535973,-0.0011488435531837643,-0.00041357710834242405
Norway,NOR,-0.003842171656757827,0.00040590988029802174,0.09747944593649184,-0.0038558137450119255,-0.004246511812039995,-0.0034538941067525555,-0.005112171906193495,-0.002487223162430048
Oman,OMN,5.198051375e-05,7.778396436114953e-06,0.0013839161866122881,5.1865625e-05,4.4578324999999995e-05,5.95115775e-05,2.920375e-05,7.402875e-05
Pakistan,PAK,0.0014752695710545311,0.0003175179867259878,0.03527940378559713,0.0014718332812372744,0.0011760292155510892,0.001770960557340509,0.0003076475269748419,0.0024651546282390803
Palestine,PSE,2.1404315e-05,5.820797652477372e-06,0.32665808418325476,2.0919500000000002e-05,1.5874675e-05,2.6959052499999994e-05,5.4695e-06,4.21555e-05
Panama,PAN,-0.0025177644216626558,0.00029081401495374654,-0.025212365260734646,-0.0025135757421250347,-0.002784571299011149,-0.0022378920249308907,-0.003475756603139162,-0.0015601373268264531
Papua New Guinea,PNG,-0.02446666052428343,0.0013491074332411953,0.054260618458365106,-0.024473190918117525,-0.025751087268115903,-0.023151454196958656,-0.02829408078321266,-0.020093195915434837
Paraguay,PRY,0.004912716541491036,0.0023499844851189743,0.008994563495256166,0.004935221899349212,0.002600852046933704,0.007055822028477948,-0.0023540528695030205,0.012458120376410961
Peru,PER,-0.04365502784179905,0.003263341226430201,-0.08669543632888396,-0.04356617247874546,-0.0468144777369887,-0.040466964588464834,-0.05557565204943085,-0.03193604434625435
