Country,iso,Fa_mean,Fa_std,Fa_skew,Fa_median,Fa_q17,Fa_q83,Fa_min,Fa_max
Hungary,HUN,0.0010899222068344898,0.00912714372760446,-0.8286596009197132,0.0016188559820875525,-0.005333505189046231,0.0073809497989714146,-0.03782637417316437,0.029738379642367363
Indonesia,IDN,0.15372243821914308,0.11043828834825431,0.3313001683197778,0.15112937986850739,0.07182154059410095,0.23376643657684326,-0.13838247954845428,0.5054299831390381
India,IND,0.13511759104684462,0.10108587219506136,0.7575715893660735,0.12019618600606918,0.04715891554951668,0.23308494687080383,-0.1350560039281845,0.5214527249336243
Ireland,IRL,0.00156271644618173,0.004056955317189226,1.0946559656437949,0.0012862714938819408,-0.0006114425486885011,0.0029936761129647493,-0.02028316631913185,0.02039509452879429
Iran,IRN,0.0023716484603719438,0.023619198849545286,-1.0296997936317813,0.004154389724135399,-0.012755698524415493,0.01810833439230919,-0.12525233626365662,0.07878998667001724
Iraq,IRQ,0.0013719968331861309,0.0052240089103186,-0.28672078707130433,0.0008963251020759344,-0.0015084310434758663,0.005252518225461245,-0.02196452021598816,0.021603086963295937
Iceland,ISL,0.0011248964932529134,0.0037191615916515124,0.5166460617136711,0.000695194466970861,-0.0009020707220770419,0.0028962416108697653,-0.01716131530702114,0.016203267499804497
Israel,ISR,0.0002254425795186762,0.0008446226021891195,0.2990547434825339,0.00012671104923356324,-0.00040267815347760916,0.0009271090966649354,-0.002135196700692177,0.0033019776456058025
Italy,ITA,0.002858034453046275,0.019181192819109724,-0.36868332860778613,0.004347795620560646,-0.012011097744107246,0.016418032348155975,-0.07288090139627457,0.07262435555458069
Jamaica,JAM,0.0003438899602922081,0.001710259329333288,1.9139939182348982,0.000215559994103387,-5.242090264800936e-05,0.0010522764641791582,-0.009127261117100716,0.013794971629977226
Jordan,JOR,0.00012080979742645468,0.001031271377402488,1.5621794007504026,6.407565524568781e-05,-0.00029132256167940795,0.0005409487639553845,-0.004094945732504129,0.006763190496712923
Japan,JPN,0.020477801947268746,0.013982312669802096,0.35880800670998414,0.019806696102023125,0.009335978887975216,0.031444478780031204,-0.02304784208536148,0.06429030746221542
Kazakhstan,KAZ,0.02192855447260954,0.06368124272123232,0.701453934611508,0.014714532531797886,-0.02089517883956432,0.059548620134592056,-0.2045188546180725,0.3142913579940796
Kenya,KEN,0.03587993086234201,0.03125773811068499,0.4953702145126821,0.03199121356010437,0.009104984812438488,0.06310858577489853,-0.04176662489771843,0.13475553691387177
Kyrgyzstan,KGZ,0.003185885117381258,0.008049701045167135,0.6570590351799408,0.0027515138499438763,-0.0017584504093974829,0.008017555810511112,-0.0272505022585392,0.0363936685025692
Cambodia,KHM,0.012829237063058963,0.016701813920879865,0.7035503846197353,0.012580694630742073,-0.0014110030606389046,0.026697294786572456,-0.02752358838915825,0.07300928980112076
Kiribati,KIR,4.171087154873021e-06,1.3020036798277242e-05,3.767196447184762,0.0,0.0,0.0,0.0,8.586994226789102e-05
South Korea,KOR,0.005684380409787263,0.007254665943815278,-0.8123702173937881,0.005581285804510117,0.0014878999209031463,0.010741001926362514,-0.027740001678466797,0.0274635199457407
Kuwait,KWT,3.172987235450364e-06,0.00022482032046487063,1.6116373873795464,-3.496871272545832e-07,-6.112635310273618e-05,5.479594983626157e-05,-0.0010311112273484468,0.0017343990039080381
Laos,LAO,0.015796075726812707,0.0216576455338754,0.03867173387842756,0.017785819247364998,-0.0012851011706516147,0.029675737023353577,-0.06630592793226242,0.09278544038534164
Lebanon,LBN,0.00015500003212780454,0.00046340102125149417,1.5032786428612166,8.25425231596455e-05,-0.00012290483573451638,0.000497508910484612,-0.0015563874039798975,0.0032901419326663017
Liberia,LBR,0.006994371903711453,0.005648084867869319,-0.26957900227261505,0.007059395778924227,0.0021977245341986418,0.012385551817715168,-0.009883091785013676,0.020948590710759163
Libya,LBY,7.879405746098201e-05,0.009756770351563852,-1.2679630375148248,0.0003692215250339359,-0.0015594884753227234,0.003126335795968771,-0.08072373270988464,0.06269646435976028
Sri Lanka,LKA,0.005486190605037336,0.008524052215254216,1.866681228915176,0.0048759980127215385,-0.0007288409397006035,0.010163071565330029,-0.022128209471702576,0.05441199243068695
Lesotho,LSO,0.0006630242653853202,0.004674678641961625,0.29979815416588956,0.0006581658963114023,-0.003361951094120741,0.004416939802467823,-0.014289776794612408,0.016790946945548058
Lithuania,LTU,0.0024914795994790437,0.004771505989551755,-0.3445793364869576,0.0025185500271618366,-0.0006566109950654209,0.006237045396119356,-0.013374666683375835,0.018097586929798126
Luxembourg,LUX,9.178278279148344e-06,0.00016596221347012094,-1.8952462432765018,0.0,-2.979383134515956e-05,0.00010278342961100861,-0.0009979577735066414,0.000544062175322324
Latvia,LVA,0.0024756131510439445,0.0035688050319406654,-0.13205754474130332,0.0026702811010181904,-0.0005402052775025368,0.005238039884716272,-0.00863464642316103,0.012975519523024559
Morocco,MAR,-0.0026670934144036435,0.018295493632794525,0.759825693939022,-0.0022320114076137543,-0.016010545194149017,0.00952082872390747,-0.06723912060260773,0.08821791410446167
Moldova,MDA,0.00033881584310238393,0.0029772502654939665,0.26264480216502045,0.00025285035371780396,-0.0021834280341863632,0.0028561030048877,-0.0075074853375554085,0.010104943998157978
Madagascar,MDG,0.01847683433095808,0.02702380798916519,-0.615984904289862,0.018835285678505898,-0.0010967091657221317,0.04242679104208946,-0.11013523489236832,0.09200959652662277
Mexico,MEX,0.061936705662554596,0.09324383841466737,0.3551715685252562,0.05466857925057411,-0.0034750145860016346,0.13606519997119904,-0.21371059119701385,0.3779546618461609
North Macedonia,MKD,0.0011267589890510863,0.002252108837899822,1.1651180895405333,0.0010060920612886548,-0.0004725158010842157,0.0025116377510130405,-0.007130596786737442,0.013678712770342827
Mali,MLI,0.005551436938736697,0.014890610134878185,0.3204428665662275,0.005004178266972303,-0.0050057717598974705,0.016845442354679108,-0.04173558950424194,0.0792572870850563
Myanmar,MMR,0.04359150049882883,0.03921756934257751,0.25457814218020575,0.04370179772377014,0.008717370918020769,0.07857681810855865,-0.06402212381362915,0.18411388993263245
Montenegro,MNE,0.000623316926888947,0.0020557302518014226,-0.4161479531770242,0.0006931196548976004,-0.0007680761045776308,0.0021058465354144573,-0.006912237964570522,0.0065113031305372715
Mongolia,MNG,0.014722783435037128,0.041889164492496946,-0.9884728896440962,0.014391490258276463,-0.00846581906080246,0.053319260478019714,-0.2009323239326477,0.12272521108388901
Mozambique,MOZ,0.02466046306249482,0.04996264426304701,-0.06920663088492768,0.024845726788043976,-0.015012005344033241,0.06649793684482574,-0.1345418393611908,0.22224681079387665
Mauritania,MRT,0.000890090718530928,0.005729170204846061,1.3694192546732313,4.458039620658383e-05,-0.002153032459318638,0.004206486511975527,-0.017160354182124138,0.03351007029414177
Mauritius,MUS,1.0106858234835329e-05,9.388509988582036e-05,-0.09357861384020158,0.0,0.0,2.5187411665683612e-05,-0.0005245336215011775,0.00042018480598926544
Malawi,MWI,0.003814530963692232,0.007156051073563022,-0.2679807723027406,0.004713559057563543,-0.0021799744572490454,0.009476615116000175,-0.019194593653082848,0.0314326211810112
Malaysia,MYS,0.025734295756589563,0.016135020222646353,0.022600929432815005,0.025046806782484055,0.012216559611260891,0.04130532965064049,-0.029691902920603752,0.07728732377290726
Namibia,NAM,0.003220850341489313,0.028900981490254288,-1.1189786454160646,0.005246816668659449,-0.01814822107553482,0.026775576174259186,-0.12978990375995636,0.09491396695375443
New Caledonia,NCL,0.00033602733625762084,0.002400927766125987,-0.7942202172951269,6.932690303074196e-05,-0.0002527122269384563,0.00170749647077173,-0.012560459785163403,0.010724490508437157
Niger,NER,0.0032160581706568337,0.01149382722445457,0.40594922530523514,0.0014331534039229155,-0.0032496554777026176,0.012462323531508446,-0.04001161456108093,0.0492863766849041
Nigeria,NGA,0.02295609017577226,0.027370260234899496,-0.28025988139298863,0.024760469794273376,0.0027024594601243734,0.04567734897136688,-0.07252998650074005,0.13237471878528595
Nicaragua,NIC,0.009337874849092622,0.007996988192437382,0.206643272605056,0.009208318777382374,0.0019875240977853537,0.016365699470043182,-0.014711804687976837,0.03162092715501785
Netherlands,NLD,0.00046960451388736147,0.0022542568704320824,-0.671502289521934,0.0003424320602789521,-0.0005988397751934826,0.0015866397880017757,-0.011459902860224247,0.008797261863946915
Norway,NOR,0.008344028659973992,0.010793209559754107,0.33909677477712236,0.007610577158629894,0.0003096206346526742,0.015600774390622974,-0.030792927369475365,0.0434265099465847
Nepal,NPL,0.006747480943688424,0.008613911590299879,-2.86437256740572,0.007308917120099068,0.0024718972854316235,0.01210937649011612,-0.052769735455513,0.03249628469347954
New Zealand,NZL,0.010666998931550188,0.010346210681649995,-0.48433239920209,0.010729222558438778,0.002090333728119731,0.019885893911123276,-0.03152766451239586,0.035952407866716385
Oman,OMN,-0.00010423943339513926,0.0024165745687570257,1.466516625130201,-0.0001007768078125082,-0.0007180024986155331,0.0004448681720532477,-0.010480692610144615,0.01547106634825468
Pakistan,PAK,0.007568145063371048,0.024686261482554688,0.8767703670634542,0.004629974253475666,-0.011126347817480564,0.025618713349103928,-0.0727124735713005,0.11470327526330948
Panama,PAN,0.006379562593251467,0.0059125790761239755,0.7420810797492966,0.005604760721325874,0.002083310391753912,0.01014599110931158,-0.01531839370727539,0.0334969237446785
Peru,PER,0.06511034417091868,0.052564205629627866,-0.4024703956116836,0.06605351716279984,0.028798915445804596,0.10227261543273926,-0.18775442242622375,0.20497849583625793
Philippines,PHL,0.019039080115873366,0.02123836313508512,1.370614977214993,0.016625337302684784,0.0064477319829165936,0.03434821590781212,-0.046491775661706924,0.1374266892671585
Papua New Guinea,PNG,0.03895709076547064,0.02136554382983174,0.33626878175817815,0.0351652130484581,0.019395938143134117,0.06509161740541458,-0.033414728939533234,0.08856838196516037
Poland,POL,0.005051656100586433,0.021540535138805345,-0.33095769955431187,0.005632601212710142,-0.012553260661661625,0.024198299273848534,-0.06421996653079987,0.07540282607078552
Puerto Rico,PRI,0.0005044349859874443,0.002096158866947627,1.1345175124886002,0.00045884810970164835,-5.671980761690065e-05,0.001285848906263709,-0.010053625330328941,0.013748722150921822
North Korea,PRK,0.0062310922731936445,0.006241388283100077,0.021803802568231088,0.007038101088255644,0.0017849885625764728,0.010888420045375824,-0.01704961061477661,0.039241328835487366
Portugal,PRT,0.0017274456936582283,0.005554866753329267,-0.4467262819556161,0.001780079212039709,-0.0036450240295380354,0.006093948306515814,-0.019465431571006775,0.017401348799467087
Paraguay,PRY,0.011304873193518142,0.03288716304442861,-0.37685505036093675,0.013439695350825787,-0.013300957158207893,0.040948543697595596,-0.08996674418449402,0.09697284549474716
Palestine,PSE,0.00012556840470102202,0.0005917271625626914,0.6537422174694666,4.409640496305656e-06,-9.026511543197557e-05,0.0002920151164289564,-0.003980867564678192,0.003039080649614334
French Polynesia,PYF,5.1684074110852406e-06,0.0001149153772495452,-4.997947951685213,0.0,0.0,0.0,-0.0012124698841944337,0.000429276202339679
Qatar,QAT,2.2681891231419707e-05,0.00022673525886840432,1.1182270393614004,0.0,-2.0688616132247262e-05,3.177501275786199e-05,-0.0011009203735738993,0.001211804337799549
Romania,ROU,0.004383784219496011,0.01685498690858459,-0.6711032523971323,0.006927126087248325,-0.008216317743062973,0.01748473197221756,-0.06381432712078094,0.06213489919900894
Russia,RUS,0.39813761131219216,0.22798574022444054,0.06357493720669458,0.4118368923664093,0.17580145597457886,0.6286242008209229,-0.11582193523645401,1.0106514692306519
Rwanda,RWA,0.0015697128985701057,0.002190112476251058,0.4001445818417392,0.001420837827026844,-7.365069177467376e-05,0.0032996763475239277,-0.005986007396131754,0.009741968475282192
Saudi Arabia,SAU,0.000906473513047058,0.00705049295486204,-0.449409872887281,0.00021753882174380124,-0.0006064753397367895,0.0025605205446481705,-0.0544140450656414,0.04207218065857887
Sudan,SDN,0.016291281011993123,0.030643619980303866,1.092308389537818,0.010956714861094952,-0.004397524520754814,0.038122426718473434,-0.08960899710655212,0.15815378725528717
Senegal,SEN,0.0018520599285555364,0.011248658917292027,2.195895267522748,0.0005050521576777101,-0.004700983874499798,0.006226291414350271,-0.0372198186814785,0.08121004700660706
Siachen Glacier,SGR,2.3151325483182994e-05,8.945283392459264e-05,0.46961122586786197,0.0,-1.1517175657616008e-08,2.4910794309107587e-05,-0.0005321340868249536,0.0003906480560544878
South Georgia and the Islands,SGS,5.734798335825042e-06,4.8731140308776836e-05,-0.7548810181206523,0.0,0.0,3.6319920582172927e-07,-0.0003259683435317129,0.0002333518204977736
Solomon Islands,SLB,0.0010333735565137357,0.001265071425564666,0.3308808121660441,0.0008611362427473068,0.0,0.002033038530498743,-0.00564577616751194,0.004937593825161457
Sierra Leone,SLE,0.0047446920564631,0.0035030316579709314,-0.37313847472538336,0.004679067991673946,0.0016550718573853374,0.008299244567751884,-0.008280853740870953,0.013526460155844688
El Salvador,SLV,0.001318073461952008,0.0026399304620106827,-1.0023181094016713,0.0010744023602455854,-0.00020234928524587303,0.0030572013929486275,-0.018826397135853767,0.01378577295690775
Somaliland,SOM,0.007551108080907034,0.014251753237634038,0.9017755907740167,0.0041948528960347176,-0.00291335117071867,0.019507020711898804,-0.036173008382320404,0.0681752935051918
Republic of Serbia,SRB,0.0018725662822862432,0.007263109529638244,-0.43688901458090834,0.002089916728436947,-0.0035714672412723303,0.007229843642562628,-0.03366637974977493,0.029773322865366936
South Sudan,SSD,0.017685132267668085,0.024888297047595417,-0.873993130952872,0.01765270158648491,0.0001484927925048396,0.03802138939499855,-0.0938853770494461,0.10375289618968964
São Tomé and Principe,STP,-3.061835168460994e-07,1.7234103453699964e-05,-1.0574871289394425,0.0,0.0,0.0,-8.320434426423162e-05,6.157426832942292e-05
Suriname,SUR,0.011827416832050585,0.009291865464541941,0.1354607022019843,0.01192032266408205,0.0038530619349330664,0.019350850954651833,-0.016973087564110756,0.03869469091296196
Slovakia,SVK,0.0015546991995855934,0.004632997770215115,-0.48606531173390727,0.002014435827732086,-0.0014555177185684443,0.0047394451685249805,-0.016415191814303398,0.01758642867207527
