mean,10%,25%,50%,75%,90%,ID,iso,mean_GtC,mean_2020,median_GtC,median_2020,std
0.23697744867933,0.122588838870641,0.142055135621569,0.188688722882832,0.327215454953564,0.436426296493306,NA_NA_2p5_AFG,AFG,1.121718751691772,0.3061459475141298,0.8931469212365873,0.24376280601435243,0.5895121574012298
0.631154695294468,0.467574196389344,0.518597131418147,0.600536730969176,0.721385106562062,0.818687007920437,NA_NA_2p5_AGO,AGO,2.98753345888251,0.8153748523150955,2.8426051337878135,0.7758201784355386,0.6797382544557361
0.0133665972779854,0.0068291540037611,0.0093493517736101,0.0116856942691916,0.0174249834889908,0.0222542224085291,NA_NA_2p5_ALB,ALB,0.06326999846013706,0.01726801268016841,0.05531354338288403,0.015096491097948698,0.027433623144020047
1.66146584376766,1.26242049656799,1.35962771307018,1.55560203477332,1.93714353489232,2.19396633615998,NA_NA_2p5_ARE,ARE,7.86445040503187,2.146411136744506,7.363350320039585,2.00964801311124,1.7781767608670411
0.75422754972108,0.366035926517652,0.564040153731149,0.728296726251343,0.951340739826575,1.1379356685516,NA_NA_2p5_ARG,ARG,3.570091543645129,0.9743699627852427,3.4473495228540596,0.9408705029623523,1.2923990426030687
-0.0129853079603703,-0.015528465893094,-0.0141023611479761,-0.0130333786593206,-0.0120630307326094,-0.011187017630546,NA_NA_2p5_ARM,ARM,-0.06146518800339455,-0.016775433407039995,-0.061692727816655205,-0.016837534884458296,0.010495021169796578
0.733533314785358,0.556908477044437,0.60464409113707,0.693335071055123,0.847630119016472,0.957078967858282,NA_NA_2p5_AUS,AUS,3.472136605279979,0.9476355363755401,3.2818605936654874,0.8957043104982225,0.7763857196123817
-0.186016975014999,-0.227993314629048,-0.208727348094394,-0.181108399166297,-0.161484775091898,-0.151672863799485,NA_NA_2p5_AUT,AUT,-0.8805003605623852,-0.24031123377794356,-0.8572659068020151,-0.23396995272980758,0.1508471563151709
0.030819613466234,0.016072646981054,0.0192958109459508,0.0246554320334849,0.0443494087772612,0.0537414550573988,NA_NA_2p5_AZE,AZE,0.14588281938905995,0.039815179964263085,0.11670503078310127,0.0318518097115451,0.07068341533740093
0.141407427831101,0.10417253138192,0.117306684712331,0.139188199629025,0.160090665629874,0.182285841943703,NA_NA_2p5_BDI,BDI,0.6693437046884801,0.18268114210930136,0.6588391191153594,0.17981417006423564,0.14473879376121315
-0.0812707666780349,-0.103076057346274,-0.0945572632874771,-0.0847249105898502,-0.0772646961240226,-0.0371712101465568,NA_NA_2p5_BEL,BEL,-0.38469037224920594,-0.10499191382347324,-0.40104035837032476,-0.10945424628011047,0.10958076772254652
0.275846603956011,0.192076585245549,0.219149202000992,0.260766607586637,0.324268109769722,0.379888031759358,NA_NA_2p5_BEN,BEN,1.3057036016395434,0.3563601532859016,1.234323329815197,0.3368786380499992,0.347106169063299
0.893356546211676,0.672732044455215,0.738536327305879,0.869983839467552,1.00855417257128,1.15503453708283,NA_NA_2p5_BFA,BFA,4.228650428202708,1.1541076496186429,4.1180171017879506,1.1239129644617767,0.9074065545256643
2.10686068453169,1.50132099599012,1.66252910206374,1.96544816354656,2.53279472175924,2.90068894048993,NA_NA_2p5_BGD,BGD,9.972700567973897,2.721806923573662,9.303332755141746,2.5391192017308257,2.638275061501107
-0.0252794597347168,-0.0379978238902592,-0.0331095025399081,-0.0244758686242151,-0.021183427518891,-0.013447875074878,NA_NA_2p5_BGR,BGR,-0.1196588290366816,-0.03265797735717293,-0.11585507799468978,-0.03161983569724065,0.048454316245952325
0.0166340520600193,0.013016796176491,0.0140472328941414,0.0158293988441293,0.0190980760648118,0.0213635454576437,NA_NA_2p5_BHS,BHS,0.07873630261582047,0.021489165561086373,0.0749275241607268,0.020449651790591376,0.015922976211467245
-0.0139098741029942,-0.0173284003766554,-0.0157744977110921,-0.0140265514994307,-0.0123553250561975,-0.0105668932738407,NA_NA_2p5_BIH,BIH,-0.06584156721221932,-0.017969860047003086,-0.06639385277445649,-0.018120593006128956,0.01365961645823571
-0.159317918015795,-0.192802956626375,-0.177641924101049,-0.15558052549892,-0.138735295764733,-0.130067802396954,NA_NA_2p5_BLR,BLR,-0.7541219517500751,-0.2058193099754572,-0.7364312250924342,-0.20099105488330626,0.12537447748646918
0.0097236817397443,0.0074311733844019,0.0082340437350524,0.0095007362321052,0.0110434331829777,0.0121711900793355,NA_NA_2p5_BLZ,BLZ,0.04602647299875931,0.01256181031625527,0.04497117361091494,0.012273791924376347,0.009203136817422146
0.263194688704169,0.182796116803327,0.199052333179915,0.229951495384321,0.330035410964529,0.366708494544625,NA_NA_2p5_BOL,BOL,1.2458165083237138,0.3400154225774328,1.0884618168929392,0.2970692731694703,0.36610029042742903
4.83011796767737,3.67648164758478,3.98954299055863,4.50787945551762,5.58465618508823,6.39678152504501,NA_NA_2p5_BRA,BRA,22.86307801616415,6.23992303934611,21.33778105807273,5.823630201439062,5.159969509938122
0.0507481505954331,0.0405113853834403,0.043149555601463,0.0487656091237605,0.0565035369321131,0.0645670875415627,NA_NA_2p5_BRN,BRN,0.24021337242770507,0.06556041823900248,0.23082912950849382,0.06299921656891207,0.045577712143512056
0.0290154184902074,0.0195848399067223,0.0221061066773929,0.0255517461277606,0.0358632987641128,0.0426411731650833,NA_NA_2p5_BTN,BTN,0.13734276906952234,0.037484380204563954,0.12094768059032056,0.033009738152380064,0.04380251390818848
