Country,iso,Fab_mean,Fab_std,Fab_skew,Fab_median,Fab_q17,Fab_q83,Fab_min,Fab_max
Mozambique,MOZ,0.0159638897545001,0.050797452940716956,-0.06342403987555427,0.01634829211564541,-0.025336940933913848,0.05817296093802567,-0.14833949802165985,0.23143839079387665
Mauritania,MRT,0.0007460692927483378,0.00578298401955455,1.402856037117259,-8.951154669672251e-05,-0.002513305277232962,0.004150141211975527,-0.018146724182124138,0.03351681029414177
Mauritius,MUS,-1.767790728587143e-05,0.00011349807615473642,-0.854742350365172,-4.16e-06,-5.5730000000000003e-05,2.0110170089837023e-05,-0.0009169136215011776,0.00044303480598926543
Malawi,MWI,0.0006250408968064426,0.007442844557135178,-0.24064644443099947,0.001446788905380964,-0.005699784903556108,0.006584307088214446,-0.025596773653082848,0.0308109011810112
Malaysia,MYS,-0.0053391238749065355,0.023647758981952847,-0.4890872663941484,-0.0025445391617298155,-0.02675033403482914,0.016361055392075063,-0.11161916292060375,0.06714045377290725
Namibia,NAM,0.0016988902836447845,0.028556719310155944,-1.0199988062495726,0.003675124775980711,-0.01983521153160572,0.025198752004568482,-0.13231005375995636,0.09497662695375443
Niger,NER,-0.0024034349093762924,0.013508546920444358,0.3584134989026237,-0.003578094943057299,-0.01307022075390453,0.00795452044095748,-0.05660219456108093,0.0558260266849041
Nigeria,NGA,0.02312733148061024,0.03099083395281422,0.011057061143280984,0.021049663719131945,-0.002324076008529661,0.05153183234690514,-0.08580377650074006,0.16763736878528596
Nicaragua,NIC,0.00413131351317036,0.008470148883708683,0.1340849579653755,0.003928669914014339,-0.003470934499794468,0.011880948425571322,-0.026182724687976836,0.030094017155017853
Netherlands,NLD,-0.0009752118458062636,0.0023048211744822722,-0.35446779955044666,-0.0011503786194894464,-0.0023364308571039477,0.000568380972636342,-0.013981002860224247,0.009152761863946915
Norway,NOR,0.007385710375790716,0.010951960365037644,0.41534433052881026,0.00645406571968019,-0.0013998399995351764,0.01536713178941965,-0.033662197369475365,0.0438832699465847
Nepal,NPL,0.004749495109128899,0.008965125447117792,-2.4885956507458857,0.005457375310798288,2.4660783375501753e-05,0.01098004335108843,-0.058128935455513,0.03319775469347954
New Zealand,NZL,0.01111397108318389,0.011616518989679636,-0.3730740895510623,0.01098077335451007,0.001050415078035593,0.02211734891120274,-0.03701818451239586,0.04500948786671638
Oman,OMN,-0.000162329904356764,0.002460346482446,1.4394396071454734,-0.00016577873337680942,-0.0007981314002662597,0.0003820072032900527,-0.010622402610144615,0.015483876348254681
Pakistan,PAK,0.006016168801080368,0.025154639272274612,0.8646504431946256,0.003122035280327797,-0.013074901829607487,0.024297898501615525,-0.07742031357130051,0.11789597526330949
Panama,PAN,0.004805647799020643,0.005894768281492973,0.6780962596909447,0.004140872993800044,0.00039450182230234146,0.00874943482043028,-0.01747781370727539,0.032629203744678495
Peru,PER,0.05443775973347299,0.05329045289304691,-0.4995307455116578,0.055775590467014316,0.01396092181939602,0.09365564557304382,-0.21156458242622375,0.20382964583625793
Philippines,PHL,0.010109579795744526,0.021828057347797726,1.2114530856007597,0.008001105939919949,-0.004663140516983867,0.024425086560494615,-0.06569711566170693,0.1352047092671585
Papua New Guinea,PNG,0.02954194199833567,0.021711651644091758,0.3009389052353744,0.026132221478185655,0.009952430128769875,0.05532091555393219,-0.05233289893953323,0.08243384196516038
Poland,POL,0.013017974674335036,0.022665186711154906,-0.27017600456872753,0.014051195481918827,-0.007110252571659088,0.03349840100436425,-0.06356736653079986,0.09519434607078553
North Korea,PRK,0.006374608072801696,0.00648456880803228,0.141835819912078,0.0068483286077427865,0.0011883556459539384,0.011135281502438282,-0.018374310614776613,0.04091337883548737
Portugal,PRT,0.0017243792708634108,0.005709271955574724,-0.4454883524476116,0.0019062695529749988,-0.0032505005516500355,0.0064885967259838105,-0.021841011571006774,0.018756308799467086
Paraguay,PRY,-0.00340873507947869,0.033495802062957686,-0.31925176207383704,-0.002828735263180733,-0.031042887145082666,0.02743155591510773,-0.11802368418449402,0.09354936549474716
Palestine,PSE,9.202473305337531e-05,0.000602415869363177,0.4614964667107683,5.338764026419085e-07,-0.00013949586867429548,0.0002494933272475459,-0.004123377564678192,0.003057110649614334
Qatar,QAT,1.6541504987151782e-05,0.0002259359622443901,0.8854805480200293,-3.3096505550825533e-06,-2.6236436094874517e-05,2.9962597998606087e-05,-0.0011113303735738992,0.0012122743377995491
Romania,ROU,0.006814257267033977,0.016969915290360207,-0.6032863681285178,0.008885968896616699,-0.007126949223699903,0.02034009361902237,-0.06427424712078095,0.06902327919900894
Russia,RUS,0.3367604476222563,0.23973756620953413,0.025221148081742487,0.33050213115261073,0.09296760646589279,0.5829128861410202,-0.313109135236454,1.0719501192306518
Rwanda,RWA,0.001172935608928236,0.0022406354765827415,0.20058858724937878,0.0010991389810082316,-0.0005399457473854346,0.0029323617693562507,-0.007216887396131754,0.009788728475282192
Saudi Arabia,SAU,0.0008367455705166672,0.007368643432476382,-0.7779611224889379,0.0003274903720007837,-0.0010171615912883479,0.0027514132710346763,-0.056045465065641405,0.04318138065857887
Sudan,SDN,0.005274073636533893,0.031107019713381076,1.0626288497254153,-3.06859564685822e-05,-0.016392184181883408,0.028676686718473433,-0.10613155710655212,0.15331495725528718
Senegal,SEN,0.0010204953677566391,0.011264544194669716,2.221859692468494,-0.00021648515011757612,-0.0056004869794716115,0.005317426111990786,-0.0417916486814785,0.08220722700660706
Solomon Islands,SLB,0.00027506234482408114,0.0014378489193838067,0.11334978204142904,2.6293042756579812e-05,-0.00091121,0.0014911494683742643,-0.00807419616751194,0.004935143825161457
Sierra Leone,SLE,0.002071234862828895,0.0035737288715740083,-0.37261531646978674,0.002043655696366429,-0.00105519987934914,0.005621306130737495,-0.013027593740870952,0.012144000155844688
El Salvador,SLV,0.0017453170516098506,0.0027150011186284338,-1.0373403734703261,0.0015697886857678743,0.0001333899605279416,0.0034790074003290417,-0.01918042713585377,0.015361662956907749
Somaliland,SOM,0.004285704452399926,0.014376778399114016,0.8364748827277001,0.001442967680050135,-0.006594201309775272,0.01608376436514778,-0.04218106838232041,0.06826822350519181
Republic of Serbia,SRB,0.004274941157075951,0.007498266752867919,-0.4069840930674116,0.004443425817804932,-0.0016613715727977984,0.010134512056581998,-0.03263771974977493,0.035893652865366936
South Sudan,SSD,0.01592950520584216,0.024577019395405787,-0.8676521396041447,0.016153067552568914,-0.0018411493019568608,0.03775442962826129,-0.10029776704944611,0.10683412618968964
São Tomé and Principe,STP,-1.0882665745011724e-05,2.6324899159754097e-05,-1.6885021075869628,-5.28e-06,-1.8780000000000003e-05,9.300000000000001e-07,-0.00017800374556189405,6.969426832942292e-05
Suriname,SUR,0.011109918346268208,0.00943698088790837,0.12692286594583757,0.011238930707416534,0.0027361562432404772,0.018981650300266075,-0.018073517564110755,0.03838657091296196
Slovakia,SVK,0.00040537569670967446,0.007622772896290388,-1.005093529548404,0.001987138624252081,-0.005943210091940165,0.0058443439937770365,-0.038274651814303395,0.027610628672075272
Slovenia,SVN,9.221377826625504e-06,0.0014900306790618075,-0.45727249303635964,0.00014163920143961894,-0.0013216698992748797,0.0013054737815278768,-0.005929744060274959,0.003965594640293122
Sweden,SWE,0.011860263588142524,0.014492040443369474,-0.6153661818353465,0.012469912031663656,-8.816366254329674e-05,0.02433391113803849,-0.05981038210068703,0.05087074223022461
eSwatini,SWZ,0.0005690303323196712,0.0015115903389641924,-0.5051806194483581,0.0006257615354644507,-0.0005839642737118144,0.0017976813718856661,-0.005408109087787867,0.004675194693367481
Syria,SYR,0.001330917783458661,0.00394892663133239,0.14787448652487745,0.0013709136458280682,-0.0019385246995961667,0.004023635669492364,-0.014045760286188126,0.01670000775309086
Chad,TCD,7.846065114284472e-06,0.015340725634962294,-1.1282893952740736,0.0007038227802973981,-0.01172962465719474,0.012104520934948921,-0.09702491676437378,0.057163730727128985
Togo,TGO,0.0011349781748107178,0.0035808697393067907,-0.30670964463229095,0.0009486447100066394,-0.0016238702937605978,0.0038564347177847264,-0.020252783501067163,0.016179985788478853
Thailand,THA,0.02005520760941753,0.05622015698909175,0.1220834910030509,0.01701802965570688,-0.020058601070970853,0.06420307083044052,-0.19652842178611757,0.24667134387691497
Tajikistan,TJK,0.0011755446744014149,0.0025858238565880055,0.28894897792132374,0.0008814129573058337,-0.0007639371832718657,0.0033282561234515905,-0.010068940171580314,0.011266522776398658
Turkmenistan,TKM,0.0009107846850224793,0.0074022643474686255,-0.19926871783743522,0.0005159585989103838,-0.004083005279577971,0.007009539389312268,-0.028520666647968294,0.024648886252589226
East Timor,TLS,-0.000601953214345571,0.002972341745704757,-2.055771594748267,-0.000256687978103701,-0.0020482220022675396,0.0011561076993918448,-0.020842834854855538,0.0150325028423357
Trinidad and Tobago,TTO,0.00038732916251279186,0.000982507465045585,2.9022734175662364,0.000254391585508734,-2.016002370692351e-05,0.0008526963500267253,-0.003335338634798527,0.007269527138394117
Tunisia,TUN,-0.0004120579287152579,0.0048147553383590625,-0.4958828033121353,0.00020356810166800393,-0.00449057664178133,0.0031325578534522652,-0.017378726693611145,0.013646488844861984
Turkey,TUR,0.02093911248181999,0.024249075147785487,0.16071473894349622,0.020308665103418826,0.0007646363121387363,0.041454746941099165,-0.05773812597175598,0.09500337054292679
