iso,CSCC,SLAND,SLAND_dor,ELUC,EFOS,Country,SLAND_mike,SLAND_mike_2012,GCB_corrected
KWT,2.0397426141442603,2.858338909901138e-05,4.066877643935234e-05,-1.2587499999999998e-06,-0.026660630175812678,Kuwait,1.939605e-05,8.961999e-06,2.171689237876023e-05
LUX,-0.041966810639817456,1.2469603345495344e-05,6.863586815844983e-05,-1.57385e-05,-0.0023910771362006897,Luxembourg,6.3692787e-06,2.2969409e-05,9.47407016438499e-06
LCA,,9.891567779799445e-06,3.452656842821755e-05,1.350125e-05,-0.00013568067487991002,,,,7.515347889188781e-06
AND,,7.030011292780562e-06,1.3603191522778792e-05,1.7989999999999998e-06,-0.0001220636545910982,,,,5.341214022519988e-06
BHR,,5.669255337166017e-06,3.728377085140633e-07,1.7525e-07,-0.009449815003156285,,,,4.30734814540256e-06
LIE,,3.485156208721801e-06,4.344676422795959e-06,5.68125e-06,-4.140244168829641e-05,,,,2.6479282091358847e-06
SMR,,1.612982747795184e-08,1.730781120691563e-06,8.344999999999999e-07,,,,,1.2255010286333232e-08
VAT,,4.380187282947596e-09,9.1152292530831e-09,2.25e-09,,,,,3.327948812965541e-09
MCO,,-9.823679643451739e-08,7.970133912305797e-08,-7.25e-09,,,,,-7.463768304075527e-08
DJI,0.09890072479181314,-5.822538179239378e-06,4.4521385731803245e-05,-1.05875e-05,-0.0001133858616944988,Djibouti,1.9671319e-05,5.2309613e-05,-4.423808337484289e-06
KNA,,-3.477358503579284e-05,7.536573954492947e-06,5.397749999999999e-06,-6.486780645274473e-05,,,,-2.6420037219172854e-05
MDA,-0.01817957670243723,-3.8103817487782604e-05,0.0008132033418626,0.0005231755,-0.0014644301454220232,Moldova,4.2385294e-05,0.000250945,-2.8950258513281673e-05
MLT,,-7.015162510463109e-05,6.824683909825012e-06,1.0913e-05,-0.00046140811124483383,,,,-5.329932315986631e-05
MUS,0.12284404323662122,-0.0001496666281931778,1.3370448451340055e-05,-1.5097749999999998e-05,-0.001163169079342662,Mauritius,-1.9068137e-06,3.0811411e-06,-0.00011371268976902331
NIU,,-0.00017043164451173296,-0.0,2.985000000000001e-07,-2.223329281974326e-06,,,,-0.00012948939221222168
OMN,1.055630417904227,-0.00029206286515644247,0.000361622480856,-5.9244e-05,-0.01806446167503358,Oman,-0.00016324571,-0.00011235817,-0.00022190153128672196
TLS,,-0.00029938260337156273,0.0007934461145504,-0.00059542425,-0.0001479125895317411,East Timor,-0.0001288984,-3.8164555e-05,-0.00022746287205383076
ATG,,-0.0004854255469302937,2.087491510173807e-05,2.6205e-06,-0.0001683031458095754,,,,-0.00036881331055842593
DMA,,-0.000720620481309178,3.805768215230469e-05,8.58375e-06,-4.4897346263150755e-05,,,,-0.0005475081133420631
BRB,,-0.0008376699716429036,1.8247813462848395e-05,1.2918e-05,-0.00041135626079044944,,,,-0.0006364391766166478
TUN,0.8281899464313849,-0.0014714473750912546,0.0006466106068547,-9.79285e-05,-0.008292377295752525,Tunisia,-0.0007988537,0.00012214601,-0.0011179662486899167
MAR,1.5309217048974502,-0.004189537661470442,0.0025564829968974,-0.0005453535,-0.017519783130128613,Morocco,-0.0043445667,-0.0036138995,-0.0031830983441380385
DZA,1.7276702225659353,-0.005893217445913333,0.0025646667090006,-0.00015127374999999998,-0.041959642485534694,Algeria,-0.005900099,-0.0026874733,-0.0044775085485562185
ABW,,,,,-0.00024085711137800047,,,,
AIA,,,,,-3.7605397334168405e-05,,,,
ALA,,,,,,Aland,-7.0547077e-07,8.701908e-06,
ATA,,,,,,Antarctica,0.0,0.0,
BAY,,,,,,Baykonur Cosmodrome,1.407449e-06,8.182693e-06,
BES,,,,,-2.8604290188697967e-05,,,,
BIR,,,,,,Bir Tawil,3.0914468e-06,1.8115123e-06,
BMU,,,,,-0.0001579657163965214,,,,
CUW,,,,,-0.001066168227839616,,,,
CYM,,,,,,Cayman Islands,7.8157456e-07,7.074479e-07,
CYN,,,,,,Northern Cyprus,2.2348697e-05,4.3728236e-05,
ESH,,,,,,Western Sahara,1.03453085e-05,-2.0006714e-06,
FLK,,,,,,Falkland Islands,0.00017238161,0.00017544962,
FRO,,,,,-0.00019667827990507288,Faroe Islands,-5.204314e-06,-4.532118e-06,
GRL,,,,,-0.000150292328091437,Greenland,0.00080415973,0.0007984524,
HKG,,,,,-0.01066385573818551,Hong Kong S.A.R.,2.99456e-05,2.5281593e-05,
MAC,,,,,-0.0003689691989525532,,,,
MSR,,,,,-8.200830359102832e-06,,,,
NCL,0.024444646079075965,,,,-0.0014282188144109369,New Caledonia,0.00035447214,0.0004186643,
PRI,,,,,,Puerto Rico,0.00052801595,0.00047336592,
PYF,,,,,-0.00023900452122674093,French Polynesia,3.1525728e-06,1.9858855e-06,
SGR,,,,,,Siachen Glacier,2.146413e-05,2.0042975e-05,
SGS,,,,,,South Georgia and the Islands,1.3075423e-05,7.5843705e-06,
SHN,,,,,-4.000691965919027e-06,,,,
SPM,,,,,-1.690027354865873e-05,,,,
SXM,,,,,-0.00018852463398671732,,,,
TCA,,,,,-9.553847664695855e-05,,,,
TF,,,,,,French Southern and Antarctic Lands,5.8147398e-05,3.9979197e-05,
TWN,,,,,-0.07554436648826729,Taiwan,0.0012668039,0.0012876556,
VGB,,,,,-5.175534563530346e-05,,,,
VIR,,,,,,United States Virgin Islands,-2.1113055e-07,-1.0482734e-06,
WLF,,,,,-6.881652486910141e-06,,,,
XKX,,,,,-0.002238329147225704,Kosovo,0.00036137132,0.0002556012,
