iso,CSCC,SLAND,SLAND_dor,ELUC,EFOS,Country,SLAND_mike,SLAND_mike_2012,GCB_corrected
LKA,1.8533201897965723,0.014014545737171502,0.0028815296346784,-0.0018466040000000002,-0.005705529983027187,Sri Lanka,0.003583843,0.0033770439,0.010647875955405622
DISPUTED,,0.013714214912989641,0.004958301652541,,,,,,0.01041969265061314
SUR,0.06544692695426088,0.01371225126637396,0.0124100717117333,-0.00068904575,-0.0007971355525198283,Suriname,0.009149564,0.010145147,0.01041820072458313
CIV,2.528629962801873,0.013532788769198617,0.0089404913308442,-0.02339294575,-0.002985085405769132,Ivory Coast,0.008596094,0.0075903228,0.01028184993274105
NOR,-0.9334399990753349,0.013281641782569277,0.0063573169570376,-0.0010464565,-0.01169380458515283,Norway,0.008697142,0.008701481,0.010091035188520676
SDN,6.967837710872732,0.013084163319573754,0.0066435017457555,-0.010501468,-0.005435015020412392,Sudan,0.012360334,0.013863608,0.00994099634906951
CRI,0.4345812969988633,0.012944070569465073,0.0022857656979252,-0.0010719699999999998,-0.002121247971046399,Costa Rica,0.003921139,0.003805721,0.009834557635080203
LBR,0.42851011441481274,0.012112622575126542,0.0037954978645443,-0.0053558005,-0.0002055000075451371,Liberia,0.0056680585,0.006177879,0.00920284574993463
KAZ,-1.12563053002461,0.011649932067015624,0.0347079975595419,-0.004983818250000001,-0.07442118149124359,Kazakhstan,0.009751264,0.012681463,0.008851305912075925
UGA,4.602371409955975,0.011556953020818387,0.0029793042290882,-0.0030307075,-0.0014571028629307699,Uganda,0.0092372345,0.013004628,0.008780662926642998
HND,0.6697692914935971,0.011447585561146948,0.0052001663187423,-0.00269344325,-0.002806531372459875,Honduras,0.0055275946,0.005585881,0.008697568464219534
FRA,-0.2357533887698305,0.010982870277766281,0.0234427110926577,0.0113194975,-0.08511472083002201,France,0.0087583875,0.013411695,0.008344490256419044
FIN,-1.05149692787528,0.010617736971850741,0.0070607904083899,-0.00628161,-0.011336926855895199,Finland,0.009142545,0.00968631,0.008067071764126155
ZWE,0.28729732440758055,0.009537904847010484,0.006959042154365,-0.00167938,-0.0028491260565649086,Zimbabwe,0.0077076848,0.004299669,0.007246644278741124
MNG,-0.550545895263033,0.00938078365529199,0.0224063605956376,-0.00026085050000000003,-0.009581438217769175,Mongolia,0.007782374,0.016299997,0.007127267811550565
UKR,-0.8286295844832858,0.00934722249809207,0.0139061152835836,-0.0008012617500000001,-0.05694976854746695,Ukraine,0.005991188,0.004643545,0.007101768944481561
PRY,0.6813452102997338,0.009260683080356349,0.0086554614506156,-0.013567194750000003,-0.002060389865234574,Paraguay,0.009829907,0.013808326,0.0070360186160311035
VUT,0.015201930242581294,0.009186574626594779,0.0009269547796675,1.9758250000000003e-05,-4.804155525429397e-05,Vanuatu,0.00022860496,0.00026538057,0.006979713000587062
GTM,1.368778278122949,0.009064411575761388,0.0042568303807593,-0.0064535925,-0.004848308973953679,Guatemala,0.006532543,0.006242824,0.006886896791199858
SOM,0.06113098171471679,0.008705379153945002,0.0064459266773013,-0.0032314377500000002,-0.0001688369018865366,Somalia,0.005507196,0.004507002,0.006614113587008659
SOM,0.06113098171471679,0.008705379153945002,0.0064459266773013,-0.0032314377500000002,-0.0001688369018865366,Somaliland,0.00038504525,0.00072401,0.006614113587008659
GIN,1.2951110374543486,0.00861029984274032,0.0048212706499695,-0.0045655265,-0.0009510799599276783,Guinea,0.006065364,0.006208767,0.006541874876556016
PAK,16.143024507843435,0.008585118711848416,0.0046946011256541,-0.0018226015,-0.05314628811706141,Pakistan,0.009080659,0.0045198146,0.006522742928708241
NPL,1.3402812065691452,0.008403592263792701,0.0042737242580018,-0.002061053,-0.0035059815407762047,Nepal,0.007207487,0.0073922747,0.006384824002346184
BGD,6.156867913390585,0.00811886217063104,0.0041766105229779,-0.00164114375,-0.024817419581599234,Bangladesh,0.005979492,0.006502217,0.0061684937145427676
KOR,-0.5970241944274082,0.008068469841716313,0.0041221545809088,0.0031192509999999995,-0.1710007036198559,South Korea,0.0030802062,0.003783198,0.0061302069746476
PRK,,0.0076720190469781,0.0049050982839726,0.00022816424999999997,-0.011726018574386576,North Korea,0.004471867,0.0045209583,0.005828994294339458
GHA,2.692323565468219,0.007481715190963428,0.0058232200289918,-0.0022923845000000003,-0.004392211382252453,Ghana,0.0050518075,0.0050564604,0.0056844065288362885
TCD,1.5789297570670018,0.007144033772236489,0.005595859636663,-0.006033105750000001,-0.0005813443880106793,Chad,0.006068913,0.0069249324,0.005427845244119578
GBR,-2.0128427009035903,0.007081172341745567,0.006191158389995,-0.0030006505,-0.10049952494115738,United Kingdom,0.004676047,0.004748825,0.005380084815290881
SLE,0.425329993844642,0.0070657760832523765,0.00167707612932,-0.002521153,-0.00031001297786740773,Sierra Leone,0.0046552247,0.005000698,0.00536838715104351
GRC,0.5191678065871357,0.006991148557710103,0.0029803227348386,0.0015514525,-0.018093492967680667,Greece,0.0033728909,0.0030250582,0.005311687158782942
CUB,0.3890535495673994,0.006853189776020585,0.0032574097987664,0.0006108804999999999,-0.006697880551278542,Cuba,0.0033242118,0.0046296194,0.005206869776761587
URY,0.13436636354889375,0.006188244619718796,0.0020547485637566,-0.00035780575000000003,-0.001901998792385998,Uruguay,0.0051824776,0.009407286,0.0047016622820462975
FJI,0.03172570211583591,0.005985116562857945,0.0002989074724336,5.3766250000000004e-05,-0.0003291984309516327,Fiji,0.00042201078,0.00043813977,0.004547331032708675
BWA,0.30578700998391734,0.005598143427377661,0.0068002813253452,-0.001600931,-0.0017682415953040908,Botswana,0.0044111726,0.0007164538,0.0042533192236965875
DOM,0.8838699352108453,0.0054821511313886215,0.001729752306936,-0.00014315725000000007,-0.006746277596797683,Dominican Republic,0.0017165922,0.0012027589,0.004165191388329214
BLR,-0.4600062224518955,0.005369697765488365,0.006991096112252,-0.0015780477499999996,-0.016377900623063112,Belarus,0.0047100186,0.0050076568,0.004079752337122732
BHS,0.049267509259367154,0.005200462596799206,0.0003880458265289,4.713249999999999e-06,-0.0006479302994070864,The Bahamas,0.00032882573,0.00027133632,0.0039511719951488364
NAM,0.22375028091560453,0.0044325238631579686,0.0076659541446491,-0.0013737234999999998,-0.001082827562425498,Namibia,0.0029872651,0.0021014945,0.0033677127428467716
BLZ,0.028695083437129204,0.004219439090552543,0.0015360088097106,-0.0016977264999999996,-0.0001697164845414358,Belize,0.0008627425,0.0007875937,0.0032058166479437124
ISL,-0.09822194854986084,0.004129192986758216,0.0009510342225433,-8.08305e-05,-0.0009699422727485028,Iceland,0.0022209703,0.0019413752,0.003137250078846012
MWI,1.7104106865828181,0.004100700129680234,0.0018510135387861,-0.0030979275,-0.0004310285279899599,Malawi,0.0034616536,0.0030931071,0.0031156019702685955
BFA,2.6511765322953997,0.003925115706577516,0.0025248542214628,-0.00480147,-0.001329834562659226,Burkina Faso,0.002435709,0.0025209715,0.0029821976350898707
MLI,1.9191728803260129,0.0038741953035361055,0.0049792004162081,-0.003936961249999999,-0.001461143661234156,Mali,0.0024741082,0.0029502981,0.0029435096786371608
GNQ,0.21038835149102647,0.0038392151113423294,0.0017790396153331,-0.0007189415,-0.001523661684954853,Equatorial Guinea,0.0017585667,0.0017210214,0.0029169326668409337
IRN,3.317547669420723,0.0036998155098608523,0.0107348790067174,-0.00022634024999999982,-0.1862380122224132,Iran,0.0021201153,0.0042363876,0.0028110205885870636
IRL,-0.24665551647665654,0.0035675530316513276,0.0016343554003795,0.0006809835000000002,-0.010238857354488236,Ireland,0.0019283217,0.0018684459,0.0027105311051645498
PRT,0.3446030365563189,0.003276679796899189,0.00172875208403,2.779274999999992e-05,-0.012677379555450771,Portugal,0.00084405934,0.0016177995,0.002489533423150959
NER,3.141093605189289,0.003158469736571866,0.0031098781025738,-0.005257094500000001,-0.000637743639360285,Niger,0.002456381,0.003044605,0.0023997205899238447
AFG,0.6952460314922838,0.002902048233193369,0.0062903905618532,-0.00095798475,-0.002895045453667175,Afghanistan,0.002455286,0.0041408073,0.002204898409349627
ROU,-0.26367311152652567,0.00287585786374505,0.006551492661002,0.00226616525,-0.020762159878965392,Romania,0.002078855,0.0032781162,0.002184999669116308
BGR,-0.07277541089883824,0.0028230377108678065,0.0031355683061677,0.0008952772500000001,-0.011855152613731736,Bulgaria,0.0024368113,0.002620651,0.0021448683336930904
POL,-1.2585824043621046,0.0026428886380495276,0.0139235148842439,0.0075076925000000004,-0.08663221600239344,Poland,0.0020374293,0.0038527355,0.0020079959000927194
KIR,,0.0025649805076860856,-0.0,-0.0,-1.740996353776893e-05,Kiribati,2.1372641e-06,2.484325e-06,0.0019488033922808376
LVA,-0.102348298237423,0.0025139551013159053,0.0020571499362516,-0.0008235734999999999,-0.001957750591391724,Latvia,0.001759625,0.0020723145,0.0019100356571153097
SRB,-0.08367485751043877,0.002485836816215081,0.0026107492760066,0.0023339999999999997,-0.01197236546344287,Republic of Serbia,0.0015352486,0.001089231,0.001888672138279434
AUT,-0.5388596653727995,0.002452754267477433,0.0022915376480021,0.00119008075,-0.0177364021627409,Austria,0.0022613658,0.002360291,0.0018635369050829112
KGZ,-0.11230641559943523,0.0023913861734134335,0.0028356679025575,-0.00029001,-0.002690402565276053,Kyrgyzstan,0.0022250067,0.0021459768,0.0018169110732173819
DEU,-2.8569281181620236,0.002329950584465239,0.0103120389291726,0.0055809382499999996,-0.1976162868842302,Germany,0.002362219,0.0053098975,0.001770233960549177
HTI,0.43394542410191383,0.0022879992489724427,0.0005842491630567,-0.00011873375000000001,-0.0007652617605448022,Haiti,0.0008953036,0.00065228745,0.0017383604610531416
HRV,0.011777403478067366,0.0022682304900321706,0.00204968724708,0.000530922,-0.004834139817523093,Croatia,0.0014889594,0.0012773409,0.0017233406882445213
ITA,1.2599548786293793,0.0021626999604626384,0.0076540230904744,0.0046753064999999995,-0.09287280400316268,Italy,0.002235305,0.002134604,0.0016431614223990176
DNK,-0.3399214235852552,0.0021606210422903285,0.0015501865545343,-0.0005133140000000001,-0.008824809197202218,Denmark,0.00093339523,0.0010010846,0.0016415819161320767
SEN,1.273105752919394,0.0020693982800105335,0.0020027088393955,-0.0008446205000000001,-0.0030367716299667673,Senegal,0.0009247577,0.00022358268,0.0015722733081128808
BTN,0.08468384957586,0.0020577994915981,0.0014158482400554,-0.00045173474999999984,-0.0003198348542255519,Bhutan,0.0019083521,0.0017998739,0.00156346085977779
ERI,0.16046320796181135,0.0019471561275668256,0.0007983143709136,-0.0004521495,-0.0001669106674697402,Eritrea,0.001541261,0.0011496039,0.0014793969994438075
GEO,0.0004314064578780832,0.001926741114150333,0.00184952743066,0.00145298025,-0.0028655798776295936,Georgia,0.0014725951,0.0015245271,0.0014638862198178796
BRN,0.15035851842309053,0.001798759054085968,0.0004605118437679,-0.00022660874999999998,-0.002534891677751055,Brunei,0.0008180178,0.0008330671,0.0013666488832934304
LTU,-0.14056940790225592,0.0017717611595902667,0.0018426435884716,-0.0005602445000000001,-0.0036145836000987673,Lithuania,0.0017870056,0.0020224222,0.001346136607188406
TJK,0.057809449755149574,0.0017128500444439463,0.0013734662435069,-0.0005060675,-0.0020785138178151426,Tajikistan,0.0015625973,0.0017042622,0.0013013775220038699
SAU,10.017739555539999,0.00171147988609241,0.003797471548272,-1.5043000000000029e-05,-0.1800030012751284,Saudi Arabia,0.0012014073,0.00079722144,0.0013003365124385205
GNB,0.13076128408160564,0.0017099868211802158,0.0004940390596516,-0.00046363175000000003,-8.205538393282611e-05,Guinea-Bissau,0.00058934133,0.000513189,0.0012992021217649616
EST,-0.1252269430350959,0.001684482232633315,0.0012633012256605,-0.00018916925000000002,-0.0038773531836573632,Estonia,0.001189841,0.0014082465,0.0012798244194666443
SLV,0.28361399858220304,0.0015974969955325183,0.0005475115482462,0.00044431025000000004,-0.001895804469959169,El Salvador,0.001182269,0.0013538288,0.0012137353694202915
ESP,1.873452297609933,0.0015756189545835804,0.0097476856937515,0.0033002395,-0.06753775645803493,Spain,0.0013140262,0.005040039,0.0011971130207162803
BIH,-0.040253639316670656,0.0014959374956087256,0.0017001841765315,-0.00010145950000000003,-0.005594647015020797,Bosnia and Herzegovina,0.0013422731,0.0013730967,0.0011365731853893574
BEN,0.8094262919222901,0.0014895774483780653,0.0034299928518196,-0.0028562107499999997,-0.001955286501638335,Benin,0.0013217937,0.0010132367,0.0011317409920915773
JAM,0.083813405467223,0.0014019398105884857,0.0004446677994745,0.00013395525000000003,-0.002093152771210069,Jamaica,0.000107700944,8.4102816e-05,0.0010651562655004643
ALB,0.03924578564384902,0.0013901095367767659,0.0007465892742018,2.5554499999999997e-05,-0.001365347257381692,Albania,0.0010565878,0.00089508574,0.0010561679407678568
HUN,-0.07406702380364019,0.001293331554943121,0.0026842404461117,0.0017462002499999997,-0.01271089379846085,Hungary,0.0009930464,0.00078333047,0.0009826386259327742
IRQ,3.685613560634339,0.0012733690826122247,0.0020137022051048,-0.0008029625,-0.036505452737174614,Iraq,0.0010975278,0.0012501553,0.0009674716748857044
YEM,1.879704531881362,0.0012196978017220779,0.0021812297400454,3.1250000000000014e-05,-0.003163726665569946,Yemen,0.00076194183,0.00084884325,0.00092669367522709
TGO,0.40818032869814863,0.0011612431117283605,0.0015558061265671,-0.0002790455,-0.0006157867043944268,Togo,0.0007680734,0.0008985966,0.0008822813696313459
SVK,-0.2361654136876929,0.0011267736492660413,0.0015706065742594,-0.00042115325000000026,-0.009225346120898125,Slovakia,0.0011495653,0.0012072097,0.0008560923965863759
MKD,-0.0246043620972402,0.0011213638435656624,0.0008024386758322,5.413175e-05,-0.001968234083498984,North Macedonia,0.0010800854,0.0008973892,0.0008519821713160913
UZB,0.6210218223339774,0.0011051128805914293,0.0033644848499449,0.00022994699999999996,-0.030363637031220605,Uzbekistan,0.0011273903,0.0015466784,0.0008396351255287586
SYR,1.7334401996678126,0.0011050418336804823,0.0013632899472065,0.00015282675000000002,-0.007348403297550848,Syria,0.00071861333,0.0012137865,0.000839581145991429
CHE,-0.654836767493489,0.0010882759043315765,0.0009308769092449,0.00027895275000000005,-0.00994598802523659,Switzerland,0.0009702452,0.0009842466,0.0008268428425649582
FSM,,0.0010776738341612378,-0.0,1.5208250000000003e-05,-3.942398833488521e-05,,,,0.0008187876740164087
TUV,,0.0010335528341668416,-0.0,-0.0,-3.034993922961488e-06,,,,0.0007852657216264199
CYP,0.07484894054561608,0.0010286994869248476,0.0003923123366647,8.636199999999998e-05,-0.00196586395509624,Cyprus,4.722284e-05,4.7725465e-05,0.0007815782785675846
EGY,9.231670409752006,0.0008905045628787052,0.0004369220878824,-0.0007057232499999999,-0.0667988091167319,Egypt,0.00025088972,0.00032925917,0.0006765814819174344
RWA,0.708305067294418,0.000876900848993367,0.0004251186387019,-0.00031042175000000005,-0.00035124358449801005,Rwanda,0.00077506155,0.0008038073,0.0006662457449837917
LSO,0.011315024130218553,0.0008400351440552603,0.0004461932301731,-0.00018897,-0.0006881950047764882,Lesotho,0.0007690261,-0.00023365449,0.0006382361711773152
SWZ,0.05938210260583071,0.0008324032147459251,0.0002914326462304,2.500925e-05,-0.0002831812838389296,eSwatini,0.0006110474,0.0003930202,0.000632437635990357
LBY,0.9383868409721245,0.0008262411087123039,0.0003135094211121,0.00016952725000000002,-0.013786624119768979,Libya,0.00012893691,0.00021877394,0.000627755833104943
MRT,0.4414985177774517,0.000813259508053349,0.0008890922275309,-0.00022907875000000003,-0.000997239729784599,Mauritania,0.00040552721,0.0001877127,0.0006178927611144939
BDI,0.41266150086075176,0.0007543214288979387,0.0004205754989184,-0.000632366,-0.00016272191637651832,Burundi,0.0005657739,0.0005804178,0.0005731131893990752
CZE,-0.703433453174712,0.0007201280722213414,0.0022706613961914,0.00239705875,-0.027293571386067122,Czechia,0.0006743857,0.0011624752,0.0005471339941244354
SVN,-0.08790092512293504,0.0007050694403357337,0.0006909816838817,-0.00072285325,-0.0036786197147312487,Slovenia,0.000652459,0.000715613,0.0005356928495177443
TTO,0.13270246791520526,0.0007015931556658042,0.0003692326588371,5.8529750000000007e-05,-0.010711759344355785,Trinidad and Tobago,0.00022196374,0.00026091453,0.0005330516616658318
TKM,0.3307153961115109,0.000609760291873933,0.002771405939316,-0.0005149779999999999,-0.01682606040813376,Turkmenistan,0.0005867882,0.0015391727,0.0004632795148817967
NLD,-0.6826877045233977,0.0005768162964016452,0.0008747559280721,-0.0013537205,-0.040406622915693205,Netherlands,0.0005327718,0.000653242,0.0004382495507400433
AZE,0.09056952651122119,0.0005733605753451348,0.0016410369365119,-0.0008575295000000001,-0.010003158363089898,Azerbaijan,0.00048442726,0.00022052732,0.00043562398657005314
MNE,-0.012509023691780596,0.0005339842273818362,0.0004775925132429,0.00046234374999999997,-0.0006210031779031315,Montenegro,0.00039213116,0.00042016408,0.0004057068935330645
COK,,0.000533749417367884,-0.0,3.81175e-06,-2.0509963537768927e-05,Cook Islands,2.3196783e-07,2.7032465e-07,0.0004055284911824968
MHL,,0.0005142471594930351,-0.0,-0.0,-4.017941470300888e-05,,,,0.0003907111987353401
PLW,,0.0004970276744877349,-0.0,-0.0,-5.893459719738625e-05,,,,0.0003776282958863314
LBN,0.1126027398506791,0.00039716175174974165,0.000121334518485,-4.8221000000000005e-05,-0.006468971669094249,Lebanon,0.0001820145,0.00015810884,0.0003017528463763363
ISR,2.025619215472538,0.0003882428819826567,0.0001623803287903,-0.00029753799999999997,-0.016011439088429308,Israel,0.0002313902,0.00019119009,0.0002949765283476718
SYC,,0.000385438128864941,-0.0,-0.0,-0.0001539167362868612,,,,0.00029284555215742955
TON,,0.0003814282653609274,6.368975525000833e-06,-8.593749999999999e-06,-4.2083232049358146e-05,,,,0.00028979896541893833
COM,0.036338077366513524,0.0003439872338242087,1.8153926408240675e-05,-2.1162500000000003e-06,-8.843701381418251e-05,Comoros,-6.184334e-06,-5.4436723e-06,0.00026135227389414604
MDV,,0.00033610078237155115,-0.0,-3.0000000000000004e-09,-0.00046599334455654415,,,,0.0002553603596094399
JOR,0.6935727801134711,0.0002967504259973488,0.0004756037121759,-2.70815e-05,-0.006439202640000007,Jordan,0.00016792743,0.00010557866,0.0002254630142847047
OTHER,,0.0002900487033806827,6.0664877022270725e-05,,,,,,0.00022037122519299494
WSM,0.0055507105272486765,0.00028428807503070994,4.929931326137017e-05,-5.9452750000000004e-05,-6.600946377534885e-05,Samoa,2.454495e-05,3.267832e-05,0.0002159944542832528
PSE,,0.00021163715052706337,7.470948935142171e-05,-2.349975e-05,-0.0008948461062072955,Palestine,0.00011633313,9.196314e-05,0.00016079623047578637
BEL,-0.23489404894031413,0.00016492710373747322,0.0007595054743006,-0.00048029424999999996,-0.026081999962245524,Belgium,0.0002451274,0.0005214693,0.00012530718977377006
NRU,,0.0001451000104264469,-0.0,-0.0,-1.5027216636701849e-05,,,,0.00011024309607488508
GMB,0.1561880864963264,0.00012898176656275833,0.0001807974036304,-0.00026306975,-0.00017892961258075062,Gambia,0.00010127681,7.754845e-05,9.79968867079754e-05
QAT,1.9670523940425098,0.00012139687698003212,2.083441084980831e-05,-3.63775e-06,-0.0266731384449122,Qatar,2.5012872e-05,1.5518293e-05,9.223409104360325e-05
ARE,4.966985492827583,0.00011973949057581715,3.895913870734295e-05,0.00010371049999999999,-0.05945495094472301,United Arab Emirates,5.7028006e-05,5.7160723e-05,9.09748533078093e-05
CPV,0.016071266805804275,0.00010621910374976417,6.116322031011424e-05,-1.14525e-06,-0.000143970706740746,Cabo Verde,8.726215e-06,7.3740966e-06,8.070242603882755e-05
SGP,,8.39147872763729e-05,1.242237610517444e-05,-2.8067249999999995e-05,-0.01358885991850567,,,,6.375620462482454e-05
GRD,,8.04102118117298e-05,1.627900110544559e-05,9.143499999999998e-06,-8.074995637329471e-05,,,,6.109352218589953e-05
VCT,0.006393835911865727,6.602478018620148e-05,1.682460646388337e-05,5.327e-06,-6.490227673234026e-05,Saint Vincent and the Grenadines,9.369391e-07,3.1851027e-06,5.01638570803569e-05
ARM,-0.037428205406570395,6.44222479081394e-05,0.000627543278079,-0.00013877475,-0.0017239857224856372,Armenia,-4.3851836e-05,-4.7079793e-05,4.894629603832611e-05
STP,0.01549894367290857,3.4193345601116873e-05,2.108183012869577e-05,-9.569000000000001e-06,-4.1388253909208956e-05,São Tomé and Príncipe,-1.3488286e-06,-2.5849201e-06,2.5979186859786795e-05
