Country,iso,FaWout_mean,FaWout_std,FaWout_skew,FaWout_median,FaWout_q17,FaWout_q83,FaWout_min,FaWout_max,FaWout_tf_mean,FaWout_tf_std,FaWout_tf_skew,FaWout_tf_median,FaWout_tf_q17,FaWout_tf_q83,FaWout_tf_min,FaWout_tf_max,FaWout_mf_mean,FaWout_mf_std,FaWout_mf_skew,FaWout_mf_median,FaWout_mf_q17,FaWout_mf_q83,FaWout_mf_min,FaWout_mf_max,FbWout_mean,FbWout_std,FbWout_skew,FbWout_median,FbWout_q17,FbWout_q83,FbWout_min,FbWout_max,FcWout_mean,FcWout_std,FcWout_skew,FcWout_median,FcWout_q17,FcWout_q83,FcWout_min,FcWout_max,FabWout_mean,FabWout_std,FabWout_skew,FabWout_median,FabWout_q17,FabWout_q83,FabWout_min,FabWout_max,FabWout_tf_mean,FabWout_tf_std,FabWout_tf_skew,FabWout_tf_median,FabWout_tf_q17,FabWout_tf_q83,FabWout_tf_min,FabWout_tf_max,FabWout_mf_mean,FabWout_mf_std,FabWout_mf_skew,FabWout_mf_median,FabWout_mf_q17,FabWout_mf_q83,FabWout_mf_min,FabWout_mf_max,FbcWout_mean,FbcWout_std,FbcWout_skew,FbcWout_median,FbcWout_q17,FbcWout_q83,FbcWout_min,FbcWout_max,FabcWout_mean,FabcWout_std,FabcWout_skew,FabcWout_median,FabcWout_q17,FabcWout_q83,FabcWout_min,FabcWout_max,FabcWout_tf_mean,FabcWout_tf_std,FabcWout_tf_skew,FabcWout_tf_median,FabcWout_tf_q17,FabcWout_tf_q83,FabcWout_tf_min,FabcWout_tf_max,FabcWout_mf_mean,FabcWout_mf_std,FabcWout_mf_skew,FabcWout_mf_median,FabcWout_mf_q17,FabcWout_mf_q83,FabcWout_mf_min,FabcWout_mf_max
Tunisia,TUN,-0.22520839083575275,3.892817070200062,-0.9360720412122899,0.05461095911241819,-2.3702576516051694,2.0019752324494795,-35.07042193912561,23.570710100992457,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.053129247837309684,0.24027485898484083,-0.3355893282079638,-0.01898138350815787,-0.2537175597298609,0.11723173874261102,-1.5065785876524342,1.0104539123267195,-5.126290816442064,4.111337715890808,-0.397244038894503,-4.945688492061788,-8.912102793382648,-1.2336726694251265,-26.68645142015679,7.719700252109249,-0.27833763867306244,3.9008448557668265,-0.9641369727094425,0.036278766333359094,-2.467962493209031,1.943469437458121,-35.57486621867334,22.94463923390845,-0.053129247837309684,0.24027485898484083,-0.3355893282079638,-0.01898138350815787,-0.2537175597298609,0.11723173874261102,-1.5065785876524342,1.0104539123267195,-0.053129247837309684,0.24027485898484083,-0.3355893282079638,-0.01898138350815787,-0.2537175597298609,0.11723173874261102,-1.5065785876524342,1.0104539123267195,-5.179420064279374,4.159488521042797,-0.4106323565452661,-4.970024953982005,-8.984767782061915,-1.239102446007112,-27.85919625703648,7.591170977404758,-5.404628455115128,5.823702871280702,-1.4907816781568963,-4.35705360709088,-9.847360611941056,-0.6564361098969808,-53.611179962526926,12.587301186675973,-5.179420064279374,4.159488521042797,-0.4106323565452661,-4.970024953982005,-8.984767782061915,-1.239102446007112,-27.85919625703648,7.591170977404758,-5.179420064279374,4.159488521042797,-0.4106323565452661,-4.970024953982005,-8.984767782061915,-1.239102446007112,-27.85919625703648,7.591170977404758
Turkey,TUR,10.580283637068412,20.65636230829357,1.438593612492465,6.538815464165275,-2.4161133847085803,24.80749549318939,-93.13601781892983,195.0474746040512,2.3797203565720038,4.693241340801395,2.7120691260776417,1.2772375992398364,-0.14902670747379848,5.070277514019466,-18.066192171939964,78.5360448158104,2.3797203565720038,4.693241340801395,2.7120691260776417,1.2772375992398364,-0.14902670747379848,5.070277514019466,-18.066192171939964,78.5360448158104,2.531262896766426,4.125477980755478,1.1729526131467716,0.9013321666422401,-0.4334417036281328,6.500768762574922,-11.05658827657224,30.09505923680604,-69.76183170551117,55.704937542063064,-0.4092268888155765,-66.93396966202604,-120.53959884668457,-16.741977506097708,-333.9091298899778,102.86636708822722,13.111546533834838,21.725464252739116,1.4845698459753995,8.7056909491576,-1.408324473438826,28.776303426592637,-82.42152116558492,193.5081785178511,4.910983253338429,6.768479299261403,1.7376966570980903,3.1272336414906183,-0.09291851876645059,10.193869875812913,-23.428630409394522,76.9967487296103,4.910983253338429,6.768479299261403,1.7376966570980903,3.1272336414906183,-0.09291851876645059,10.193869875812913,-23.428630409394522,76.9967487296103,-67.23056880874475,53.86350658860105,-0.42851276461844345,-64.21432405833094,-116.06595095378105,-16.218882794817674,-336.26063572424806,107.56959928413906,-56.65028517167634,49.1364038290847,-0.7319607036337797,-50.675310201846386,-100.98612220391766,-11.743699076897514,-299.4221207357134,110.29226054184805,-64.85084845217274,52.13778746998702,-0.4388243243088104,-61.583770350845285,-111.84035687041884,-15.72298322291778,-331.235487093672,104.49910772598453,-64.85084845217274,52.13778746998702,-0.4388243243088104,-61.583770350845285,-111.84035687041884,-15.72298322291778,-331.235487093672,104.49910772598453
United Republic of Tanzania,TZA,29.056568747190944,42.85881969849994,1.3036685521975326,20.20233919326561,-0.16943760291450938,60.15192449292112,-206.47382050557002,422.8607916038618,13.699208616866564,20.508745461141505,1.4179125102984167,9.48043757433793,-0.8772760333964014,29.185614309499734,-109.57679469913549,219.20286398031234,13.590038893352414,20.37369220918556,1.4292711285043669,9.396942433986075,-0.8474568838261806,28.87993639400137,-109.3228106059685,219.20286398031234,-20.11365617794743,23.08205369270295,-1.8051910478081377,-13.848391021781065,-36.05934645544416,-3.0538430362787734,-190.98535081748383,59.242098163288645,-2.0470870075332974,1.7067815148060164,-0.5789411594795374,-1.9019181135809995,-3.5790652242349004,-0.4582125468597824,-10.419606883274621,3.3410543526221046,8.942912569243518,40.22267435574029,0.4777199757508145,4.279292729348882,-14.611132558657543,35.988363785714924,-264.531437363209,387.0563058829396,-6.414447561080869,24.50955044367447,-1.0401337113369213,-1.920945113514915,-23.063123235982804,9.112927661580063,-188.12770757644665,162.63183660896476,-6.523617284595018,24.453859103384882,-1.0479779655040316,-1.9621575726817366,-23.05344526978112,8.990687848915421,-187.25151370061124,162.63183660896476,-22.16074318548073,24.250675891235705,-1.6999346341258574,-16.14163441548672,-39.49673765338409,-3.712785275392386,-198.19316773945062,62.58315251591075,6.895825561710218,39.94122095088255,0.3524860144600304,3.1714286212036122,-16.461398152577186,33.26939064717257,-272.2857847017088,380.8701918873478,-8.461534568614168,24.887039686426967,-1.2019712813336043,-3.0575497371566636,-25.745986301359547,7.224231271623147,-193.0809712178792,154.59132197629054,-8.570704292128315,24.83812694303752,-1.2086346786090223,-3.099114884843807,-25.743795615072255,7.026930344456889,-192.20477734204383,154.59132197629054
Uganda,UGA,13.347801715415606,19.966281079760808,1.00186753665984,9.961726100741542,-0.5882477102361069,27.790479039831382,-130.27589929704746,217.95398729481357,6.933232481644838,10.112083357366176,1.951333566759865,4.377499974102957,0.1859682401361589,14.000112508918917,-35.9152482712805,99.4144769487606,6.845223845915463,10.037644046180002,1.984106407892899,4.267701790583848,0.20113687048655207,13.842900222954139,-35.9152482712805,99.4144769487606,-1.9975716080571677,2.5096280115295686,-1.5145790276654902,-1.0101880731172832,-4.29378612168039,-0.13959113919146188,-17.873764935463747,5.4103342551228355,-0.8750865463647136,0.7200041931000665,-0.502773813968127,-0.8245767046377537,-1.5222990329293111,-0.19995246812410947,-4.3425333224570295,1.3931652343838137,11.350230107358437,19.19647699826901,0.8421203315639856,7.986118845966024,-0.8975270313385593,25.125736567512327,-132.7212180308847,203.6135141170122,4.935660873587671,9.497368719999763,1.8396069623331726,2.4745615480903336,-0.8202179086592524,11.306052451628295,-44.48424413486931,93.95389227746983,4.847652237858296,9.428894623964139,1.8744313776078652,2.3919234671594243,-0.8808325139843945,11.078057932416167,-44.48424413486931,93.95389227746983,-2.8726581544218814,3.00822720738707,-1.3409868998846572,-2.055489210282763,-5.4989048713827255,-0.48466839719664034,-21.80555472892533,6.455870975724723,10.475143560993724,18.86861496252585,0.776020443453738,7.2261583502356626,-1.0760207800788781,23.87916949753038,-135.43621313840217,201.3326729602327,4.060574327222958,9.2163155665811,1.7781500176472567,1.7528544485166733,-1.4055160482833542,10.01042452518781,-46.96737721024801,91.43237112392707,3.972565691493582,9.151077768768218,1.8134354624071207,1.6868262553211664,-1.4223397605472388,9.81573198209407,-46.96737721024801,91.43237112392707
Ukraine,UKR,4.1497852873988785,29.69723234367263,0.01861984699960422,1.953490710884366,-12.744601862824759,24.089354462371606,-218.9593387218191,210.92452606535514,1.0988085573935955,7.380754732973612,-0.7724201034680924,1.0013729040180734,-2.328908520899814,5.6764674699154885,-65.41918688909601,77.67241989042161,1.0988085573935955,7.380754732973612,-0.7724201034680924,1.0013729040180734,-2.328908520899814,5.6764674699154885,-65.41918688909601,77.67241989042161,-0.5703952531398123,2.103057263056224,0.44120766719087967,-0.7057153717070648,-2.3052030890058313,1.2320792335870863,-11.010482773523412,8.680343109617597,-38.83853180971792,32.04536101814869,-0.561928850056015,-36.41347444167903,-67.57382963362379,-9.214448673713521,-203.18822332557383,62.686361118730545,3.579390034259067,29.72069610174607,-0.025788801390346672,1.797879784201982,-13.460303486094674,23.343078660007308,-224.008403939,218.306243324604,0.5284133042537832,7.631788366662401,-0.98807054144904,0.498931501384661,-3.2231514068858256,5.215399332594946,-69.95274576796733,71.29497757115412,0.5284133042537832,7.631788366662401,-0.98807054144904,0.498931501384661,-3.2231514068858256,5.215399332594946,-69.95274576796733,71.29497757115412,-39.40892706285773,32.55054825953604,-0.5656662843195778,-36.87437575117595,-69.14295738979484,-9.307672694352231,-205.15089327595487,65.09770125879484,-35.25914177545885,41.91821575523143,-1.487611041250847,-25.570380958211807,-68.39772196289634,-1.961251760400137,-350.96957608670164,115.00105642619,-38.31011850546413,32.64075130800336,-0.719749772173746,-34.94136089957684,-67.44500763201555,-8.751485921743223,-205.18259064968387,66.04969740024092,-38.31011850546413,32.64075130800336,-0.719749772173746,-34.94136089957684,-67.44500763201555,-8.751485921743223,-205.18259064968387,66.04969740024092
Uruguay,URY,5.884937616334988,16.989216189840416,0.052739651002690346,3.0680442726960955,-2.336195585754431,17.098360205337872,-141.07981673803357,154.54032199768469,0.21769022148541367,0.7359950784792504,1.1876343760174193,0.0,0.0,0.5482085578217928,-7.2661478028879225,7.231509554774773,0.21769022148541367,0.7359950784792504,1.1876343760174193,0.0,0.0,0.5482085578217928,-7.2661478028879225,7.231509554774773,-0.45550446360267516,1.4871007407625547,-1.5656669446079332,-0.2281695240567695,-1.3310836850538903,0.5210676679713073,-12.268152617859435,4.375467960276918,-1.1901764587720511,0.9600174543768011,-0.4188979274071666,-1.1440437910297074,-2.0711349329663253,-0.28510075987154065,-5.906619951712273,1.7044656472154727,5.4294331527323125,16.95733062654306,-0.013014487433041495,2.6699905005609548,-2.7441946180163996,16.66679132732007,-139.95124052780784,147.65419911127375,-0.23781424211726152,1.63539611519359,-0.9792612570096639,-0.09040517060097356,-1.1966635153868075,0.8385425062300016,-12.208508054288858,9.99793440757326,-0.23781424211726152,1.63539611519359,-0.9792612570096639,-0.09040517060097356,-1.1966635153868075,0.8385425062300016,-12.208508054288858,9.99793440757326,-1.6456809223747262,1.959189698655781,-1.6748936146731077,-1.1781276578951259,-3.1565499803277204,-0.03380987096890713,-16.665108746711105,3.5648263283975044,4.239256693960262,16.749071484903173,-0.21660970091088294,1.7407007147531948,-3.692414337615955,15.21189152648136,-143.90228085292534,143.37560774123003,-1.4279907008893127,1.9944197388534257,-1.6946154181487936,-0.9339336529555922,-2.9572598956804708,0.04558274579277261,-15.127539102671488,6.416017450131769,-1.4279907008893127,1.9944197388534257,-1.6946154181487936,-0.9339336529555922,-2.9572598956804708,0.04558274579277261,-15.127539102671488,6.416017450131769
United States of America,USA,178.21882271636474,227.87564319194738,1.2417386799739232,132.21699267996564,3.3228608466847236,365.74271024925156,-620.1832277711552,1831.6136032633788,112.58248221557491,131.654212551488,1.4385140201230215,84.00212296060707,6.917823143707551,219.99129211602124,-331.0245356674197,1342.1958202634937,107.08516286617453,127.58450051726368,1.4435754661248072,79.02365149984442,6.102705798138177,211.5750158149912,-336.48033969127,1336.4183534251374,4.091986901146439,37.2375803794668,1.7808671594791419,-1.7177356758978015,-19.768201621964284,26.222530819705554,-145.50413994230288,283.8073296613916,-862.766442153077,659.9390706520679,-0.4155208632532878,-828.4873821390254,-1469.56128100642,-240.53512600798965,-4341.156362536183,1203.9829220660288,182.3108096175112,232.91824090452016,1.254456734117825,134.80922203224077,0.6109694454124336,374.6309700201436,-641.8013377024371,1976.8120545313568,116.67446911672137,138.57284969824317,1.4196370850735214,85.58025629908602,6.120452349885301,229.81314777404592,-401.697243349354,1337.8846625010533,111.17714976732097,134.5880799640521,1.4177017186128045,81.1098322023527,4.5426099743203405,221.17928523250882,-392.56292137635273,1332.107195662697,-858.6744552519305,657.9232495090117,-0.42094299715399186,-823.9286314913908,-1467.4501316350372,-240.84762509239272,-4359.594867380757,1218.7148601167894,-680.4556325355657,551.8701129615966,-0.7066530400208652,-629.2932498506933,-1156.6479046796087,-181.12308590092036,-4300.484017237732,1131.917712242836,-746.0919730363555,580.480006965343,-0.5113675334743201,-711.3927351856634,-1268.5524394511995,-205.30698476478995,-4114.1080663753955,1173.7804805441137,-751.5892923857558,584.3249588555693,-0.5074345968444666,-716.4036938756299,-1279.1550444418158,-207.25977022139693,-4141.0699980655245,1188.6972678557865
Uzbekistan,UZB,1.1558714022495156,5.36016999782325,-0.28428072132421794,0.47341076649283376,-1.3883136792959323,4.177056314754963,-60.54612331008336,43.711270295271575,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.14819259114416267,0.8238402901388752,-0.2809915603097833,0.1729289464320587,-0.4747215067047923,0.7009645341987156,-4.744506438637927,3.9993233716033587,-18.86799416045228,15.139800958784454,-0.39930521078519376,-18.183053720135426,-32.78995516817377,-4.499733741897365,-88.8328631363738,27.889155115283252,1.3040639933936782,5.415716130559431,-0.1901943349791029,0.6175399720319534,-1.3081678765231002,4.462564048617044,-58.109371787433226,44.79936174521575,0.14819259114416267,0.8238402901388752,-0.2809915603097833,0.1729289464320587,-0.4747215067047923,0.7009645341987156,-4.744506438637927,3.9993233716033587,0.14819259114416267,0.8238402901388752,-0.2809915603097833,0.1729289464320587,-0.4747215067047923,0.7009645341987156,-4.744506438637927,3.9993233716033587,-18.719801569308117,15.046430230429234,-0.4127459543578595,-18.007704921637085,-32.529292682976866,-4.463198792665418,-92.24750475970521,27.782244445086597,-17.5639301670586,15.075181294152369,-0.7750597167913797,-16.08137095795474,-30.664977360776362,-3.8856316779181204,-129.54095845020822,29.08676438036905,-18.719801569308117,15.046430230429234,-0.4127459543578595,-18.007704921637085,-32.529292682976866,-4.463198792665418,-92.24750475970521,27.782244445086597,-18.719801569308117,15.046430230429234,-0.4127459543578595,-18.007704921637085,-32.529292682976866,-4.463198792665418,-92.24750475970521,27.782244445086597
Saint Vincent and the Grenadines,VCT,0.011210599984550887,0.09660957063400591,2.5397746430640606,0.0,0.0,0.0,-0.7272805015210593,1.6408843503566222,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0022035779432935305,0.009830919737780606,-4.792526118329497,0.0014814369328750355,-0.0,0.005965795878315929,-0.13910431070080145,0.0459149897023399,-0.04054107114075076,0.032510042119535655,-0.40328940812861125,-0.03900769551818948,-0.07007654308212545,-0.009792319646565729,-0.20547723265421475,0.06249637947425142,0.013414177927844417,0.09739128226303485,2.5756750754564357,0.0016761986443130342,-1.4819758116894884e-05,0.011752148429084513,-0.7205565311216798,1.6562868719307628,0.0022035779432935305,0.009830919737780606,-4.792526118329497,0.0014814369328750355,0.0,0.005965795878315929,-0.13910431070080145,0.0459149897023399,0.0022035779432935305,0.009830919737780606,-4.792526118329497,0.0014814369328750355,0.0,0.005965795878315929,-0.13910431070080145,0.0459149897023399,-0.03833749319745723,0.03238257187929342,-0.7824774149755047,-0.03559953417844884,-0.06634159036127983,-0.00898090772596761,-0.27722838602831096,0.07024614522460847,-0.027126893212906344,0.09889169649463866,1.233640985732618,-0.03257580114896981,-0.06895656664935398,0.002051632213799034,-0.8514853276772548,1.4565173251984869,-0.03833749319745723,0.03238257187929342,-0.7824774149755047,-0.03559953417844884,-0.06634159036127983,-0.00898090772596761,-0.27722838602831096,0.07024614522460847,-0.03833749319745723,0.03238257187929342,-0.7824774149755047,-0.03559953417844884,-0.06634159036127983,-0.00898090772596761,-0.27722838602831096,0.07024614522460847
Venezuela,VEN,16.241491939277665,52.49544922384276,-0.7306556904286542,10.23911236519114,-14.625814523099962,55.054836247257136,-510.2789819319498,298.88699390050255,15.248920017478712,40.557627573340326,-0.42107709029863727,9.135911678445646,-9.012241266586035,45.01424716223717,-396.7146238463568,272.62377282522044,1.5731625175307036,31.395875491673102,-3.7719825665329325,1.8945211979715735,-11.554532819066964,19.58283246364106,-430.2663019830217,140.1473535614002,-4.4271970775490885,6.039981870591447,-1.7941448217844778,-1.9866059511934515,-9.649842841095214,-0.1903224431378432,-49.169912306683365,14.338269043240985,-17.979719159025144,17.83059754832838,-1.19455196451882,-13.818257038924955,-33.14212452373518,-3.3058496789055822,-129.1860001193256,38.19097259908325,11.814294861728575,52.131428343931404,-0.9886776942419049,7.42799207585826,-18.148273545153575,48.452910466627245,-534.2815202939196,297.3799944623865,10.821722939929625,40.071355742473976,-0.741842890639392,6.036557362879757,-12.867649432547283,38.99715590709748,-422.262590998433,248.10693251777172,-2.854034560018386,31.98057581783362,-4.030271672599833,0.03273586819143515,-17.21118516548783,14.754196877423798,-455.3576846025661,135.55275039015294,-22.406916236574236,21.381057360274994,-1.1363851433578,-18.29442524545098,-40.688199518753756,-4.413906369226744,-178.35591242600898,47.82716039885097,-6.165424297296573,52.570278020210814,-1.8476290424911934,-0.5832026107174051,-37.42018288830456,27.029401228010048,-613.3819721932098,248.83492603969026,-7.157996219095524,40.94733908559988,-1.8308421645167623,-1.8080098263712858,-32.58346334251919,18.485756297248706,-501.4141822125719,217.48302984249645,-20.833753719043532,37.49983868846938,-3.6113045081351,-11.696510596563536,-43.35417724773177,2.150915492780699,-534.4941671165736,118.8675142968119
