iso,CSCC_mean,CSCC_median,CSCC_std,CSCC_ci_lower,CSCC_ci_upper
ERI,0.24824937614551712,0.2408362476090299,0.14493436200526494,-0.03146298105285974,0.558738101519642
ESP,2.8356260443964207,2.615732351512708,3.7395639375308405,-3.7267138287402353,11.02146268495404
EST,-0.21659591079801224,-0.203290790223966,0.15173034760518134,-0.550801672159,0.04422865822438428
ETH,7.3815676169949995,6.975261341067207,5.231929772621543,-1.9632229746321945,19.08687014445216
FIN,-1.8107841565842335,-1.6904594437821863,1.0821548945456303,-4.233668323844873,-0.04227540892353258
FJI,0.04995414679197701,0.04602944591622268,0.032507260363776644,-0.00521342190282213,0.1255918346457104
FRA,-0.687025803164776,-0.6769676830726251,5.570266449603176,-11.44967791595293,10.479866378044708
GAB,0.3779501523293658,0.3608683627800613,0.21891465004898628,-0.026157407318112294,0.8619436762500569
GBR,-3.54799165718309,-3.4372617020037337,5.124141473086959,-14.186018399004668,6.157007967939046
GEO,-0.006664006082334731,-0.008034484861119892,0.12331717819024615,-0.2409038282129763,0.2444047564845936
GHA,4.174248199718635,3.9502053907449963,2.3951310225178615,-0.15978382644613284,9.529730684516819
GIN,2.0063997403861715,1.9226409351982077,1.135225971018745,-0.116997476658675,4.4901261925189555
GMB,0.24278095508634387,0.22939895058027238,0.14172102073278786,-0.010497597146570257,0.5573383402509758
GNB,0.2019285215484752,0.19203376894997393,0.11336413871867199,-0.0045450815961667595,0.4510532080541003
GNQ,0.32740060298309653,0.3106679118584763,0.19571042281690004,-0.028539522628365635,0.7647743307357764
GRC,0.7880587297709128,0.7206239712310338,0.9646089879044418,-0.8849491997051686,2.945561053846413
GTM,2.134548206970859,2.059805431450229,1.2899583202822624,-0.2951634917773724,4.914114000638928
GUY,0.05799869853482688,0.05584173756881816,0.0319660172331129,-0.002233042122247996,0.12788410420488325
HND,1.0417285782315306,1.002610019628129,0.5962797524406712,-0.08417084653351527,2.33045804574357
HRV,0.008892034661527048,0.006853578315844844,0.1858804751516197,-0.3422023840062231,0.3840643942774724
HTI,0.6787747959523764,0.6427837214489228,0.3992172287334497,-0.04427805882166939,1.5717420365443413
HUN,-0.15392916594963651,-0.14967143303787003,0.5614042524235174,-1.262715884411239,0.9430984525841043
IDN,29.17994300189131,27.84808789669367,16.947245319027246,-2.002537948737825,66.76895374425655
IND,188.73171877332496,181.49685548759697,105.53440465565255,-10.201348918697855,418.42324643842863
IRL,-0.4202631887060378,-0.3935029793153455,0.3808350322309496,-1.2494048541700435,0.2590401109420262
IRN,5.059106051823508,4.83175843624157,5.106159636446858,-4.276376231526785,16.091003828687867
IRQ,5.639143975299761,5.482405038310727,3.3089828397700254,-0.7615905621196294,12.652294365085519
ISL,-0.16945669694564544,-0.15408030727593486,0.10194880087303333,-0.4089553287611895,-0.0133555387201071
ISR,3.141291201328751,3.0113447798367723,2.1907853678250713,-0.8498556976252436,7.928086926232773
ITA,1.809404212342825,1.666120210706675,4.319368587497455,-6.010252380450127,10.899862834851842
JAM,0.13168624875550794,0.1241581322352378,0.08747028128848212,-0.023440482894212168,0.3291869409268966
JOR,1.0742897662003292,1.030820886764881,0.8450155475402373,-0.45856515414364657,2.91055707325996
JPN,4.752972841558624,4.398723927005598,8.112850704811459,-9.77998836910857,22.053224665441103
KAZ,-1.941698999891024,-1.8381862964156972,1.4731806633242601,-5.143835077936454,0.6644282924845027
KEN,3.4981300589553337,3.3101947977918442,2.4137844940585604,-0.814392950170841,8.913529234488665
KGZ,-0.20068720988018135,-0.19062937791922024,0.1853593189026316,-0.5979228474727744,0.13224092741216573
KHM,1.5498622978963792,1.4814385201392333,0.8539575480722441,-0.01927134176692692,3.4254630541095863
KOR,-1.2150081064680585,-1.1926004736516114,4.683080134398109,-10.339762307226575,7.926361543559725
KWT,3.110640536752273,3.022898462788023,1.6860738216534892,-0.14737749452138066,6.696195324838377
LAO,0.7075502175101566,0.6734848510277228,0.4229468826267043,-0.0721357553936801,1.648346179101992
LBN,0.16758458978914623,0.15497710962577732,0.28544798269220983,-0.34147785121846563,0.7777955517914318
LBR,0.6669922453438275,0.6265086394837205,0.39399529016335794,-0.03014158109590861,1.555653747938455
LBY,1.4548577001644116,1.3911766887148018,0.9634225531923081,-0.3016841693398543,3.566007947590574
LKA,2.8920476482088526,2.7656028360931653,1.627378376330163,-0.12441102101331544,6.49536320620987
LSO,0.014115512092891976,0.013446093349556293,0.06818731247568312,-0.11324820956229181,0.15393462399195101
LTU,-0.24028651037163773,-0.22808244880470616,0.18986367709683702,-0.6492755621894939,0.09794315849711883
LUX,-0.07385966459403336,-0.071509708211909,0.10110555597449956,-0.28381386282649684,0.1155664546161517
LVA,-0.1755702060101678,-0.16596074873589728,0.1329177818798533,-0.4638225184284601,0.05876393270500959
MAR,2.3721368653481503,2.247955924792003,2.0355731004662827,-1.2592583686860443,6.849655988275857
MDA,-0.03357531750909551,-0.03275963544856334,0.06302110217589019,-0.16138966950525319,0.08688875041040167
MDG,1.5810340785322639,1.502493165184203,1.05745458795534,-0.32807911461727396,3.9283424846713926
MEX,15.079475273269475,14.424854763350108,11.185851671087667,-5.001559259254937,39.651776481213695
MKD,-0.04707540447290429,-0.04606104089213328,0.11085988372573706,-0.2684704277125254,0.1693387094254772
MLI,2.9140520970992916,2.856140823886809,1.463991983400427,0.06206851221514187,5.96152016987827
MMR,1.6017274971357052,1.521575259946549,0.9339969019624699,-0.10174050261757459,3.6886430965410315
MNE,-0.021894714073086487,-0.02094532920238134,0.024252636728229075,-0.07301991988940745,0.02253630310069123
MNG,-0.9665731387767481,-0.8864081042782339,0.5484308401214717,-2.246371213329648,-0.09953056090467666
MOZ,2.9902626133138224,2.897959663718879,1.688613353169534,-0.2562217933986384,6.619092490299257
MRT,0.6731808401685637,0.654945731674681,0.34622526115752844,0.01903898337288306,1.4056912984896814
MUS,0.1924488157654331,0.18212766146894527,0.1176127946389169,-0.02027211738134631,0.4569533815214555
MWI,2.6473797690778977,2.56102698381995,1.572918174172284,-0.3549347058675669,6.0274415761118085
MYS,8.261166764035066,7.907624596959208,4.734209704292179,-0.5029806877128911,18.675319486363883
NAM,0.3447762541560182,0.33445914106500785,0.2136268676814538,-0.059745805414405204,0.8022379202247053
NCL,0.0383767963326798,0.03611486153260629,0.026100456186162,-0.00756674104554853,0.09713776983857629
NER,4.75802256402213,4.6524864986762,2.3890792756295696,0.14530265371064124,9.752035233678345
NGA,50.82572172453782,48.91845522492697,27.623537949531624,-1.2625548300281295,110.83864583272081
NIC,0.641301055642023,0.6160745744334548,0.35593103952622845,-0.027051235724090697,1.4145681291420573
NLD,-1.1902116907268776,-1.1410011446234338,1.5145584900922993,-4.3771667570601815,1.6399063308146289
NOR,-1.5982814879979192,-1.495166493847283,1.0272593598702215,-3.8845585684446244,0.1261550428761762
NPL,2.0708101311722227,1.9704339904188617,1.3366471820737553,-0.37165620914748554,5.0356996313247375
NZL,0.022916445664610863,0.018269227957361776,0.3478644681828977,-0.626115506493788,0.7376294627016066
OMN,1.6194745988515717,1.5669226564064334,0.8848223092888434,-0.07594043306425706,3.5229103697969455
PAK,24.67921068250252,24.083649083894212,13.935450000350821,-2.683123446170992,54.00398336936817
PAN,1.0399367364038448,0.9852733256528659,0.6090555401848556,-0.0639881580177552,2.4040752157116074
PER,2.1208735291065755,1.976567115509626,2.257879244994721,-1.8798829657315608,7.130409380864385
PHL,11.349899476535645,10.783668369510108,6.549516746696266,-0.6027651228466349,25.9631001689805
PNG,0.7244534434042351,0.680648540120772,0.47543988985324503,-0.11860434205474976,1.7986563394479607
POL,-2.181833878470939,-2.0883585405340996,2.2883831900641765,-7.011119082002413,1.9955987359915575
PRT,0.5267365359166484,0.47654208056062963,0.6709627338065929,-0.6138646984777014,2.029697257103549
PRY,1.056585811530888,0.9536224426905395,0.7323533107435831,-0.13923252008096976,2.741413039089741
QAT,2.9853936099915295,2.8761144374528618,1.6221175751341006,-0.07279747328940903,6.488968730102768
ROU,-0.47781053951497204,-0.46709415867012194,0.8366198280295213,-2.1794438083307477,1.1134587021920195
RUS,-23.197439890616547,-21.73765255602197,14.492734916715682,-55.28526157183637,1.19292831083637
RWA,1.1045249526611205,1.061310919231111,0.7291876111661892,-0.24174952753187354,2.687957209472397
SAU,15.255653810241911,14.922256698814746,8.0956428747496,-0.6906390358001875,32.231483771289824
SDN,10.632770945013991,10.341539137827128,5.4977080331733665,0.1545725132393541,22.310582877690795
SEN,1.9722537421044382,1.8770460311372474,1.1174859989665884,-0.04937537157387118,4.422115494367413
SLB,0.06743245170950002,0.0633983320092474,0.039001184773871364,-0.0018192711635631683,0.15548698468228953
SLE,0.6601904692190669,0.6260487778490547,0.3773083619836056,-0.02315983112755924,1.496653413633157
SLV,0.44105779942400253,0.4241281984118046,0.2682655943313662,-0.06000046923073671,1.0234411800492933
SOM,0.09453373345501949,0.09058072404931747,0.05165465027407069,-0.0015563828972494339,0.20846481355196386
SRB,-0.1513766865136875,-0.14770756254415918,0.25086109674065427,-0.665494190296592,0.32187945942409435
STP,0.024181046335239473,0.023078548261729056,0.013871789981875535,-0.0013047628709422126,0.05476285750810753
SUR,0.10153018791304912,0.09799662061501954,0.055336666361593886,-0.003351461370514291,0.2217686193388395
SVK,-0.41254441733872077,-0.3937083143738116,0.4454905272419765,-1.3526362371070564,0.39689212825129755
SVN,-0.15422694256193506,-0.14748842511314736,0.17535789083171419,-0.5241107545869936,0.16520683535038863
SWE,-2.3747840048410285,-2.2260844465061984,1.6265251548062196,-5.974396148054631,0.4098936008387527
SWZ,0.09260616414285773,0.08909898569909665,0.06267194489963598,-0.02259195305330535,0.229004583941111
SYR,2.680049219048655,2.5776509144820174,2.104391216976369,-1.1575499111474765,7.232374407045172
TCD,2.408045411588763,2.342923009960277,1.2427442157120019,0.03905184974894325,5.044407738545995
TGO,0.6303941483238725,0.5981715088372002,0.3568463363736188,-0.020648329966537454,1.424162712567629
THA,13.076194066918173,12.451071514104717,7.362445078960548,-0.415500757685627,29.45992999190634
TJK,0.07727769802214961,0.07139896775996596,0.24539073438785364,-0.3705077302369664,0.5898511384266459
TKM,0.5050216975255011,0.47677806778060694,0.5230037428201652,-0.4369822655371587,1.6440837554864451
TTO,0.20555371879601697,0.1924975165471518,0.12354685984138832,-0.012679181828030702,0.48839354575040583
TUN,1.2847239571061697,1.221999623948422,0.9377799127978809,-0.3944519473612335,3.3510224731138853
TUR,1.993248194378751,1.8002918496500748,5.902285134574973,-8.653889513766105,14.55057810358905
TZA,6.841194340238097,6.544339095204093,4.187171869715587,-0.9259275592728408,16.059743899282235
UGA,7.171883362868229,6.851785715488068,4.399884476996267,-0.9472192719329816,16.803037983573912
UKR,-1.479487997542464,-1.4203095863886483,1.8070415728526807,-5.2636209636409355,1.8589665512613114
URY,0.20991328458074407,0.18705953349853244,0.19045651449821507,-0.10341411593470953,0.6571867258719881
USA,27.130482628232716,25.4691792582972,47.67746793410007,-58.919001096843175,127.09466228375007
UZB,0.9333485772467998,0.8809093672205395,1.216649600543674,-1.2647499881707704,3.542789568443073
VCT,0.00995404406948467,0.00933237525532267,0.0058721408442559,-0.0004412985968219503,0.02337621835118858
VEN,5.882301065157065,5.645462646023078,3.330864447408902,-0.34382284051992257,13.176772597154896
VNM,7.764119488476539,7.3841373800573225,4.649639003137525,-0.7786870747833484,18.12715723931454
VUT,0.024179288370205332,0.02208596367476949,0.01798598856539898,-0.0059069470220862105,0.06622087910491417
WSM,0.008689740216339276,0.008083379060217836,0.005252052738795926,-0.0004561689358307048,0.020772397179699656
YEM,2.9215484033939756,2.8191721025004046,1.7255911532390218,-0.3607443719214421,6.654297618844775
ZAF,4.855817872816391,4.657692642543848,4.0111425450443345,-2.416694160761469,13.600924361107543
ZMB,2.7021052640231424,2.600493758562426,1.6713440956957775,-0.4248560836599287,6.324463365936263
ZWE,0.44482973865519143,0.42939265034893637,0.2854062485910116,-0.08820101113179209,1.0609521867313016
