iso,CSCC_mean,CSCC_median,CSCC_std,CSCC_ci_lower,CSCC_ci_upper
AFG,0.9918649942075205,0.9103158694839923,1.9211233198072626,-2.459115479640699,5.1304914882481105
AGO,2.8755461148493406,2.751537257143867,1.7829155571558986,-0.426202913949361,6.780250446161609
ALB,0.05801303814938997,0.052491710187501775,0.10176077138194996,-0.12101875756915689,0.2800702792399336
ARE,7.577593572047924,7.277907174766131,4.138076975747171,-0.1906150852023548,16.642720642537807
ARG,3.4412642870863643,3.0359504661279706,3.3052551285686342,-2.0110523014810395,11.17715672594474
ARM,-0.06594805809305616,-0.06373957872287792,0.07519538252777537,-0.2222387717395258,0.0740171096954566
AUS,3.3170388419669825,3.159477271964252,3.520859830092981,-3.043036676187724,10.932657373856012
AUT,-0.9316700062284091,-0.8869617279936589,0.9029028807479121,-2.852711947485903,0.6949245257605874
AZE,0.12885229496439024,0.11852286306442295,0.3145428604720382,-0.438193839357344,0.7948771926315682
BDI,0.6432460479943837,0.6175913769918717,0.4164021661301769,-0.1276678483896411,1.5493537493593137
BEL,-0.4365836861865827,-0.42484777986281563,0.9921593796518595,-2.438927921958923,1.4862151619704795
BEN,1.2590843972599386,1.1888620050731082,0.7362754949319245,-0.07063651757793446,2.9088234101300103
BFA,4.038623731531878,3.938252442132633,2.0671264137948335,0.04912783970771804,8.38475889046805
BGD,9.673539537479344,9.040082032804253,6.432425027759281,-1.6012047543944032,24.33316394422977
BGR,-0.14107609544220867,-0.138141630515343,0.3842356953667063,-0.9058719302262105,0.6041720585848371
BHS,0.07676527105074825,0.07324746515798963,0.04457557197747061,-0.0051150670814115624,0.1755337404457243
BIH,-0.07222393426004352,-0.07051680046690345,0.11486215461459004,-0.3078074396731735,0.14393349187892565
BLR,-0.7917085158257283,-0.7490306130365598,0.6228463628079527,-2.1409483408332535,0.3112464323695289
BLZ,0.04453130158549782,0.04290547097363775,0.02478266253131671,-0.002255705184025649,0.09824303980444551
BOL,1.190424968705388,1.1148281273736838,0.9388402634593833,-0.45960659615658045,3.3009130925169456
BRA,22.16396258487226,21.060166115656873,14.268677225338886,-3.6491609432335514,53.998037749337705
BRN,0.2338210517734727,0.22461887889849946,0.1292850021057513,-0.008032732659684846,0.5171686661649074
BTN,0.13070995817670475,0.12112004776990529,0.1281781586261614,-0.09307464152417973,0.42035019201510576
BWA,0.46906589764477585,0.4528669341682889,0.2947504428141182,-0.08367884412263797,1.1077166030104875
CAF,0.35032775363561885,0.33928118848458455,0.19415947679253817,-0.02130274778900242,0.7656900470400078
CAN,-8.364204229308077,-7.938995326186536,6.05235811134351,-21.489218378591822,2.362029297846916
CHE,-1.1303118780926669,-1.0692201576849487,1.0018007015883383,-3.2885197683659295,0.6555267513362509
CHL,-0.5744983353163957,-0.5603853522211792,0.9698432464110934,-2.5660263313982195,1.2646565092048425
CHN,55.70091642216895,52.09028997930098,80.4766600773867,-88.12729590881409,228.36169605564854
CIV,3.9247784912273787,3.716081119569058,2.253043678162024,-0.15366781389853273,8.973456043909
CMR,2.719596899594626,2.6049326497984406,1.5777597392659122,-0.23264858970249627,6.182368340353155
COD,7.875493055901388,7.5918335280475535,4.5728599089486135,-0.8269085633829224,17.72738469371562
COG,1.011364139233551,0.9708358610340815,0.5757646359483037,-0.0667692630579657,2.2680017050388166
COL,5.9566521894673485,5.702437914699474,3.9996561888241384,-1.3236938859458953,14.76270578421651
COM,0.05702154944463868,0.054041292985996595,0.03341022398572673,-0.0036330836547640156,0.1319449856088592
CPV,0.02516906832395848,0.023409546447783293,0.017691842469260418,-0.004885123052576381,0.06524700273191376
CRI,0.679293684487497,0.6402145570279885,0.4428982538889189,-0.10833628734767804,1.6779803257118846
CUB,0.604998204483742,0.5762800222102524,0.3529383110432548,-0.041315911405753525,1.3889824825351336
CYP,0.11600467119772397,0.10984508137403699,0.08837540203798895,-0.03942520627346495,0.31272263334069567
CZE,-1.225368418673763,-1.1611694490251168,1.1811143856730537,-3.750151002554287,0.8919111698714594
DEU,-4.98707885133874,-4.8138548033222115,6.301898705487224,-18.14399661562926,6.756292981120974
DJI,0.15220395181987298,0.14758092358890196,0.07980990789079673,0.0005618261965601425,0.3235933527469366
DNK,-0.5876316022209882,-0.5573974410304454,0.545344463539109,-1.7603019169417546,0.39911399533692826
DOM,1.3768157662247178,1.307618487453846,0.8078915051803011,-0.09357675643488556,3.1768666594860915
DZA,2.6646039678752396,2.5403372789564234,2.225393496603185,-1.3507594064493456,7.529131648767966
ECU,1.4212305628154016,1.3413759192031602,1.0416661987177216,-0.41659275690036823,3.7590591322654867
EGY,14.305162356240492,13.772732818228608,8.958457373516014,-2.3923029567215623,33.75075536889716
