Country,iso,Fbc_mean,Fbc_std,Fbc_skew,Fbc_median,Fbc_q17,Fbc_q83,Fbc_min,Fbc_max
Mongolia,MNG,-0.00996774008714257,0.002612247437603529,0.056215033578327404,-0.010155619746927901,-0.0123888868861399,-0.007517087932958929,-0.0154252968861399,-0.0040894503964129005
Mozambique,MOZ,-0.010116760844000997,0.006732190704178587,1.5453362471655099,-0.0119027609388509,-0.015360734677966231,-0.005153970938850901,-0.0171383809388509,0.008215726999804232
Mauritania,MRT,-0.0011657470410677399,0.0003536481778863309,-0.9853494780836449,-0.001144870384458584,-0.0014549600000000002,-0.0008202450041832131,-0.00258404939663577,-0.000556288936512202
Mauritius,MUS,-0.0011838609001886982,8.708178958100259e-05,-1.6188241623114579,-0.0011722400000000002,-0.00124014,-0.001114524078716,-0.0016303799999999999,-0.00101615
Malawi,MWI,-0.0035926149627415497,0.0015712149341003821,-0.48396831788856465,-0.0032716294849855602,-0.005811830023728936,-0.002216140023728936,-0.006961051643921492,-0.0009057700237289361
Malaysia,MYS,-0.09992198790533306,0.018313358143736504,-1.0357539206010529,-0.0950026325124084,-0.11583009419224741,-0.0829659064226592,-0.16027190251240842,-0.0724827875908047
Namibia,NAM,-0.0023831512882037517,0.000927140816596041,0.41214910779380876,-0.002694899126637554,-0.00326827008733624,-0.0010880368184542602,-0.0036708468184542603,-0.000638139126637554
Niger,NER,-0.006149405068712848,0.006666230779769048,0.4221313175638299,-0.008521983388244454,-0.01221746729584138,0.003332736611755546,-0.017340313267253337,0.0060642012518240165
Nigeria,NGA,-0.028595585125895148,0.015039096464240528,1.1210774121378173,-0.03480678850663,-0.0405703024184319,-0.008386512418431902,-0.0453890236463597,0.010306131493369997
Nicaragua,NIC,-0.006573376366778611,0.0026882268121200654,-0.6177910056371424,-0.006149293502576829,-0.01015383614667513,-0.00377415711184204,-0.013006393502576829,-0.00278384450908057
Niue,NIU,-1.9471476124801833e-06,7.316575878047234e-07,0.2849853195131795,-2e-06,-2.62e-06,-8.899999999999997e-07,-3.62e-06,-6.099999999999999e-07
Netherlands,NLD,-0.044755091663560946,0.00405845997850499,0.6821548500100869,-0.046594679514375105,-0.048695105635072004,-0.0399131146649555,-0.0496848532831209,-0.03529144774372882
Norway,NOR,-0.012822530728296937,0.0011613217194785216,-0.22602638445495757,-0.0125186347161572,-0.0141087565065502,-0.01160323623231439,-0.0152857547161572,-0.0106807945851528
Nepal,NPL,-0.005278166588264439,0.0024395442016301424,-0.0370306921855122,-0.0050334141844020205,-0.008041424033438861,-0.00270996867513896,-0.00977149418440202,-0.00099549867513896
Nauru,NRU,-1.4661882921730562e-05,8.654998866930873e-07,0.18326557770926055,-1.5e-05,-1.5441278625e-05,-1.4e-05,-1.6196158275754098e-05,-1.3e-05
New Zealand,NZL,-0.008892584965656166,0.004867340175559286,0.10648807003011539,-0.006493069976347,-0.014015777678938211,-0.00428206569628252,-0.015515579976347001,0.0004298723210617878
Oman,OMN,-0.017733126523601213,0.0010960336836257191,-0.8291936643211246,-0.017432250835860502,-0.019293723979581904,-0.016734274229727602,-0.0200197204651006,-0.016594310294751502
Pakistan,PAK,-0.05415128256702083,0.00682958341876927,0.5126247739850988,-0.05626440670019991,-0.0605183824244795,-0.0449209293805208,-0.0683990716677845,-0.0378512238649488
Panama,PAN,-0.004510336250232289,0.0003949246862737382,-0.3800951052593563,-0.00453931582541684,-0.00484307468299033,-0.0040796558254168405,-0.00581137802992133,-0.00368549982084721
Peru,PER,-0.02515125404303681,0.007418328366864653,-0.25093812796419346,-0.0254292395505336,-0.0347553895505336,-0.017050826870296,-0.0397089537707208,-0.012820788876715
Philippines,PHL,-0.04360679451156437,0.0066509535017915365,0.021465898708769648,-0.04395373344346211,-0.0495230519672757,-0.03677109886701101,-0.0605520881604214,-0.0280878492044945
Palau,PLW,-5.891652419626636e-05,1.6357290774698282e-06,-0.16227235656045652,-5.800000000000001e-05,-6.0509235990682196e-05,-5.76889875e-05,-6.2e-05,-5.6e-05
Papua New Guinea,PNG,-0.011577131013439771,0.0026162635673097883,-2.0046889374037105,-0.01094420469891761,-0.012998396888169669,-0.00953299808669858,-0.021034177675591292,-0.0075895668881696705
Poland,POL,-0.07970284216323319,0.006647473138778508,0.309452431162776,-0.0805122023667345,-0.0866573213456057,-0.072735110892609,-0.09155671355851791,-0.06275015862368599
North Korea,PRK,-0.010847315666830785,0.003199964748280014,0.2974150522447046,-0.011706493468156,-0.014148343468156,-0.006933075665022411,-0.015725415064430003,-0.005048346231449631
Portugal,PRT,-0.012824114009769159,0.001662759308060855,-0.08125166857278479,-0.012924798030285099,-0.0143064757721673,-0.011108885294382202,-0.017431573041372498,-0.0096396117265091
Paraguay,PRY,-0.016658732170178027,0.008066859109804491,0.06364661440843074,-0.01679613118789095,-0.02553373170306293,-0.0065095247886022105,-0.030349664034646333,-0.00483509217248908
