Country,iso,Fabc_mean,Fabc_std,Fabc_skew,Fabc_median,Fabc_q17,Fabc_q83,Fabc_min,Fabc_max
Ivory Coast,CIV,-0.014775196591362479,0.0330616112113146,-1.1754095341554502,-0.010139587184748009,-0.040053892575367574,0.012632675071609416,-0.21788701108046937,0.0871118883167602
Cameroon,CMR,0.014482839110624146,0.016719340350598955,-0.08552753607008676,0.015767212384935694,-0.0009619719794808937,0.029246586704514414,-0.04405170946467146,0.07558618042507982
Democratic Republic of the Congo,COD,0.035594990569447156,0.0843909342409301,-0.2540017685985586,0.03602658889048383,-0.037227802941444274,0.1134477242124984,-0.32955079268810555,0.2858428761478035
Congo,COG,0.018614354554815332,0.015880031773738163,0.37856957886781006,0.018181165147542727,0.005070500579377621,0.03225846699020106,-0.02123633400235513,0.08545818364817077
Cook Islands,COK,-1.6415021091821897e-05,5.350610299634118e-06,0.7579876932961986,-1.794e-05,-2.2e-05,-1.088e-05,-2.3550108268271288e-05,1.1654171156361698e-05
Colombia,COL,0.014351310610947297,0.06648535011647053,-0.058405042181064744,0.01654033802505454,-0.04656099008867808,0.07870842897667585,-0.20228975872764876,0.24305564600890217
Comoros,COM,-8.366720727252897e-05,7.505152182077859e-05,-0.0058564934929514825,-8e-05,-0.00013131816098304702,-4.9000000000000005e-05,-0.00046567673656763256,0.0003288549636434764
Cape Verde,CPV,-0.00013137097620507385,4.4168418006750674e-05,3.7802807367013878,-0.00014063,-0.000153,-0.000133,-0.00018481038904342634,0.0001577678426709026
Costa Rica,CRI,0.0013964148566404137,0.0038061081421035753,0.47587435709325493,0.0009802396595199958,-0.0018504149675694914,0.004363177261210174,-0.012563083823518992,0.013304284480639968
Cuba,CUB,-0.0019691502171731755,0.012698562692138768,-1.7629671902577928,-0.0017110508422394622,-0.008299611362449203,0.00489568959844613,-0.09788909668634306,0.05525140994168557
Cyprus,CYP,-0.0017431947880968707,0.0005700389797262684,0.37943984434047795,-0.0017737527533128296,-0.0021318009487652613,-0.0013728472225250088,-0.004249135555793476,0.0010256677155316288
Czechia,CZE,-0.024511121587975495,0.008170850572162559,-0.46212912793092503,-0.024400208771160184,-0.030987163309280617,-0.017795727251716947,-0.07135647578295401,0.013959078222248268
Germany,DEU,-0.19662567422227836,0.033131465269499456,-0.30471261953777046,-0.19605983172108332,-0.2235035879904649,-0.1675257232986666,-0.35854874980302426,-0.031620296673277926
Djibouti,DJI,-0.00010653536598230056,0.00033988740843512956,-0.012171733220541625,-0.00012549374294401708,-0.0003014966907310232,4.2980276962399573e-05,-0.0021536621704839097,0.0013202136281430122
Denmark,DNK,-0.00848563702649278,0.005658839329261657,-0.5063407083417732,-0.008501708204214314,-0.011938518681396663,-0.005107429828252373,-0.041342809276869286,0.013072663646757547
