Series Name,Series Code,Country Name,Country Code,2005,2020
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,United States,USA,3.3927468454955,1.23358439630629
,,,,,
,,,,,
,,,,,
Data from database: World Development Indicators,,,,,
Last Updated: 12/16/2024,,,,,
