"Country","CSCC_mean","CSCC_std","CSCC_skew","CSCC_median","CSCC_min","CSCC_q17","CSCC_q83","CSCC_max","Fa_mean","Fa_std","Fa_skew","Fa_median","Fa_min","Fa_q17","Fa_q83","Fa_max","FaWdom_mean","FaWdom_std","FaWdom_skew","FaWdom_median","FaWdom_min","FaWdom_q17","FaWdom_q83","Fadom_max","FaWout_mean","FaWout_std","FaWout_skew","FaWout_median","FaWout_min","FaWout_q17","FaWout_q83","FaWin_max","FaWin_mean","FaWin_std","FaWin_skew","FaWin_median","FaWin_min","FaWin_q17","FaWin_q83","FaWin_max","FaWnet_mean","FaWnet_std","FaWnet_skew","FaWnet_median","FaWnet_min","FaWnet_q17","FaWnet_q83","FaWnet_max"
"AFG",0.2707055115195197,0.5243240501657377,0.33482350394721294,0.24844865433515073,-1.9248726987223885,-0.23236391954452054,0.7448178397100438,3.3178647758345665,0.0038449515772480004,0.010463712906912429,0.07429364798663458,0.003166856,-0.031656284,-0.004085711,0.012105897,0.03387492,0.0038048328682747973,0.023192304655326273,0.8898770835284476,0.0006291345544618303,-0.2402188392729596,-0.007868735609148426,0.016004395772551964,0.2429461978655621,2.393030643656237,8.59082570723896,0.7047772601573831,0.7337567091570982,-63.88703928176937,-2.1293404136642704,7.529498899130341,61.09180773491997,3.3591407023066373,6.782024504887203,0.6636967185961679,2.797642573565067,-29.45604756496309,-2.5611134849982014,9.027615414214287,55.499579348201316,-0.9661100586503997,10.983168111467322,0.20452050252974469,-1.2528951438621325,-69.30463141337519,-9.656145936086679,7.428148029227489,68.2706262659274
"AGO",0.7848106208649949,0.48660359092682826,0.42978123682499864,0.750965408609134,-0.869293206577061,0.3358948255234068,1.2287227389616888,3.557607017793824,0.054792904044,0.038664144739046204,-0.7462751098813786,0.059614345,-0.13170363,0.022872027,0.08889933,0.1595384,0.1562356023494191,0.16384685703382035,0.5316174352795482,0.13235750910176936,-1.514237951300177,0.022300228153761297,0.2968852823618208,1.365813271650664,34.45483706845925,42.83869986800195,0.8585342497811812,27.15378302758306,-321.33915169619166,1.2423529396614186,69.46102473854464,427.2451721644846,9.545750903446848,7.0384307209243735,0.9528226521559634,8.390678578812746,-9.8919239989839,3.284025247388862,15.772735425111861,50.298390810850485,24.9090861650124,43.5482210649089,0.8116810551278836,17.749373425448347,-329.5514053850333,-9.291765745082891,60.299585527693054,418.8320190268615
"ALB",0.015833252770030018,0.02777313629420032,0.444808141818985,0.014326340116676248,-0.10069360017931442,-0.010694733943381482,0.04055069043418217,0.20769727681760397,0.0009582886058107998,0.002425858615049975,0.09948169565975307,0.000898657,-0.006111376,-0.000915127,0.002938236,0.009093029,0.00005364628945422051,0.0002970443192774118,1.0052226929935626,0.000011562431089228088,-0.0028552549060574905,-0.00010052194158327116,0.00022061306215394988,0.0031164106037779534,0.5968458420828925,2.049135749441089,0.8846457314339891,0.2762363286267998,-13.68573978107668,-0.48857398876693975,1.8805372995123095,18.95580343419036,0.20027893045193063,0.36711529337478155,0.7762330690843386,0.16116929137865144,-1.3025232553599082,-0.10882974549070874,0.5056239938239633,2.9602284627181557,0.39656691163096186,2.0894269974787814,0.8322851176358931,0.1306059818656613,-13.869936868836811,-0.8359772788145087,1.73246152242742,18.854345544280715
"ARE",2.068120516388625,1.129387820891695,0.41223712549008407,1.986328377392503,-1.8592059308030433,1.0441532548493473,3.09903345976233,8.551063619817349,0.00008168043096145599,0.0005346245739768137,2.38481819754499,-3.97e-8,-0.001881039,-0.0000699,0.000229636,0.003796128,0.000640093742269984,0.00476188649499362,3.1741490059411053,-2.4869920062778673e-7,-0.05328271005085867,-0.000513560422621613,0.0014644731365148931,0.07321694416665629,0.04637554469854469,0.41604740363819387,3.783139279220521,5.515801283456294e-6,-4.68864787046384,-0.04179433094034396,0.10592499221532597,9.308172475663454,25.71427988010163,16.951903561914396,0.9981753477227487,23.087572850965202,-19.892008370468062,10.563580220058327,40.53081813986958,122.357563411985,-25.667904335403087,16.957530001408855,-1.0002094977682003,-23.035934531435778,-122.40779602790093,-40.488081385087405,-10.462559421599066,19.896998578261904
"ARG",0.939209685340165,0.9020892818145835,0.7658686559669273,0.8285891010174591,-2.202527007338983,0.1200937009053188,1.7434530500802332,7.230914417406061,0.05350260423259999,0.14478066617358035,-0.46982547419090254,0.06054371,-0.46299377,-0.054900426,0.17178454,0.5489252,0.19497303703987673,0.7119565291540763,0.3328225490537733,0.07671146652309402,-7.1962543451124565,-0.16805419065716218,0.6447534666643971,6.784290887662143,34.21444692155508,120.45769140770962,0.07616085919166779,18.031708522359715,-954.6260192683937,-32.23525259734681,117.40565705844253,1103.13698549976,11.602040219247378,12.421080155380519,1.2686618732571529,9.267363090695426,-25.82597048786256,1.2356616035953416,21.664467484190485,91.00654036946837,22.6124067023077,121.43506138277318,0.060571985531095614,7.583553566699038,-965.0583530441362,-46.60460063332538,106.98841297627888,1084.3690890836401
"ARM",-0.017998924152034978,0.02052275724011337,-0.3307442993763253,-0.017396173232226506,-0.1740307033826158,-0.036344022995181226,0.0011457584016541168,0.07355695672371813,0.0001495076913655,0.0020259437694856446,-0.036788778001249696,0.000198033,-0.007259619,-0.001724697,0.001779777,0.007073357,-8.988251424367384e-6,0.0001992175002893843,0.07228325740595061,-2.8515661137232375e-6,-0.0017906099431772233,-0.00012114650457503754,0.00009461035014221155,0.0018161214226080846,0.08830336151267058,1.6099548919945654,0.03908350087320663,0.03634610857662478,-15.683639985347448,-0.8535223788820226,1.0720037683365107,13.032864232200092,-0.2221569526513355,0.27471350389496113,-0.7290760782765549,-0.1932015772832868,-2.0210408669944884,-0.4593258740215841,0.01285016441019492,0.8696894944228238,0.3104603141640061,1.6338290272963927,0.026039854134266932,0.26799844196742506,-15.525486688546009,-0.6635853850780385,1.3359792228485625,13.138459644121388
"AUS",0.9028786524385544,0.9620963918003436,0.4044043868611536,0.8627132521183776,-2.495281263779607,-0.0392519384149909,1.7724881652073317,6.95152888435947,0.032605103224100006,0.26590376621049333,0.06484235487419839,0.026110973,-0.67274386,-0.22184214,0.24175881,0.8233858,0.12081828012919486,1.304961433176293,0.7724045421365384,0.011308063766296186,-9.860523358907079,-0.6054686127580998,0.8477600606498221,13.697565566165107,19.77155882206476,219.9957246990588,0.41035325991895677,2.8906317119146854,-1475.0347831902332,-108.08940661108622,156.02218059143303,1619.2822510358294,11.33743806627378,12.975540791146566,0.8696920723838302,9.717713367753085,-33.00612296761186,-0.19030834237628758,22.331162611171756,90.66931833716387,8.434120755790977,220.9190516383197,0.4055101096159427,-5.654907798597238,-1492.3104871861067,-123.54569419816339,144.66798922768893,1618.249735299837
"AUT",-0.25427674842478415,0.24642545871940832,-0.4766478621620728,-0.2420747074218501,-2.3295074824234017,-0.47379581460768655,-0.023501014629983517,0.7126077371372829,0.0025724825418560007,0.004625588395544759,-0.47895235697911626,0.002723713,-0.018500283,-0.000544848,0.006503849,0.022478117,-0.0024363210190111685,0.006501230546450254,-0.689982896484259,-0.00150085426166575,-0.07998742315802054,-0.006597242274557204,0.0010032310126317887,0.06578554745226545,1.5937265435653278,3.918129067517455,0.0995570487183296,1.0717138759253206,-40.10713635233978,-0.5395453117601824,4.315938954572984,31.882422911577514,-3.187959711285646,3.4577387462458984,-1.0254948225336766,-2.7307987380536316,-29.82363754287409,-6.018353316045405,-0.26586268687118525,12.31685733790935,4.781686254850974,5.219513161237907,0.2237501030932861,4.297669186666883,-44.06225182689198,0.6909500440706505,9.1157566635924,37.96462057388127
"AZE",0.03516711107106721,0.08584685056551261,0.29970457172786463,0.03234794297609796,-0.3490327322033318,-0.0485013210214053,0.11356110252903945,0.58101578176695,0.0006278324151122001,0.0039083555920160235,-0.13362122217543987,0.000747942,-0.009626833,-0.00301821,0.003975358,0.010445928,0.00009113417169791288,0.0013203241430538501,0.44974617073980355,0.000026941844397037187,-0.009332446073480884,-0.0006761805535979459,0.0008812030523455725,0.012573609082631871,0.3885511317153917,3.1677578917569997,0.16691856154432222,0.21244431281295134,-20.004664180936217,-1.5653445606260366,2.467481963780492,21.94203338074965,0.43563273497004285,1.1361519885030116,0.5781154504430491,0.3498422294020202,-5.334729420896382,-0.5573708193264457,1.3886123187715813,7.49899028850426,-0.04708160325465121,3.3527171909059073,0.1530297254249703,-0.0739294539632476,-19.77115106604971,-2.4330924027996854,2.2840841958760483,22.52897077948916
"BDI",0.17555841921244097,0.11364687940234083,0.40434768153080475,0.16855659852398247,-0.21126979794647247,0.07013191767419766,0.2791296586797792,0.8348487660946778,0.0015470769732932,0.0018926517322763326,-0.6655737136706218,0.001601907,-0.007173766,0,0.003238307,0.00603888,0.0009975284535579288,0.0015831512791827924,0.35916577786397813,0.0007152067917943111,-0.011600205554670262,-0.000012374857793957266,0.0022172911767855295,0.011051892987979553,0.9669604838597792,1.7227012660781267,0.6857627440148529,0.6030067758057414,-14.071444769924359,-0.0844654748506661,2.2576817679355856,14.951061374086645,2.187377103342325,1.655917903803797,0.9562126129104046,1.9389339936567764,-2.9459788097860957,0.7036714568761544,3.6330071913736957,13.199119441314576,-1.2204166194825463,2.3823127014834005,-0.041271425377452015,-1.1910523009403664,-17.88029267975693,-3.23590434757853,0.7232060614769399,13.271523536169989
