"mean","10%","25%","50%","75%","90%","ID","iso","dr","elasmu","prtp"
0.0179820488230935,0.00847710403248676,0.00940034964557152,0.0118832382772466,0.0206132181259585,0.0253916863994299,"2_1p5_NA_AFG","AFG","NA","1p5","2"
0.280392016672539,0.206613316647848,0.228642110065016,0.273322811489991,0.329356344816202,0.363352097240932,"2_1p5_NA_AGO","AGO","NA","1p5","2"
0.00562343413094514,0.00332346444683589,0.0041611421794076,0.0051465929021126,0.00688690603558819,0.00837893773016684,"2_1p5_NA_ALB","ALB","NA","1p5","2"
1.30484745281893,0.94495822340376,1.03898168413231,1.21230734426696,1.54789503315737,1.77428417706548,"2_1p5_NA_ARE","ARE","NA","1p5","2"
0.316426008398498,0.17899856881543,0.235792956873641,0.29706629615888,0.416802704549578,0.46391295774645,"2_1p5_NA_ARG","ARG","NA","1p5","2"
-0.00351312894078394,-0.00452989605206763,-0.00378763702994884,-0.00342606537814194,-0.00316421791150594,-0.00293538598101571,"2_1p5_NA_ARM","ARM","NA","1p5","2"
0.527281732155305,0.371710999295447,0.417888381006037,0.497452485150958,0.62597683523607,0.707250752017438,"2_1p5_NA_AUS","AUS","NA","1p5","2"
-0.092312024632286,-0.120760400925993,-0.102192335661965,-0.091080161758238,-0.0786306283860384,-0.0699911926880112,"2_1p5_NA_AUT","AUT","NA","1p5","2"
0.0192488760884451,0.0116994847666673,0.013405326916749,0.0170275949221161,0.0256228159656559,0.0295620086625252,"2_1p5_NA_AZE","AZE","NA","1p5","2"
0.00514225050079179,0.00387767769585976,0.00423430688919626,0.00499026855614855,0.00581301147790623,0.00670848757102505,"2_1p5_NA_BDI","BDI","NA","1p5","2"
-0.0320682903495082,-0.0500340352904164,-0.0432737012542117,-0.0348103906616133,-0.0252853973347529,-0.00649222942556173,"2_1p5_NA_BEL","BEL","NA","1p5","2"
0.0225100293940151,0.0159848827147918,0.0184648834716022,0.0215784356444479,0.0262170099886608,0.0307696044641781,"2_1p5_NA_BEN","BEN","NA","1p5","2"
0.0607456252801164,0.0462790310249679,0.0507282528993206,0.0580864704158946,0.0690757452358385,0.0791265607225713,"2_1p5_NA_BFA","BFA","NA","1p5","2"
0.244053757861078,0.176076193997266,0.196489084235926,0.233721389507141,0.286588180410911,0.328875542180297,"2_1p5_NA_BGD","BGD","NA","1p5","2"
-0.00518212871947024,-0.01045420373273,-0.00843405218119687,-0.00515317453563895,-0.00286701376176665,0.000381868802326977,"2_1p5_NA_BGR","BGR","NA","1p5","2"
0.0128209006316739,0.00958141961239638,0.0106569565678144,0.0125216502934977,0.0146471211299961,0.016313388595218,"2_1p5_NA_BHS","BHS","NA","1p5","2"
-0.0036331169220364,-0.00515456630076365,-0.00411719809808751,-0.00362079383334847,-0.00304883835160116,-0.00218180917598883,"2_1p5_NA_BIH","BIH","NA","1p5","2"
-0.0515844229280861,-0.0644822575778824,-0.0580649666950363,-0.0520742194744267,-0.04321178741004,-0.0393441571763998,"2_1p5_NA_BLR","BLR","NA","1p5","2"
0.00277837396383289,0.00207312470266613,0.00230096792757346,0.00275684693216113,0.0031775224605015,0.00352603868569799,"2_1p5_NA_BLZ","BLZ","NA","1p5","2"
0.0382060860448555,0.0267499088113581,0.0290170716203891,0.0344976602243048,0.0478606119253047,0.0525066916339866,"2_1p5_NA_BOL","BOL","NA","1p5","2"
2.19735479603222,1.64034592921039,1.76989517168676,2.07164647984925,2.60932025331778,2.9260403177969,"2_1p5_NA_BRA","BRA","NA","1p5","2"
0.0343956308418958,0.026503301957785,0.0285273647620056,0.0334083819419644,0.0382944016918636,0.044865333065218,"2_1p5_NA_BRN","BRN","NA","1p5","2"
0.003800152239502,0.00262622807387339,0.0028851534111836,0.00339837953495506,0.00477559129985244,0.00542671370147178,"2_1p5_NA_BTN","BTN","NA","1p5","2"
0.0470062295286304,0.0341396837422099,0.0372251172753548,0.0454825349311715,0.0548279429560128,0.0634867618658834,"2_1p5_NA_BWA","BWA","NA","1p5","2"
0.00491974182686153,0.00381303124672,0.00412469944063523,0.00461030455886629,0.00560052922685436,0.00642670240441743,"2_1p5_NA_CAF","CAF","NA","1p5","2"
-0.841610896485147,-1.00630713858692,-0.898169509893144,-0.827543941194439,-0.775335414160156,-0.714545973365085,"2_1p5_NA_CAN","CAN","NA","1p5","2"
-0.108833913318681,-0.136589940621405,-0.119835772964063,-0.108507743765041,-0.0947315474324675,-0.0854785486706385,"2_1p5_NA_CHE","CHE","NA","1p5","2"
-0.0316528751041909,-0.0371152409709677,-0.0346429472144162,-0.031872582265942,-0.0281627932955628,-0.0256327761222597,"2_1p5_NA_CHL","CHL","NA","1p5","2"
3.84928197717237,2.75618846751328,3.05189846285743,3.54693758082364,4.46373187152936,5.34146009098633,"2_1p5_NA_CHN","CHN","NA","1p5","2"
0.0597744215823793,0.0462636336209244,0.0496901971213497,0.0576615793301919,0.0687150197029414,0.0774873431233448,"2_1p5_NA_CMR","CMR","NA","1p5","2"
0.0356108395365726,0.0269133103938621,0.0293513548862986,0.0344094511663454,0.0407436820351974,0.0463224131011166,"2_1p5_NA_COD","COD","NA","1p5","2"
0.0370008619786378,0.0274521544896673,0.0298711914205133,0.034803286941568,0.0428882905332146,0.0493308342342863,"2_1p5_NA_COG","COG","NA","1p5","2"
0.432999860204297,0.328303779471214,0.35389487738673,0.395093197161316,0.503059718315046,0.586236980678797,"2_1p5_NA_COL","COL","NA","1p5","2"
