"mean","10%","25%","50%","75%","90%","ID","iso","dr","elasmu","prtp"
0.00710805825161689,0.0026326500940581,0.00384975073745334,0.00519459472106277,0.009229021590267,0.0153153103556619,"2_1p5_NA_AFG","AFG","NA","1p5","2"
0.243265842033631,0.183714454631419,0.202775356841186,0.233054694255375,0.282672408620189,0.308926087929252,"2_1p5_NA_AGO","AGO","NA","1p5","2"
0.00395587256079335,0.00198065754220257,0.00283404435089318,0.00348504029964226,0.0050873099363684,0.00622758093505538,"2_1p5_NA_ALB","ALB","NA","1p5","2"
1.13680805423656,0.84656117941321,0.904694987029347,1.03315412043586,1.35164914326166,1.57360146364986,"2_1p5_NA_ARE","ARE","NA","1p5","2"
0.256586529903248,0.125263455570073,0.197767580156102,0.248409686754479,0.328071573835796,0.377098298960543,"2_1p5_NA_ARG","ARG","NA","1p5","2"
-0.00434770255254858,-0.00501170917805416,-0.00470743842753125,-0.0043534705548928,-0.00394316987745118,-0.00375814317047463,"2_1p5_NA_ARM","ARM","NA","1p5","2"
0.427074744569111,0.328023615644561,0.357162875323605,0.403105974611246,0.492534224350401,0.55431058222606,"2_1p5_NA_AUS","AUS","NA","1p5","2"
-0.110255683942458,-0.133372464301679,-0.120180375829051,-0.107583020173342,-0.0971117937644347,-0.0908355766392097,"2_1p5_NA_AUT","AUT","NA","1p5","2"
0.010911783520387,0.00505776855079828,0.00650965842055286,0.00872145988058997,0.0166987314181483,0.0194003610770892,"2_1p5_NA_AZE","AZE","NA","1p5","2"
0.00452621480190061,0.00351553153914967,0.0038792314799323,0.00448299482058597,0.00503433597688445,0.00555263868605367,"2_1p5_NA_BDI","BDI","NA","1p5","2"
-0.0492573910416488,-0.0606143381616818,-0.0540171327886514,-0.050522728251653,-0.0462012311492176,-0.0332766953464157,"2_1p5_NA_BEL","BEL","NA","1p5","2"
0.0198933017060378,0.0144128123657767,0.0164168001180456,0.0190003440950001,0.0223642771778174,0.0268954106354948,"2_1p5_NA_BEN","BEN","NA","1p5","2"
0.0543993363712858,0.0432622549457443,0.0467842100490653,0.0514720231742156,0.0611574832849677,0.0689146043520056,"2_1p5_NA_BFA","BFA","NA","1p5","2"
0.217294604148479,0.162713131051172,0.181498263023251,0.204472176536579,0.253391727164499,0.288091324216309,"2_1p5_NA_BGD","BGD","NA","1p5","2"
-0.0107516297307181,-0.013481172043943,-0.0122797669656735,-0.0108517084616295,-0.00928847604537525,-0.00872772248827189,"2_1p5_NA_BGR","BGR","NA","1p5","2"
0.0112957626409379,0.0088081366163232,0.00945765918495528,0.0106420993019342,0.0129232450588236,0.0146626848306393,"2_1p5_NA_BHS","BHS","NA","1p5","2"
-0.00488698417587081,-0.00595467383542757,-0.00532597120374313,-0.00480345980793184,-0.0044122662508157,-0.00415585054954396,"2_1p5_NA_BIH","BIH","NA","1p5","2"
-0.058254443050137,-0.0697747557957215,-0.0651217912213931,-0.0567498481565735,-0.0501018824289,-0.0474378708390727,"2_1p5_NA_BLR","BLR","NA","1p5","2"
0.0023808698813637,0.00184883296765463,0.00204469815709025,0.00233029490224037,0.00269572576032746,0.00302558152757995,"2_1p5_NA_BLZ","BLZ","NA","1p5","2"
0.031997403380851,0.0238565276436103,0.0257608973960804,0.0283808090103443,0.0396036037664106,0.0428690081069298,"2_1p5_NA_BOL","BOL","NA","1p5","2"
1.93318300566572,1.49300348167409,1.62250214450437,1.7979416591907,2.21724974215551,2.54491256683061,"2_1p5_NA_BRA","BRA","NA","1p5","2"
0.0311600882152804,0.0246057413347617,0.0261105603969402,0.0298394343832743,0.0345680862136792,0.0404351592068644,"2_1p5_NA_BRN","BRN","NA","1p5","2"
0.00314359293732064,0.00220849396223314,0.00250262462813015,0.00285871685951896,0.00381875825541179,0.00444569594090189,"2_1p5_NA_BTN","BTN","NA","1p5","2"
0.0400507751814785,0.0312674543027312,0.0333259131933582,0.0380756872970181,0.0447324223152332,0.0510893906481185,"2_1p5_NA_BWA","BWA","NA","1p5","2"
0.0044267520878687,0.00348052261358689,0.00379971862665062,0.0043057657198401,0.00489347044562101,0.005437395818507,"2_1p5_NA_CAF","CAF","NA","1p5","2"
-1.02640288299602,-1.1742829367462,-1.09311395327292,-1.01480163112711,-0.951867456085761,-0.878352738115124,"2_1p5_NA_CAN","CAN","NA","1p5","2"
-0.127651022844581,-0.156464553404447,-0.139459748625155,-0.124630982417046,-0.110564139784848,-0.105273257292027,"2_1p5_NA_CHE","CHE","NA","1p5","2"
-0.0424926110109438,-0.0514593177629346,-0.0449883677163743,-0.0414864724238064,-0.0391691576957217,-0.0357648766470594,"2_1p5_NA_CHL","CHL","NA","1p5","2"
2.91746538943509,1.99381601220856,2.34377663266134,2.67257319575624,3.40474740347177,4.18735146720089,"2_1p5_NA_CHN","CHN","NA","1p5","2"
0.053376593732142,0.0430509636117074,0.0456142782714008,0.050856758077474,0.0592671039297306,0.0679571597740275,"2_1p5_NA_CMR","CMR","NA","1p5","2"
0.0320026906469965,0.024419887208616,0.0267217984302208,0.0324341799050618,0.0356067797261296,0.0391683491988009,"2_1p5_NA_COD","COD","NA","1p5","2"
0.0330581347365568,0.0250554152181182,0.0275946240578484,0.0319285260063756,0.0375430143730512,0.0422747661595955,"2_1p5_NA_COG","COG","NA","1p5","2"
0.375221393595048,0.298904801726327,0.321939329520863,0.354362897846297,0.419761909790265,0.478270461985736,"2_1p5_NA_COL","COL","NA","1p5","2"
0.000614410165439089,0.000497385958626059,0.000524021293710329,0.000586723321364403,0.000696146315956158,0.000786843555924036,"2_1p5_NA_COM","COM","NA","1p5","2"
0.0010081571146443,0.000742485477795223,0.000864317906596877,0.000962786907479454,0.00111083010841779,0.00139977290952194,"2_1p5_NA_CPV","CPV","NA","1p5","2"
0.0496709027599765,0.0373080813064847,0.0409333110263046,0.0465218610781075,0.0569020940140951,0.0647512778264262,"2_1p5_NA_CRI","CRI","NA","1p5","2"
0.0436476515324394,0.0345114237273629,0.0374882322538945,0.041157778681278,0.0512452438673143,0.0554796492566723,"2_1p5_NA_CUB","CUB","NA","1p5","2"
0.0137437290436978,0.0104837639736688,0.0112128694830638,0.0123593045512654,0.0157258152549175,0.0187233084926337,"2_1p5_NA_CYP","CYP","NA","1p5","2"
